id	name	reactions	parent
PWY-5531	3,8-divinyl-chlorophyllide a biosynthesis II (anaerobic)	RXN-17485|HEMN-RXN|RXN0-6259|RXN-8799|RXN-8797|RXN-8798|RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN|RXN1F-20|UROGENDECARBOX-RXN	Chlorophyllide-a-Biosynthesis
PWY-6959	L-ascorbate degradation V	RXN-21402|RXN-21401|RXN-21400|RXN-12870|RXN-12871	Ascorbate-Degradation
CHLOROPHYLL-SYN	3,8-divinyl-chlorophyllide a biosynthesis I (aerobic, light-dependent)	RXN-5285|RXN-5282|RXN-5283|RXN-5284|RXN0-1461|RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN|RXN1F-20|UROGENDECARBOX-RXN|PROTOPORGENOXI-RXN	Chlorophyllide-a-Biosynthesis
PWY0-301	L-ascorbate degradation I (bacterial, anaerobic)	RXN0-2461|RXN0-5214|RIBULPEPIM-RXN|RXN0-705|LXULRU5P-RXN	Ascorbate-Degradation
PWY-7159	3,8-divinyl-chlorophyllide a biosynthesis III (aerobic, light independent)	RXN-17485|RXN-5282|RXN-5283|RXN-5284|RXN0-1461|RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN|RXN1F-20|UROGENDECARBOX-RXN|PROTOPORGENOXI-RXN	Chlorophyllide-a-Biosynthesis
PWY-6704	L-ascorbate degradation IV	RXN0-7021|RXN-12107|RXN-12110|RXN-12109|RXN-12108	Ascorbate-Degradation
TOLUENE-DEG-DIOL-PWY	toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)	TOLUENE-DIOL-DEHYDROGENASE-RXN|TOLUENE-DIOXYGENASE-RXN|2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN|CATECHOL-2-3-DIOXYGENASE-RXN	TOLUENE-DEG
PWY-6961	L-ascorbate degradation II (bacterial, aerobic)	RXN-21400|RIBULPEPIM-RXN|LXULRU5P-RXN|RXN0-705|RXN0-703|RXN0-704|RXN-12440	Ascorbate-Degradation
PWY-5178	toluene degradation IV (aerobic) (via catechol)	ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|3.7.1.9-RXN|CATECHOL-23-DIOXYGENASE-RXN|BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZYL-ALC-DEHYDROGENASE-RXN|TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	Super-Pathways|TOLUENE-DEG
PWY-6960	L-ascorbate degradation III	RXN-12875|RXN-12869|RXN-12872|RXN-12873|RXN-12874|RXN-12440	Ascorbate-Degradation
PWY-5181	toluene degradation III (aerobic) (via p-cresol)	HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN|RXN-16205|RXN-16204|4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN|RXN-3641|3-OXOADIPATE-COA-TRANSFERASE-RXN|4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|5.5.1.2-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN|TOLUENE-4-MONOOXYGENASE-RXN	Super-Pathways|TOLUENE-DEG
GLYCOLATEMET-PWY	glycolate and glyoxylate degradation I	TSA-REDUCT-RXN|RXN0-7229|GKI-RXN|GLYOCARBOLIG-RXN	Glycolate-Degradation
PWY-7700	4-methylphenol degradation to protocatechuate	HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN|RXN-16205|RXN-16204|4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	TOLUENE-DEG
PWY-6649	glycolate and glyoxylate degradation III	RXN0-7229|RXN-11769|4.3.1.20-RXN	Glycolate-Degradation
TOLUENE-DEG-2-OH-PWY	toluene degradation to 2-hydroxypentadienoate I (via o-cresol)	TOLUENE-2-MONOOXYGENASE-RXN|O-CRESOL-METHYLCATECHOL-RXN|2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN|CATECHOL-2-3-DIOXYGENASE-RXN	TOLUENE-DEG
GLYOXDEG-PWY	glycolate and glyoxylate degradation II	RXN0-7229|MALSYN-RXN	Glycolate-Degradation
P3-PWY	gallate degradation III (anaerobic)	RXN-16834|RXN-11667|R11-RXN|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN|R7-RXN|R8-RXN|R6-RXN|R5-RXN|1.97.1.2-RXN|GALLATE-DECARBOXYLASE-RXN	GALLATE-DEG
PWY-6696	oxalate degradation III	GLYOXYLATE-DEHYDROGENASE-ACYLATING-RXN|OXALYL-COA-DECARBOXYLASE-RXN|FORMYL-COA-HYDROLASE-RXN|1.2.1.2-RXN|OXALATE-COA-TRANSFERASE-RXN	Oxalate-Degradation
GALLATE-DEGRADATION-II-PWY	gallate degradation I	RXN-2464|RXN-2463|RXN-9983|GALLATE-DIOXYGENASE-RXN	GALLATE-DEG
PWY-7985	oxalate degradation VI	OXALATE--COA-LIGASE-RXN|OXALYL-COA-DECARBOXYLASE-RXN|FORMYL-COA-HYDROLASE-RXN|1.2.1.2-RXN	Oxalate-Degradation
GALLATE-DEGRADATION-I-PWY	gallate degradation II	RXN-11861|RXN-9983|RXN-2463|RXN-2464|RXN-2462	GALLATE-DEG
PWY-6695	oxalate degradation II	OXALATE-COA-TRANSFERASE-RXN|OXALYL-COA-DECARBOXYLASE-RXN|RXN0-1382	Oxalate-Degradation
PWY-5428	1,3-dimethylbenzene degradation to 3-methylbenzoate	RXN-8583|RXN-8580|RXN-8578	Xylene-Degradation
PWY-6698	oxalate degradation V	OXALATE-DECARBOXYLASE-RXN	Oxalate-Degradation
PWY-5429	1,4-dimethylbenzene degradation to 4-methylbenzoate	RXN-8582|RXN-8581|RXN-8579	Xylene-Degradation
PWY-6694	oxalate degradation I	RXN-12077	Oxalate-Degradation
PWY-6957	mandelate degradation to acetyl-CoA	BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZOYLFORMATE-DECARBOXYLASE-RXN|MANDELATE-DEHYDROGENASE-RXN|MANDELATE-RACEMASE-RXN|BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN	MANDELATE-DEG|Super-Pathways
PWY-6697	oxalate degradation IV	OXALATE-OXIDASE-RXN	Oxalate-Degradation
PWY-1501	mandelate degradation I	BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZOYLFORMATE-DECARBOXYLASE-RXN|MANDELATE-DEHYDROGENASE-RXN|MANDELATE-RACEMASE-RXN	MANDELATE-DEG
TOLUENE-DEG-3-OH-PWY	toluene degradation II (aerobic) (via 4-methylcatechol)	RXN-12735|RXN-20764|RXN-20763|RXN-11219|TOLUENE-4-MONOOXYGENASE-RXN|M-CRESOL-METHYLCATECHOL-RXN	TOLUENE-DEG
PWY-283	benzoate degradation II (aerobic and anaerobic)	BENZOATE--COA-LIGASE-RXN	Benzoate-Degradation
PWY-7703	2,4-xylenol degradation to protocatechuate	RXN-16974|RXN-16973|RXN-16972|RXN-16971|RXN-16970|RXN-16968|RXN-16967	TOLUENE-DEG
PWY-2503	benzoate degradation I (aerobic)	BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN	Benzoate-Degradation
PWY-5183	superpathway of aerobic toluene degradation	HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN|RXN-16205|RXN-16204|4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN|RXN-3641|3-OXOADIPATE-COA-TRANSFERASE-RXN|4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|5.5.1.2-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN|TOLUENE-4-MONOOXYGENASE-RXN|ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|3.7.1.9-RXN|CATECHOL-23-DIOXYGENASE-RXN|BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZYL-ALC-DEHYDROGENASE-RXN|TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	Super-Pathways|TOLUENE-DEG
PWY-5430	meta cleavage pathway of aromatic compounds	BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN	Benzoate-Degradation|Super-Pathways
PWY-5179	toluene degradation V (aerobic) (via toluene-cis-diol)	ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|TOLUENE-DIOL-DEHYDROGENASE-RXN|TOLUENE-DIOXYGENASE-RXN|2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN|CATECHOL-2-3-DIOXYGENASE-RXN	Super-Pathways|TOLUENE-DEG
PWY-6416	quinate degradation II	QUINATE-5-DEHYDROGENASE-RXN|3-DEHYDROQUINATE-DEHYDRATASE-RXN|DHSHIKIMATE-DEHYDRO-RXN	Quinate-Degradation
TOLUENE-DEG-4-OH-PWY	toluene degradation to 4-methylphenol	TOLUENE-4-MONOOXYGENASE-RXN	TOLUENE-DEG
QUINATEDEG-PWY	quinate degradation I	3-DEHYDROQUINATE-DEHYDRATASE-RXN|DHSHIKIMATE-DEHYDRO-RXN|1.1.99.25-RXN	Quinate-Degradation
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	RXN-16475|KDPGALDOL-RXN|DEOXYGLUCONOKIN-RXN|1.1.1.127-RXN|5.3.1.17-RXN	Sugar-Derivatives
PWY-5420	catechol degradation II (meta-cleavage pathway)	RXN-8527|RXN-8529|4.1.1.77-RXN|CATECHOL-23-DIOXYGENASE-RXN|ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN	Catechol-Degradation|Super-Pathways
PWY1QP9-2	fructosyllysine and glucosyllysine metabolism	RXN-20900|RXN-20898|RXN1QP9-73|RXN1QP9-72|RXN0-963|RXN1QP9-71	Sugar-Derivatives
P183-PWY	catechol degradation to 2-hydroxypentadienoate I	3.7.1.9-RXN|CATECHOL-23-DIOXYGENASE-RXN	Catechol-Degradation
PWY0-521	fructoselysine and psicoselysine degradation	RXN0-4841|RXN0-962|RXN0-963	Sugar-Derivatives
PWY-5419	catechol degradation to 2-hydroxypentadienoate II	RXN-8527|RXN-8529|4.1.1.77-RXN|CATECHOL-23-DIOXYGENASE-RXN	Catechol-Degradation
PWY-81	toluene degradation to benzoyl-CoA (anaerobic)	RXN-904|RXN-905|RXN-863|RXN-864|RXN-865|RXN-902	TOLUENE-DEG
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to beta-ketoadipate	3-OXOADIPATE-ENOL-LACTONASE-RXN|MUCONOLACTONE-DELTA-ISOMERASE-RXN|MUCONATE-CYCLOISOMERASE-RXN|CATECHOL-12-DIOXYGENASE-RXN	Catechol-Degradation
PWY-5184	toluene degradation VI (anaerobic)	RXN-11667|RXN-11662|ACETYL-COA-ACETYLTRANSFER-RXN|GLUTACONYL-COA-DECARBOXYLASE-RXN|GLUTARYL-COA-DEHYDROG-RXN|RXN-15013|RXN-15012|4.2.1.100-RXN|RXN-8032|1.1.1.259-RXN|HADTHAUERA-RXN|1.3.99.15-RXN|RXN-904|RXN-905|RXN-863|RXN-864|RXN-865|RXN-902	Super-Pathways|TOLUENE-DEG
PWY-5417	catechol degradation III (ortho-cleavage pathway)	RXN-3641|3-OXOADIPATE-COA-TRANSFERASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|MUCONOLACTONE-DELTA-ISOMERASE-RXN|MUCONATE-CYCLOISOMERASE-RXN|CATECHOL-12-DIOXYGENASE-RXN	Catechol-Degradation|Super-Pathways
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|TOLUENE-2-MONOOXYGENASE-RXN|O-CRESOL-METHYLCATECHOL-RXN|2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN|CATECHOL-2-3-DIOXYGENASE-RXN	Super-Pathways|TOLUENE-DEG
PWY-5431	aromatic compounds degradation via beta-ketoadipate	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|5.5.1.2-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN|RXN-3641|3-OXOADIPATE-COA-TRANSFERASE-RXN|MUCONOLACTONE-DELTA-ISOMERASE-RXN|MUCONATE-CYCLOISOMERASE-RXN|CATECHOL-12-DIOXYGENASE-RXN	Catechol-Degradation|Super-Pathways
TOLUENE-DEG-CATECHOL-PWY	toluene degradation to benzoate	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZYL-ALC-DEHYDROGENASE-RXN|TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	TOLUENE-DEG
PWY-5415	catechol degradation I (meta-cleavage pathway)	ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|3.7.1.9-RXN|CATECHOL-23-DIOXYGENASE-RXN	Catechol-Degradation|Super-Pathways
PWY-7566	L-gulonate degradation	RXN-15920	SUGAR-ACIDS-DEG
PWY-6183	salicylate degradation I	SALICYLATE-1-MONOOXYGENASE-RXN	Salicylate-Degradation
IDNCAT-PWY	L-idonate degradation	1.1.1.264-RXN|GLUCONOKIN-RXN|GLUCONATE-5-DEHYDROGENASE-RXN	SUGAR-ACIDS-DEG
DESULFONATION-PWY	benzenesulfonate degradation	BSDOSALCAL-RXN	Sulfoaromatics-Degradation
PWY-7516	L-lyxonate degradation	RXN-8775|4.2.1.43-RXN|RXN-15590	SUGAR-ACIDS-DEG
PWY-7521	3-(4-sulfophenyl)butanoate degradation	RXN-15638|RXN-15637|RXN-15636	Sulfoaromatics-Degradation
GALACTCAT-PWY	D-galactonate degradation	GALACTONDEHYDRAT-RXN|DEHYDDEOXPHOSGALACT-ALDOL-RXN|DEHYDDEOXGALACTKIN-RXN	SUGAR-ACIDS-DEG
PWY-6041	4-sulfocatechol degradation	MALEYLACETATE-REDUCTASE-RXN|RXN-9733|RXN-9732|RXN-9731	Sulfoaromatics-Degradation
PWY-7242	D-fructuronate degradation	KDPGALDOL-RXN|DEOXYGLUCONOKIN-RXN|MANNONDEHYDRAT-RXN|MANNONOXIDOREDUCT-RXN	SUGAR-ACIDS-DEG
PWY-7170	phytochromobilin biosynthesis	RXN-17523|RXN-13968|1.3.7.4-RXN	Phycobilin-Biosynthesis
PWY0-1306	L-galactonate degradation	RXN0-5229	SUGAR-ACIDS-DEG
PWY-7580	phycoerythrobilin biosynthesis II	RXN-17523|RXN-9292|RXN-15985	Phycobilin-Biosynthesis
PWY-6373	acrylate degradation I	RXN-6384|RXN-6383|RXN-10985|3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN|RXN-9958	Acrylate-Degradation
PWY-5917	phycocyanobilin biosynthesis	RXN-17523|RXN-15986|1.3.7.5-RXN	Phycobilin-Biosynthesis
PWY-8180	acrylate degradation II	RXN-6383|RXN-9087|RXN-21753	Acrylate-Degradation
PWY-7579	phycourobilin biosynthesis	RXN-17523|RXN-15990|RXN-15985|1.3.7.2-RXN|1.3.7.3-RXN	Phycobilin-Biosynthesis
PWY-8091	D-apionate degradation I (xylose isomerase family decarboxylase)	RXN-17765|RXN-20937|RXN-17762|RXN-17772|RXN-20933	D-Apionate-Degradation
PWY-5915	phycoerythrobilin biosynthesis I	RXN-17523|RXN-15985|1.3.7.2-RXN|1.3.7.3-RXN	Phycobilin-Biosynthesis
PWY-8090	D-apionate degradation II (RLP decarboxylase)	RXN-17762|RXN-17772|RXN-20935|RXN-20934|RXN-20933	D-Apionate-Degradation
PWY-7578	phycoviolobilin biosynthesis	RXN-17523|RXN-15988|RXN-15986|1.3.7.5-RXN	Phycobilin-Biosynthesis
PWY-8092	D-apionate degradation III (RLP transcarboxylase/hydrolase)	RXN-20936|RXN-20934|RXN-20933	D-Apionate-Degradation
PWY-6223	gentisate degradation I	RXN-10445|MALEYLPYRUVATE-ISOMERASE-RXN|GENTISATE-12-DIOXYGENASE-RXN	Gentisate-Degradation
PWY-5794	malonate degradation I (biotin-independent)	RXN-9730|RXN-9729|RXN-9728	Malonate-Degradation
PWY-5033	nicotinate degradation II	RXN-11353|RXN-646|MALEATE-ISOMERASE-RXN|RXN-7586|RXN-7585	Nicotinate-Degradation
PWY-6060	malonate degradation II (biotin-dependent)	RXN-9776|RXN-9777|RXN-9775|RXN-9729	Malonate-Degradation
PWY-722	nicotinate degradation I	RXN-11318|NICOTINATE-DEHYDROGENASE-RXN|RXN-7573|MALEATE-ISOMERASE-RXN|RXN-646|1.13.11.9-RXN	Nicotinate-Degradation
PWY0-43	conversion of succinate to propanoate	RXN0-268|RXN0-310|METHYLMALONYL-COA-MUT-RXN	SUCC-DEG
PWY-5055	nicotinate degradation III	DIMETHYLMALEATE-HYDRATASE-RXN|1.1.1.291-RXN|3.5.2.18-RXN|23-DIMETHYLMALATE-LYASE-RXN|METHYLITACONATE-DELTA-ISOMERASE-RXN|2-METHYLENEGLUTARATE-MUTASE-RXN|RXN-7640|6-HYDROXYNICOTINATE-REDUCTASE-RXN|RXN-7637	Nicotinate-Degradation
PWY-7469	gentisate degradation II	RXN-10447|GENTISATE-12-DIOXYGENASE-RXN	Gentisate-Degradation
PWY-8376	benzene degradation III (anaerobic)	RXN-23214	Benzene-Degradation
PWY-7098	vanillin and vanillate degradation II	RXN-10891|1.2.1.67-RXN	Vanillin-Degradation
PWY-8375	benzene degradation IV (anaerobic)	RXN-23213	Benzene-Degradation
PWY-6338	superpathway of vanillin and vanillate degradation	1.2.1.67-RXN|RXN-2|RXN-2464|OXALODECARB-RXN|1.2.1.45-RXN|RXN-9983|RXN-2462|RXN-2463|R107-RXN|PROTOCATECHUATE-45-DIOXYGENASE-RXN	Super-Pathways|Vanillin-Degradation
PWY-5450	benzene degradation I (aerobic)	1.3.1.19-RXN|BENZENE-12-DIOXYGENASE-RXN	Benzene-Degradation
PWY-7097	vanillin and vanillate degradation I	1.2.1.67-RXN|RXN-2	Vanillin-Degradation
PWY-8386	benzene degradation II (aerobic)	RXN-23321|RXN-17503|RXN-23320	Benzene-Degradation
PWY-7383	anaerobic energy metabolism (invertebrates, cytosol)	RXN-12481|4.1.1.32-RXN|MALATE-DEH-RXN|ASPAMINOTRANS-RXN|ALARACECAT-RXN|ALANINE-AMINOTRANSFERASE-RXN|PEPDEPHOS-RXN	Fermentation
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|5.5.1.2-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN	Protocatechuate-Degradation
FLUORENE-DEG-9-ONE-PWY	fluorene degradation I	RXN-19492|RXN-7282|RXN-2506|RXN-2505|RXN-2502|RXN-2501|9-FLUORENOL-DEHYDROGENASE-RXN|FLUORENE-OXYGENASE-RXN	Fluorene-Degradation
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	RXN-2464|OXALODECARB-RXN|1.2.1.45-RXN|RXN-9983|RXN-2462|RXN-2463|R107-RXN|PROTOCATECHUATE-45-DIOXYGENASE-RXN	Protocatechuate-Degradation
PWY-1381	fluorene degradation II	FLUORENE-OXYGENASE-RXN|RXN-2482	Fluorene-Degradation
PWY-6336	protocatechuate degradation III (para-cleavage pathway)	RXN-8527|4.1.1.77-RXN|RXN-8529|RXN-10883|RXN-10882	Protocatechuate-Degradation
PWY-6224	salicylate degradation II	RXN-10446	Salicylate-Degradation
PWY-8288	carbofuran degradation III	RXN-22229	Carbofuran-Degradation
PWY-5109	propanoate fermentation to 2-methylbutanoate	RXN-15031|2-METHYLACYL-COA-DEHYDROGENASE-RXN|PROPIONATE-COA-TRANSFERASE-RXN|TIGLYLCOA-HYDROXY-RXN|1.1.1.178-RXN|METHYLACETOACETYLCOATHIOL-RXN	Fermentation-to-Acids
PWY-8287	carbofuran degradation II	RXN-22230|RXN-22231|RXN-22229	Carbofuran-Degradation
FERMENTATION-PWY	mixed acid fermentation	MALATE-DEH-RXN|ISOCITDEH-RXN|ACONITATEHYDR-RXN|ACONITATEDEHYDR-RXN|CITSYN-RXN|R601-RXN|FHLMULTI-RXN|PEPCARBOX-RXN|FUMHYDR-RXN|DLACTDEHYDROGNAD-RXN|PEPDEPHOS-RXN|ALCOHOL-DEHYDROG-RXN|ACETALD-DEHYDROG-RXN|PYRUVFORMLY-RXN|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN	Fermentation-to-Acids|Pyruvate-Ethanol-Fermentation
PWY-8286	carbofuran degradation I	RXN-22490|RXN-22234|RXN-22233|RXN-22232|RXN-22229	Carbofuran-Degradation
PWY-6636	salicylate degradation III	RXN-11736	Salicylate-Degradation
SHIKIMATEDEG-PWY	shikimate degradation I	DHSHIKIMATE-DEHYDRO-RXN|SHIKIMATE-PQQ-RXN	Shikimate-Degradation
P161-PWY	acetylene degradation (anaerobic)	ALCOHOL-DEHYDROG-RXN|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN|ACETALD-DEHYDROG-RXN|R141-RXN	Acetate-Formation|Pyruvate-Ethanol-Fermentation
PWY-6419	shikimate degradation II	RXN-20484|DHSHIKIMATE-DEHYDRO-RXN	Shikimate-Degradation
PWY-5536	acetate formation from acetyl-CoA (succinate)	RXN-8807	Acetate-Formation
PWY-8025	cyanuric acid degradation I	RXN0-5222|RXN-20065|RXN-20064|RXN-20063|RXN-20062	Cyanurate-Degradation
PWY0-1312	acetate and ATP formation from acetyl-CoA I	PHOSACETYLTRANS-RXN|ACETATEKIN-RXN	Acetate-Formation
PWY-5169	cyanuric acid degradation II	RXN-20062|RXN-20066|RXN0-5222|RXN-20065|RXN-8930	Cyanurate-Degradation
P163-PWY	L-lysine fermentation to acetate and butanoate	RXN-16834|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN|ACETYL-COA-ACETYLTRANSFER-RXN|2.8.3.9-RXN|4.3.1.14-RXN|R125-RXN|1.4.1.11-RXN|BETA-LYSINE-56-AMINOMUTASE-RXN|LYSINE-23-AMINOMUTASE-RXN	Acetate-Formation|Acetyl-CoA-Butyrate|LYSINE-DEG
PWY-5691	urate conversion to allantoin I	3.5.2.17-RXN|RXN-6201|URATE-OXIDASE-RXN	Urate-Degradation
PWY-5535	acetate and ATP formation from acetyl-CoA II	ACETATE--COA-LIGASE-ADP-FORMING-RXN	Acetate-Formation
PWY-6420	pyrroloquinoline quinone biosynthesis	RXN-15446|RXN-11178|RXN-11179|RXN-11180|RXN-11181|RXN-11177|RXN-11176	Enzyme-Cofactor-Biosynthesis
PWY-8328	acetate and ATP formation from acetyl-CoA III	ACETATE--COA-LIGASE-RXN	Acetate-Formation
PWY-7729	5,6-dimethylbenzimidazole biosynthesis II (anaerobic)	RXN-17122|RXN-17123|RXN-17124|RXN-17125	DMB-Biosynthesis
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	RXN-16834|RXN-19739|ACETYL-COA-ACETYLTRANSFER-RXN|RXN-11662|RXN-11667|R11-RXN|RXN-1082|RXN-1083|KETOGLUTREDUCT-RXN|GLUTAMATE-DEHYDROGENASE-RXN	Acetate-Formation|Acetyl-CoA-Butyrate|GLUTAMATE-DEG
PWY-8319	NiFe(CO)(CN)2 cofactor biosynthesis	RXN-22957|RXN-22956|RXN-22655|RXN-22650|RXN-22649|RXN-22648|RXN-17943|RXN0-6435|RXN-22647|RXN-22646	Enzyme-Cofactor-Biosynthesis
PWY-804	glycolate degradation II	RXN-1744	Acetate-Formation
PWY-5523	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	RXN-8771|FMNREDUCT-RXN|RIBOFLAVINKIN-RXN	DMB-Biosynthesis
PWY-7773	gamma-resorcylate degradation I	R307-RXN|RXN-17555|RXN-10137|MALEYLACETATE-REDUCTASE-RXN	Gamma-Resorcylate-Degradation
PWY-7928	lactate racemase nickel cofactor biosynthesis	RXN-19042|RXN-19049|RXN-19048|RXN-19047|RXN-19045|RXN-19044|RXN-19043|RXN-19051	Enzyme-Cofactor-Biosynthesis
PWY-7772	gamma-resorcylate degradation II	RXN-17558|RXN-17555|RXN-10137|MALEYLACETATE-REDUCTASE-RXN	Gamma-Resorcylate-Degradation
PWY-7394	urate conversion to allantoin II	RXN-11186|3.5.2.17-RXN|RXN-6201	Urate-Degradation
PWY-6948	sitosterol degradation to androstenedione	RXN-12745|RXN-12744|RXN-12743|RXN-12710|RXN-12709|RXN-12708|RXN-12707|RXN-12706|RXN-12786|RXN-12780|RXN-12781|RXN-12782|RXN-12785|RXN-12784|RXN-12787|RXN-12788|RXN-12790|RXN-12789	Steroids-Degradation
PWY-8159	dipyrromethane cofactor biosynthesis	RXN-21525|RXN-21524|RXN-21523|RXN-21522	Enzyme-Cofactor-Biosynthesis
PWY-6943	testosterone and androsterone degradation to androstendione (aerobic)	1.1.1.209-RXN|RXN-12124|1.1.1.51-RXN	Steroids-Degradation
PWY-5170	melamine degradation	RXN-8017|RXN-8016|RXN-8015	s-Triazine-Degradation
PWY-8155	testosterone degradation (anaerobic)	RXN-21496|RXN-21489|RXN-21484|RXN-21485|RXN-21486|RXN-21487	Steroids-Degradation
GLUTATHIONESYN-PWY	glutathione biosynthesis	GLUTATHIONE-SYN-RXN|GLUTCYSLIG-RXN	Enzyme-Cofactor-Biosynthesis|Reductants
PWY-8135	bile acids deconjugation	RXN-21345|RXN-17388|CHOLOYLGLYCINE-HYDROLASE-RXN|RXN-17385|CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN	Bile-Acids-Degradation
PWY-7620	naphthalene degradation (anaerobic)	RXN-16239|RXN-15001|RXN-15000|RXN-14999	Naphthalene-Degradation
PWY-8256	bile acids 12-O-epimerization	RXN-22304|RXN-21346|12-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN|1.1.1.176-RXN	Bile-Acids-Degradation
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	RXN-15881|RXN-14391|RXN-14390|RXN-14389|RXN-14388|RXN-14387|RXN-14386|RXN-14385|RXN-14384|RXN-14381	Enzyme-Cofactor-Biosynthesis
PWY-8134	bile acid 7beta-dehydroxylation	1.1.1.52-RXN|RXN-21341|RXN-21340|RXN-21344|RXN-17419|RXN-17416|RXN-21343|RXN-21342	Bile-Acids-Degradation
PWY-5134	superpathway of bitter acids biosynthesis	RXN-18452|RXN-18448|RXN-18439|RXN-18442|RXN-18445|RXN-18450|RXN-18446|RXN-18441|RXN-7807|RXN-7810|RXN-7811|2.3.1.156-RXN|RXN-18449|RXN-18447|RXN-7813|RXN-7812|RXN-7809|RXN-7805	Metabolic-Clusters|Super-Pathways|TERPENOPHENOLICS-SYN
PWY-8255	bile acids 3-O-epimerization	RXN-17415|RXN-17410|RXN-11472|RXN-11471	Bile-Acids-Degradation
PWY-6736	sulfur volatiles biosynthesis	THIOL-S-METHYLTRANSFERASE-RXN|RXN-12189	Metabolic-Clusters|Sulfur-Metabolism
PWY-7754	bile acid 7alpha-dehydroxylation	1.1.1.52-RXN|RXN-21341|RXN-21340|RXN-21339|RXN-21338|RXN-17396|RXN-19428|RXN-19429|RXN-21336|RXN-21335|RXN-17400|RXN-17399|RXN-17398|BAI3OXO-OXRED-RXN|BAIAEUBSP-RXN|CHOLATE--COA-LIGASE-RXN	Bile-Acids-Degradation
