id	name	description	reactions	parent
M00371	Castasterone biosynthesis, campesterol => castasterone		R07445|R07446|R07447|R07791|R07473|R07474|R07450|R07451	rn00905|rn01110|Plant terpenoid biosynthesis
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid		R07558|R07559|R06946|R06947|R06950|R06953|R06948|R06949|R06952|R06954|R06957	rn00906|rn01110|Plant terpenoid biosynthesis
M00373	Ethylmalonyl pathway		R00238|R01977|R03027|R09291|R09979|R09292|R09293|R05076|R00934|R00473|R10612|R01859|R02765|R00833	rn00630|rn01200|rn01120|Other carbohydrate metabolism
M00374	Dicarboxylate-hydroxybutyrate cycle		R01196|R00199|R00345|R00342|R01082|R02164|R00405|R09280|R09281|R09279|R10782|R03026|R01975|R00238	rn00720|rn01200|rn01120|Carbon fixation
M00375	Hydroxypropionate-hydroxybutylate cycle		R00742|R00740|R09289|R09286|R03045|R00919|R01859|R02765|R00833|R09280|R09281|R09279|R10782|R03026|R01975|R00238	rn00720|rn01200|rn01120|Carbon fixation
M00376	3-Hydroxypropionate bi-cycle		R00742|R00740|R09289|R09286|R03045|R00919|R01859|R02765|R00833|R00406|R02164|R01082|R00406|R00473|R00934|R05076|R09283|R09282|R00237	rn00720|rn01200|rn01120|Carbon fixation
M00377	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)		R07157|R00134|R12754|R00943|R01655|R01220|R07168|R02289+R08433|R10243	rn00720|rn01200|rn01120|Carbon fixation
M00378	F420 biosynthesis, archaea		R12161|R12162|R09397|R09398|R09399|R09400	rn00680|rn01240|rn01120|Methane metabolism
M00415	Fatty acid elongation in endoplasmic reticulum			rn00062|rn01040|rn01212
M00416	Cytochrome aa3-600 menaquinol oxidase		R09492	rn00190|ATP synthesis
M00417	Cytochrome o ubiquinol oxidase			rn00190
M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA		R05598|R05588|R05584|R05599|R05575|R05587	rn00623|rn01220|rn01120|Aromatics degradation
M00419	Cymene degradation, p-cymene => p-cumate		R05266|R05232|R05235	rn00622|rn01220|rn01120|Aromatics degradation
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA		R07157|R09096|R10219	rn00680|rn01200|rn01120|Methane metabolism
M00432	Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate		R01213|R03968+R04001|R04426+R01652	rn00290|rn01210|rn01230|rn01110|Branched-chain amino acid metabolism
M00433	Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate		R00271|R03444|R04371|R09720|R01934	rn00300|rn01210|rn01230|Lysine metabolism
M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine		R00480|R02291|R10147|R04198|R04199|R04364|R04467|R02733|R02735|R00451	rn00300|rn01230|Lysine metabolism
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine		R00480|R02291|R10147|R04198|R04199|R04336|R02755|R00451	rn00300|rn01230|Lysine metabolism
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine		R00480|R02291|R10147|R04198|R04199|R07613|R02735|R00451	rn00300|rn01230|rn01110|Lysine metabolism
M00528	Nitrification, ammonia => nitrite		R00148|R10164	rn00910|rn01120|Nitrogen metabolism
M00529	Denitrification, nitrate => nitrogen		R00798|R03071|R00783|R00785|R00294|R02804	rn00910|rn01120|Nitrogen metabolism
M00530	Dissimilatory nitrate reduction, nitrate => ammonia		R00798|R09497|R03071|R00787|R05712	rn00910|rn01120|Nitrogen metabolism
M00531	Assimilatory nitrate reduction, nitrate => ammonia		R00791|R00794|R00796|R00798|R00790|R00787|R00789	rn00910|rn01120|Nitrogen metabolism
M00532	Photorespiration		R03140|R01334|R00475|R00009|R00372|R00945|R00588|R01388|R01514|R01221	rn00630|rn01200|rn01110|Other carbohydrate metabolism
M00533	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate		R03303|R04418|R04379|R04380|R04134	rn00350|rn01220|rn01120|Aromatic amino acid metabolism
M00534	Naphthalene degradation, naphthalene => salicylate		R02968|R04115|R04117|R05137|R05136|R02941	rn00626|rn01220|rn01120|Aromatics degradation
M00535	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate		R07399|R03896|R03898|R00994	rn00290|rn00660|rn01210|rn01230|Branched-chain amino acid metabolism
M00537	Xylene degradation, xylene => methylbenzoate		R05288|R05282|R05289|R05442|R05348|R05663|R05443|R05347|R05664	rn00622|rn01220|rn01120|Aromatics degradation
M00538	Toluene degradation, toluene => benzoate		R02550|R01763|R01419	rn00623|rn01220|rn01120|Aromatics degradation
M00539	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate		R05247|R05240|R05248|R05377|R05364	rn00622|rn01220|rn01120|Aromatics degradation
M00540	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA		R05620|R05619|R05600|R05582|R05592	rn00362|rn01220|rn01120|Aromatics degradation
M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA		R02451|R10961|R05597|R05581|R05594	rn00362|rn01220|rn01120|Aromatics degradation
M00543	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate		R05263|R05264|R05239|R03462|R02606|R05261|R05262|R05241|R05245|R05359	rn00621|rn01220|rn01120|Aromatics degradation
M00544	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate		R05414|R09512|R05415|R05365	rn00621|rn01220|rn01120|Aromatics degradation
M00545	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA		R06783|R06785|R06781|R06787|R06788|R06789|R02601|R00750|R00228	rn00360|rn01220|rn01120|Aromatics degradation
M00546	Purine degradation, xanthine => urea		R02103|R02107|R02106|R09514|R06601|R06604|R02425|R02422	rn00230|Purine metabolism
M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol		R03543|R00812|R03559|R04088	rn00361|rn00362|rn00623|rn01220|rn01120|Aromatics degradation
M00548	Benzene degradation, benzene => catechol		R10042|R10043	rn00361|rn00362|rn01220|rn01120|Aromatics degradation
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose		R01786|R02189|R00959|R00289	rn00520|rn01250|Other carbohydrate metabolism
M00550	Ascorbate degradation, ascorbate => D-xylulose-5P		R07671|R07677|R07125|R03244|R05850	rn00053|rn01120|Other carbohydrate metabolism
M00551	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol		R05621|R00813|R05290|R05292|R05428|R05314|R05665|R05309	rn00362|rn00622|rn01220|rn01120|Aromatics degradation
M00552	D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P		R03033|R03387|R01064|R01061|R01512	rn00052|Other carbohydrate metabolism
M00554	Nucleotide sugar biosynthesis, galactose => UDP-galactose		R01092|R00955	rn00520|rn00052|rn01250|Other carbohydrate metabolism
M00555	Betaine biosynthesis, choline => betaine		R01025|R08557|R08558|R07409|R01022|R02565|R02566|R08211	rn00260|Serine and threonine metabolism
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane		R09998|R09999|R09124|R04541|R11931|R04540|R11928|R11943|R11944	rn00680|rn01200|rn01120|Methane metabolism
M00565	Trehalose biosynthesis, D-glucose 1P => trehalose		R00948|R02421|R02110|R11261|R01824|R11256	rn00500|rn01110|Other carbohydrate metabolism
M00567	Methanogenesis, CO2 => methane		R03015|R03390|R03464|R04456|R04455|R04464|R04347|R04541|R11931|R04540|R11928|R11943|R11944	rn00680|rn01200|rn01120|Methane metabolism
M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate		R00817|R06989|R06990|R02991	rn00362|rn01220|rn01120|Aromatics degradation
M00569	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA		R00816|R02762|R03966|R02602|R02604|R02601|R00750|R00228|R05295|R05353|R05389|R05374|R05865|R05864|R05298|R09097	rn00362|rn00622|rn01220|rn01120|Aromatics degradation
M00570	Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine		R00996|R08648|R05069|R05068|R05070|R02199	rn00290|rn01230|Branched-chain amino acid metabolism
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP		R09543|R10115|R10116|R10117|R10118|R10119|R10120|R10121|R10122|R09725	rn00780|rn01240|Cofactor and vitamin metabolism
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin		R10123|R10124|R10699|R03182|R01078	rn00780|rn01240|Cofactor and vitamin metabolism
M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin		R03209|R03210|R03231|R10699|R03182|R01078	rn00780|rn01240|Cofactor and vitamin metabolism
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate		R00230|R00315	rn00430|rn00620|rn00720|rn01200|rn01120|Carbon fixation
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P		R09780|R05338|R01056	rn00030|rn01200|rn01230|rn01120|Central carbohydrate metabolism
M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate		R10151	rn00920|rn01120|Sulfur metabolism
M00596	Dissimilatory sulfate reduction, sulfate => H2S		R00529|R08553|R00861	rn00920|rn01120|Sulfur metabolism
M00597	Anoxygenic photosystem II			
M00598	Anoxygenic photosystem I			
M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate		R00271|R03444|R04371|R09720|R01934||R08331|R10392|R10393|R10391|R08214||R08332|R10395|R10396|R10394|R08215	rn00300|rn00680|rn01210|rn01230|rn01240|rn01120|Methane metabolism
M00609	Cysteine biosynthesis, methionine => cysteine		R00177|R10404|R00194|R01291|R10305|R01001	rn00270|rn01230|Cysteine and methionine metabolism
M00611	Oxygenic photosynthesis in plants and cyanobacteria			
M00612	Anoxygenic photosynthesis in purple bacteria			
M00613	Anoxygenic photosynthesis in green nonsulfur bacteria			
M00614	Anoxygenic photosynthesis in green sulfur bacteria			
M00615	Nitrate assimilation			
M00616	Sulfate-sulfur assimilation			
M00617	Methanogen			
M00618	Acetogen			
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate		R01196|R00344|R00342|R01082|R10660|R00405|R01197	rn00720|rn01200|rn01120|Carbon fixation
M00621	Glycine cleavage system		R03425|R04125|R03815||R01221	rn00260|rn00630|rn00785|rn01200|Serine and threonine metabolism
M00622	Nicotinate degradation, nicotinate => fumarate		R09473|R08764|R09125|R09126|R03540|R01087	rn00760|rn01120|Cofactor and vitamin metabolism
M00623	Phthalate degradation, phthalate => protocatechuate		R03630|R05275|R01635	rn00624|rn01220|rn01120|Aromatics degradation
M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate		R05148|R01633	rn00624|rn01220|rn01120|Aromatics degradation
M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol		R07676|R10565|R10532|R10550|R10563	rn00040|Other carbohydrate metabolism
M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P		R01983|R02555|R01540|R01541|R05605	rn00040|rn00030|Other carbohydrate metabolism
M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P		R10619|R01092|R00955|R00291	rn00052|Other carbohydrate metabolism
M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P		R01538|R01541|R05605|R03033|R03387|R01064|R01058|R10860	rn00030|rn00052|rn01200|Central carbohydrate metabolism
M00636	Phthalate degradation, phthalate => protocatechuate		R09227|R09228|R01634	rn00624|rn01220|rn01120|Aromatics degradation
M00637	Anthranilate degradation, anthranilate => catechol		R00823|R00825	rn00627|rn01120|Aromatics degradation
M00638	Salicylate degradation, salicylate => gentisate		R07709|R07710	rn00626|rn01120|Aromatics degradation
M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline		R10349|R10350|R10352|R10351|R10353	rn00403|rn01110|Biosynthesis of other fungal compounds
M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin		R04870|R04872|R06361	rn00311|rn01110|Biosynthesis of beta-lactams
M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C		R04870|R04872|R04147|R05301|R05229|R05230|R05302|R05303	rn00311|rn01110|Biosynthesis of beta-lactams
M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate		R05465|R05467|R05466|R05357|R05468|R05469	rn00331|rn01110|Biosynthesis of beta-lactams
M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate		R10485|R10556|R10415	rn00332|rn01110|Biosynthesis of beta-lactams
M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A		R10880|R10881|R10883|R10882|R10903|R03072|R03073	rn00261|rn01110|Biosynthesis of beta-lactams
M00740	Methylaspartate cycle		R00351|R01325|R01900|R01899|R00268|R00248|R00262|R03696|R10904|R05076|R00934|R00473|R10612|R00342	rn00020|rn00250|rn00630|rn01200|rn01120|Other carbohydrate metabolism
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA		R01859|R02765|R00833	rn00280|rn00630|rn00640|rn01200|Other carbohydrate metabolism
M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N		R07658|R07659|R07660|R07661|R07662	rn00520|Other carbohydrate metabolism
M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine		R10929|R10930|R10931|R10932|R10933	rn00220|rn01210|rn01230|Arginine and proline metabolism
M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin		R06448|R06450|R06449|R10656|R06451|R06452|R02859|R02858	rn00522|rn01110|Macrolide biosynthesis
M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B		R00918|R05270|R05530|R05531|R05522|R05520|R05532	rn00522|rn01110|Macrolide biosynthesis
M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin		R06453|R06454|R06455|R06456|R06457	rn00522|rn01110|Macrolide biosynthesis
M00776	Pikromycin/methymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin		R06459|R06461|R06464|R06458|R06460|R06463	rn00522|rn01110|Macrolide biosynthesis
M00777	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b		R06481|R06467|R06473|R06477|R06490|R06491|R06488|R06489|R06483|R06470|R06475|R06479|R06498|R06499|R06496|R06497	rn00522|rn01110|Macrolide biosynthesis
M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide		R09258|R09259|R09262|R09265|R09305|R11516|R06642|R09187|R09188|R06643|R09260|R09263|R09266|R09325|R09268|R09350|R09269	rn01056|rn00253|rn01110|Type II polyketide biosynthesis
M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin		R09306|R09307|R09308|R06695|R09314+R05705+R06696	rn01057|rn01110|Type II polyketide biosynthesis
M00780	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline		R09189|R05463|R05462|R09190|R09197|R09191|R04060|R05459|R09198|R09192	rn00253|rn01057|rn01110|Type II polyketide biosynthesis
M00781	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone		R09327|R06675|R09328|R09329|R06679|R06680|R06681|R06682	rn01057|rn01110|Type II polyketide biosynthesis
M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin		R06715|R06716|R06717|R06718|R06719|R09351|R09352|R09353|R09354	rn01057|rn01110|Type II polyketide biosynthesis
M00783	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C		R06699|R06700|R06701|R06702|R06703|R06704|R06713|R10954	rn01057|rn01110|Type II polyketide biosynthesis
M00784	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A		R10955|R10956|R10957|R10958|R10959	rn01057|rn01110|Type II polyketide biosynthesis
M00785	Cycloserine biosynthesis, arginine/serine => cycloserine		R11033|R10466|R00586|R10461|R10488|R10470	rn00998|rn01110|Biosynthesis of other antibiotics
M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A		R10661|R10340|R10321|R10588|R10416|R10414|R10457|R10445|R10341	rn00404|rn01110|Biosynthesis of other fungal compounds
M00787	Bacilysin biosynthesis, prephenate => bacilysin		R10934|R11065|R11066|R11067|R11068|R10917|R11064	rn00998|rn01110|Biosynthesis of other antibiotics
M00788	Terpentecin biosynthesis, GGAP => terpentecin		R09714|R09684|R11069	rn00998|rn01110|Biosynthesis of other antibiotics
M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin		R09570|R09560|R09566|R09567|R09568|R09569	rn00404|rn01110|Biosynthesis of other bacterial compounds
M00790	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin		R09570|R11105|R11106|R11107	rn00404|rn01110|Biosynthesis of other bacterial compounds
M00793	dTDP-L-rhamnose biosynthesis		R02328|R06513|R06514|R02777	rn00521|rn00523|rn00541|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00794	dTDP-6-deoxy-D-allose biosynthesis		R06437|R06438|R10573	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00795	dTDP-beta-L-noviose biosynthesis		R06437|R11020|R10459	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00796	dTDP-D-mycaminose biosynthesis		R06424|R06423|R06439	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00797	dTDP-D-desosamine biosynthesis		R02773|R08583|R06426|R06427	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00798	dTDP-L-mycarose biosynthesis		R05518|R11051|R08933|R08934|R06436	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00799	dTDP-L-oleandrose biosynthesis		R05518|R11051|R06433|R11041|R11042	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00800	dTDP-L-megosamine biosynthesis		R05518|R06631|R11045|R11046|R11047	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00801	dTDP-L-olivose biosynthesis		R05518|R05526|R08597|R06434	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00802	dTDP-D-forosamine biosynthesis		R05518|R05526|R08930|R08931|R08932	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00803	dTDP-D-angolosamine biosynthesis		R05518|R08927|R08928|R08929	rn00523|rn01250|rn01110|Polyketide sugar unit biosynthesis
M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate		R00148|R10164|R00798	rn00910|rn01120|Nitrogen metabolism
M00805	Staurosporine biosynthesis, tryptophan => staurosporine		R11119|R11120|R11121|R11122|R11123|R11129|R05757	rn00404|rn01110|Biosynthesis of other bacterial compounds
M00808	Violacein biosynthesis, tryptophan => violacein		R11119|R11131|R11134|R11135|R11136	rn00404|rn01110|Biosynthesis of other bacterial compounds
M00810	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde		R02860|R11048|R07946|R11050|R11049|R07514|R07515|R10101	rn00760|rn01120|Cofactor and vitamin metabolism
M00811	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde		R11175|R11176|R11178|R10103|R10105|R11179|R09472	rn00760|rn01120|Cofactor and vitamin metabolism
M00814	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose		R10937|R11185|R11081|R11243|R11244|R11245|R11246|R11247|R11248|R11305	rn00525|rn01110|Biosynthesis of other bacterial compounds
