ID	NAMES	KEGG	EQUATION	ECs
R00200	ATP:pyruvate 2-O-phosphotransferase	R00200	C00002[0] + C00022[0] <=> C00008[0] + C00074[0]	2.7.1.40
R00203	pyruvaldehyde:NAD+ oxidoreductase|2-oxopropanal:NAD+ oxidoreductase	R00203	C00546[0] + C00003[0] + C00001[0] <=> C00022[0] + C00004[0] + C00080[0]	1.2.1.22|1.2.1.23
R00205	2-Oxopropanal:NADP+ oxidoreductase	R00205	C00546[0] + C00006[0] + C00001[0] <=> C00022[0] + C00005[0] + C00080[0]	1.2.1.49
R00206	ATP:pyruvate,phosphate phosphotransferase	R00206	C00002[0] + C00022[0] + C00009[0] <=> C00020[0] + C00074[0] + C00013[0]	2.7.9.1
R00207	Pyruvate:oxygen 2-oxidoreductase (phosphorylating)	R00207	C00022[0] + C00009[0] + C00007[0] <=> C00227[0] + C00027[0] + C00011[0]	1.2.3.3
R00208	Phosphoenolpyruvate phosphohydrolase	R00208	C00074[0] + C00001[0] <=> C00022[0] + C00009[0]	3.1.3.60
R00209	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)|pyruvate dehydrogenase complex	R00209	C00022[0] + C00010[0] + C00003[0] <=> C00024[0] + C00011[0] + C00004[0] + C00080[0]	1.2.4.1|1.8.1.4|2.3.1.12
R00210	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)	R00210	C00022[0] + C00010[0] + C00006[0] <=> C00024[0] + C00011[0] + C00005[0] + C00080[0]	1.2.1.51
R00211	pyruvate:oxygen 2-oxidoreductase (CoA-acetylating)	R00211	C00022[0] + C00010[0] + C00007[0] <=> C00027[0] + C00024[0] + C00011[0]	1.2.3.6
R00212	Acetyl-CoA:formate C-acetyltransferase	R00212	C00024[0] + C00058[0] <=> C00010[0] + C00022[0]	2.3.1.54
R00213	O-carbamoyl-L-serine ammonia-lyase (decarboxylating; pyruvate-forming)	R00213	C03015[0] + C00001[0] <=> C00022[0] + (2) C00014[0] + C00011[0]	4.3.1.13
R00214	(S)-malate:NAD+ oxidoreductase (decarboxylating)	R00214	C00149[0] + C00003[0] <=> C00022[0] + C00011[0] + C00004[0] + C00080[0]	1.1.1.38|1.1.1.39
R00215	(R)-Malate:NAD+ oxidoreductase (decarboxylating)	R00215	C00497[0] + C00003[0] <=> C00022[0] + C00011[0] + C00004[0] + C00080[0]	1.1.1.83
R00216	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	R00216	C00149[0] + C00006[0] <=> C00022[0] + C00011[0] + C00005[0] + C00080[0]	1.1.1.40
R00217	oxaloacetate carboxy-lyase (pyruvate-forming)	R00217	C00036[0] <=> C00022[0] + C00011[0]	1.1.1.38|1.1.1.40|4.1.1.3
R00218	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)	R00218	C03248[0] + C00001[0] <=> C00022[0] + C00011[0]	4.1.1.78
R00219	2-Hydroxyethylenedicarboxylate carboxy-lyase (pyruvate-forming)	R00219	C00022[0] + C00011[0] <=> C03981[0]	4.1.1.-
R00220	L-serine ammonia-lyase	R00220	C00065[0] <=> C00022[0] + C00014[0]	4.3.1.17|4.3.1.19
R00221	D-serine ammonia-lyase	R00221	C00740[0] <=> C00022[0] + C00014[0]	4.3.1.18
R00223	serine ammonia-lyase (pyruvate-forming)	R00223	C00716[0] <=> C00022[0] + C00014[0]	4.3.1.15
R00224	pyruvate carboxy-lyase (acetaldehyde-forming)	R00224	C00022[0] <=> C00084[0] + C00011[0]	4.1.1.1
R00226	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)|(S)-2-acetolactate pyruvate-lyase (carboxylating)	R00226	C06010[0] + C00011[0] <=> (2) C00022[0]	2.2.1.6
R00227	Acetyl-CoA hydrolase	R00227	C00024[0] + C00001[0] <=> C00010[0] + C00033[0]	3.1.2.1
R00228	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)	R00228	C00084[0] + C00010[0] + C00003[0] <=> C00024[0] + C00004[0] + C00080[0]	1.2.1.10
R00229	Acetate:CoA ligase (ADP-forming)	R00229	C00002[0] + C00033[0] + C00010[0] <=> C00008[0] + C00024[0] + C00009[0]	6.2.1.13
R00230	acetyl-CoA:phosphate acetyltransferase	R00230	C00024[0] + C00009[0] <=> C00010[0] + C00227[0]	2.3.1.8
R00233	malonyl-CoA carboxy-lyase (acetyl-CoA-forming)	R00233	C00083[0] <=> C00024[0] + C00011[0]	4.1.1.9
R00234	Acetyl-CoA:peptide Nalpha-acetyltransferase	R00234	C00024[0] + C00012[0] <=> C00010[0] + C03011[0]	2.3.1.88
R00235	Acetate:CoA ligase (AMP-forming)	R00235	C00002[0] + C00033[0] + C00010[0] <=> C00020[0] + C00013[0] + C00024[0]	6.2.1.1
R00236	acetyl adenylate:CoA acetyltransferase	R00236	C05993[0] + C00010[0] <=> C00020[0] + C00024[0]	6.2.1.1
R00237	(3S)-citramalyl-CoA pyruvate-lyase (acetyl-CoA-forming)	R00237	C01011[0] <=> C00024[0] + C00022[0]	4.1.3.24|4.1.3.25
R00238	Acetyl-CoA:acetyl-CoA C-acetyltransferase	R00238	(2) C00024[0] <=> C00010[0] + C00332[0]	2.3.1.9
R00239	ATP:L-glutamate 5-phosphotransferase	R00239	C00002[0] + C00025[0] <=> C00008[0] + C03287[0]	2.7.2.11
R00241	ATP:L-glutamate 1-phosphotransferase	R00241	C00002[0] + C00025[0] <=> C00008[0] + C05765[0]	2.7.2.13
R00243	L-glutamate:NAD+ oxidoreductase (deaminating)	R00243	C00025[0] + C00003[0] + C00001[0] <=> C00026[0] + C00014[0] + C00004[0] + C00080[0]	1.4.1.2|1.4.1.3
R00245	L-glutamate gamma-semialdehyde:NAD+ oxidoreductase	R00245	C01165[0] + C00003[0] + C00001[0] <=> C00025[0] + C00004[0] + C00080[0]	1.2.1.88
R00248	L-Glutamate:NADP+ oxidoreductase (deaminating)	R00248	C00025[0] + C00006[0] + C00001[0] <=> C00026[0] + C00014[0] + C00005[0] + C00080[0]	1.4.1.3|1.4.1.4|1.4.1.13
R00250	L-Glutamate:oxygen oxidoreductase (deaminating)	R00250	C00025[0] + C00007[0] + C00001[0] <=> C00026[0] + C00014[0] + C00027[0]	1.4.3.11
R00251	5-oxo-L-proline amidohydrolase (ATP-hydrolysing)	R00251	C00002[0] + C01879[0] + (2) C00001[0] <=> C00008[0] + C00009[0] + C00025[0]	3.5.2.9
R00253	L-Glutamate:ammonia ligase (ADP-forming)	R00253	C00002[0] + C00025[0] + C00014[0] <=> C00008[0] + C00009[0] + C00064[0]	6.3.1.2
R00254	N-carbamyl-L-glutamate amidohydrolase	R00254	C00025[0] + C00014[0] + C00011[0] <=> C05829[0] + C00001[0]	3.5.1.87
R00256	L-glutamine amidohydrolase	R00256	C00064[0] + C00001[0] <=> C00025[0] + C00014[0]	1.4.1.13|1.4.7.1|3.5.1.2|3.5.1.38|4.3.3.6|6.3.4.2|6.3.5.2|6.3.5.4|6.3.5.5
R00257	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	R00257	C00002[0] + C00857[0] + C00064[0] + C00001[0] <=> C00020[0] + C00013[0] + C00003[0] + C00025[0]	6.3.5.1
R00258	L-Alanine:2-oxoglutarate aminotransferase	R00258	C00041[0] + C00026[0] <=> C00022[0] + C00025[0]	2.6.1.2
R00259	acetyl-CoA:L-glutamate N-acetyltransferase	R00259	C00024[0] + C00025[0] <=> C00010[0] + C00624[0]	2.3.1.1
R00260	glutamate racemase	R00260	C00025[0] <=> C00217[0]	5.1.1.3
R00261	L-glutamate 1-carboxy-lyase (4-aminobutanoate-forming)	R00261	C00025[0] <=> C00334[0] + C00011[0]	4.1.1.15
R00262	L-threo-3-Methylaspartate carboxy-aminomethylmutase	R00262	C03618[0] <=> C00025[0]	5.4.99.1
R00263		R00263	C00025[0] <=> C05723[0]	null
R00264	2,5-dioxopentanoate:NADP+ 5-oxidoreductase	R00264	C00433[0] + C00006[0] + C00001[0] <=> C00026[0] + C00005[0] + C00080[0]	1.2.1.3|1.2.1.26
R00265	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)	R00265	C00026[0] + C00010[0] + C00006[0] <=> C00091[0] + C00011[0] + C00005[0] + C00080[0]	1.2.1.52
R00267	Isocitrate:NADP+ oxidoreductase (decarboxylating)	R00267	C00311[0] + C00006[0] <=> C00026[0] + C00011[0] + C00005[0] + C00080[0]	1.1.1.42
R00268	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)	R00268	C05379[0] <=> C00026[0] + C00011[0]	1.1.1.42
R00269	2-oxoglutaramate amidohydrolase	R00269	C00940[0] + C00001[0] <=> C00026[0] + C00014[0]	3.5.1.3|3.5.1.111
R00270		R00270	C00026[0] + C00014[0] <=> C05572[0] + C00001[0]	null
R00271	acetyl-CoA:2-oxoglutarate C-acetyltransferase (thioester-hydrolysing, carboxymethyl forming)	R00271	C00024[0] + C00001[0] + C00026[0] <=> C01251[0] + C00010[0]	2.3.3.14
R00272	2-Oxoglutarate carboxy-lyase	R00272	C00026[0] <=> C00232[0] + C00011[0]	4.1.1.71
R00273	oxalate:oxygen oxidoreductase	R00273	C00209[0] + C00007[0] <=> C00027[0] + (2) C00011[0]	1.2.3.4
R00274	glutathione:hydrogen-peroxide oxidoreductase	R00274	C00027[0] + (2) C00051[0] <=> C00127[0] + (2) C00001[0]	1.11.1.9
R00275	superoxide:superoxide oxidoreductase	R00275	(2) C00704[0] + (2) C00080[0] <=> C00027[0] + C00007[0]	1.15.1.1
R00276	Carbon-monoxide:oxygen oxidoreductase	R00276	C00011[0] + C00027[0] <=> C00237[0] + C00001[0] + C00007[0]	1.2.2.4
R00277	Pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)	R00277	C00647[0] + C00001[0] + C00007[0] <=> C00018[0] + C00014[0] + C00027[0]	1.4.3.5
R00278	Pyridoxine 5-phosphate:oxygen oxidoreductase	R00278	C00627[0] + C00007[0] <=> C00027[0] + C00018[0]	1.4.3.5
R00279	D-Glutamate:oxygen oxidoreductase (deaminating)	R00279	C00217[0] + C00001[0] + C00007[0] <=> C00026[0] + C00014[0] + C00027[0]	1.4.3.7|1.4.3.15
R00280	Nitric-oxide:acceptor oxidoreductase	R00280	C00028[0] + (2) C00533[0] + (2) C00001[0] <=> C00030[0] + (2) C00088[0]	1.7.2.1
R00281	NADH:acceptor oxidoreductase	R00281	C00028[0] + C00004[0] + C00080[0] <=> C00030[0] + C00003[0]	1.6.99.3|1.6.99.5
R00282	NADPH:acceptor oxidoreductase	R00282	C00028[0] + C00005[0] + C00080[0] <=> C00030[0] + C00006[0]	1.6.99.1
R00283	ammonium:acceptor oxidoreductase (ATP-forming)	R00283	C00028[0] + C00014[0] + C00001[0] + (2) C00009[0] + (2) C00008[0] <=> C00192[0] + C00030[0] + (2) C00002[0] + (2) C00001[0]	1.3.7.8
R00284	ammonia:acceptor oxidoreductase	R00284	C00028[0] + C00014[0] + C00001[0] <=> C00192[0] + C00030[0]	1.7.99.1
R00286	UDP-glucose:NAD+ 6-oxidoreductase	R00286	C00029[0] + C00001[0] + (2) C00003[0] <=> C00167[0] + (2) C00004[0] + (2) C00080[0]	1.1.1.22
R00287	UDP-glucose glucophosphohydrolase	R00287	C00029[0] + C00001[0] <=> C00105[0] + C00103[0]	3.6.1.8|3.6.1.9|3.6.1.45
R00289	UTP:alpha-D-glucose-1-phosphate uridylyltransferase	R00289	C00075[0] + C00103[0] <=> C00013[0] + C00029[0]	2.7.7.9|2.7.7.64
R00291	UDP-glucose 4-epimerase|UDP-alpha-D-glucose 4-epimerase	R00291	C00029[0] <=> C00052[0]	5.1.3.2
R00292	UDP-glucose:glycogen 4-alpha-D-glucosyltransferase	R00292	C00029[0] + C00718[0] <=> C00015[0] + C00718[0]	2.4.1.11
R00293	UDP-glucose 4,6-hydro-lyase (UDP-4-dehydro-6-deoxy-D-glucose-forming)	R00293	C00029[0] <=> C04089[0] + C00001[0]	4.2.1.76
R00294	nitrous-oxide:ferricytochrome-c oxidoreductase	R00294	(2) C00533[0] + (2) C00126[0] + (2) C00080[0] <=> C00887[0] + (2) C00125[0] + C00001[0]	1.7.2.5
R00295	trithionate: (acceptor) oxidoreductase	R00295	C01861[0] + C01328[0] + C00028[0] + (2) C00001[0] <=> C00030[0] + (3) C11481[0]	1.8.99.3
R00296	carbon-monoxide:acceptor oxidoreductase	R00296	C00237[0] + C00001[0] + C00028[0] <=> C00011[0] + C00030[0]	1.2.99.2
R00297	(R)-2-hydroxy-acid:acceptor 2-oxidoreductase	R00297	C00256[0] + C00028[0] <=> C00022[0] + C00030[0]	1.1.99.6
R00298	(S)-2-hydroxyglutarate:acceptor 2-oxidoreductase	R00298	C03196[0] + C00028[0] <=> C00026[0] + C00030[0]	1.1.99.2
R00299	ATP:D-glucose 6-phosphotransferase	R00299	C00002[0] + C00031[0] <=> C00008[0] + C00092[0]	2.7.1.1|2.7.1.2
R00300	D-Glucose:NAD+ 1-oxidoreductase	R00300	C00031[0] + C00003[0] <=> C00198[0] + C00004[0] + C00080[0]	1.1.1.118|1.1.1.121
R00301	D-Glucose:NADP+ 1-oxidoreductase	R00301	C00031[0] + C00006[0] <=> C03107[0] + C00005[0] + C00080[0]	1.1.1.119
R00302	D-glucose:oxygen 2-oxidoreductase	R00302	C00031[0] + C00007[0] <=> C02779[0] + C00027[0]	1.1.3.10
R00303	D-Glucose-6-phosphate phosphohydrolase	R00303	C00092[0] + C00001[0] <=> C00031[0] + C00009[0]	3.1.3.9|3.1.3.58
R00304	D-Glucose-1-phosphate phosphohydrolase	R00304	C00103[0] + C00001[0] <=> C00031[0] + C00009[0]	3.1.3.10
R00305	D-glucose:quinone 1-oxidoreductase	R00305	C00031[0] + C15602[0] <=> C00198[0] + C15603[0]	1.1.5.9
R00306	cellobiose glucohydrolase	R00306	C00185[0] + C00001[0] <=> (2) C00031[0]	3.2.1.21|3.2.1.74
R00307	D-glucose aldose-ketose-isomerase	R00307	C00031[0] <=> C00095[0]	5.3.1.5
R00308	1,3-beta-D-Glucan glucanohydrolase	R00308	C00965[0] + C00001[0] <=> C00031[0] + C00965[0]	3.2.1.39
R00310	protoheme ferro-lyase (protoporphyrin-forming)	R00310	C02191[0] + C14818[0] <=> C00032[0] + (2) C00080[0]	4.99.1.1
R00311	Heme, hydrogen-donor:oxygen oxidoreductase (alpha-methylene-oxydizing, hydroxylating)	R00311	C00032[0] + (3) C00030[0] + (3) C00007[0] <=> C00500[0] + C00237[0] + C14818[0] + (3) C00028[0] + (3) C00001[0]	1.14.99.3
R00312		R00312	C00032[0] <=> C05783[0]	null
R00313		R00313	C00032[0] <=> C05784[0]	null
R00314		R00314	C00032[0] <=> C05785[0]	null
R00315	ATP:acetate phosphotransferase	R00315	C00002[0] + C00033[0] <=> C00008[0] + C00227[0]	2.7.2.1|2.7.2.15
R00316	ATP:acetate adenylyltransferase	R00316	C00002[0] + C00033[0] <=> C00013[0] + C05993[0]	6.2.1.1
R00317	Acetyl phosphate phosphohydrolase	R00317	C00227[0] + C00001[0] <=> C00033[0] + C00009[0]	3.6.1.7
R00318	Phosphonoacetate phosphonohydrolase	R00318	C05682[0] + C00001[0] <=> C00033[0] + C00009[0]	3.11.1.2
R00319	(S)-lactate:oxygen 2-oxidoreductase (decarboxylating)	R00319	C00186[0] + C00007[0] <=> C00033[0] + C00011[0] + C00001[0]	1.13.12.4
R00320	diphosphate:acetate phosphotransferase	R00320	C00013[0] + C00033[0] <=> C00009[0] + C00227[0]	2.7.2.12
R00321	Acetamide amidohydrolase	R00321	C06244[0] + C00001[0] <=> C00033[0] + C00014[0]	3.5.1.4
R00322	5'-acetylphosphoadenosine acetylhydrolase	R00322	C05993[0] + C00001[0] <=> C00020[0] + C00033[0]	3.6.1.20
R00324	2,4-dioxopentanoate acetylhydrolase|Acetylpyruvate acetylhydrolase	R00324	C02132[0] + C00001[0] <=> C00033[0] + C00022[0]	3.7.1.6
R00325	(2S)-2-hydroxy-2-methylbutanedioate pyruvate-lyase (acetate-forming)|(3S)-citramalate pyruvate-lyase	R00325	C02614[0] <=> C00033[0] + C00022[0]	4.1.3.22
R00326	acetaldehyde:acceptor oxidoreductase	R00326	C00084[0] + C00028[0] + C00001[0] <=> C00033[0] + C00030[0]	1.2.99.6
R00327	6-Acetyl-D-glucose acetylhydrolase	R00327	C02655[0] + C00001[0] <=> C00031[0] + C00033[0]	3.1.1.33
R00328	GDP phosphohydrolase	R00328	C00035[0] + C00001[0] <=> C00144[0] + C00009[0]	3.6.1.5|3.6.1.6|3.6.1.42
R00329	Nucleoside-diphosphate phosphohydrolase	R00329	C00454[0] + C00001[0] <=> C00215[0] + C00009[0]	3.6.1.6
R00330	ATP:GDP phosphotransferase	R00330	C00002[0] + C00035[0] <=> C00008[0] + C00044[0]	2.7.4.6
R00331	ATP:nucleoside-diphosphate phosphotransferase	R00331	C00002[0] + C00454[0] <=> C00008[0] + C00201[0]	2.7.4.6
R00332	ATP:GMP phosphotransferase	R00332	C00002[0] + C00144[0] <=> C00008[0] + C00035[0]	2.7.4.8
R00333	nucleoside-triphosphate:AMP phosphotransferase	R00333	C00201[0] + C00020[0] <=> C00454[0] + C00008[0]	2.7.4.10
R00334	ATP:nucleoside-phosphate phosphotransferase	R00334	C00002[0] + C01329[0] <=> C00008[0] + C00454[0]	2.7.4.4
R00335	GTP phosphohydrolase	R00335	C00044[0] + C00001[0] <=> C00035[0] + C00009[0]	3.6.1.5|3.6.5.1|3.6.5.2|3.6.5.3|3.6.5.4|3.6.5.5|3.6.5.6
R00336	guanosine-3',5'-bis(diphosphate) 3'-diphosphohydrolase	R00336	C01228[0] + C00001[0] <=> C00035[0] + C00013[0]	3.1.7.2
R00337	GDP-glucose glucohydrolase	R00337	C00394[0] + C00001[0] <=> C00035[0] + C00031[0]	3.2.1.42
R00338	Oxaloacetate acetylhydrolase	R00338	C00036[0] + C00001[0] <=> C00209[0] + C00033[0]	3.7.1.1
R00339	(R,R)-tartrate hydro-lyase (oxaloacetate-forming)	R00339	C00898[0] <=> C00036[0] + C00001[0]	4.2.1.32
R00340	(S,S)-tartrate hydro-lyase (oxaloacetate-forming)	R00340	C02107[0] <=> C00036[0] + C00001[0]	4.2.1.81
R00341	ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)	R00341	C00002[0] + C00036[0] <=> C00008[0] + C00074[0] + C00011[0]	4.1.1.49
R00342	(S)-malate:NAD+ oxidoreductase	R00342	C00149[0] + C00003[0] <=> C00036[0] + C00004[0] + C00080[0]	1.1.1.37|1.1.1.299
R00343	(S)-malate:NADP+ oxidoreductase	R00343	C00149[0] + C00006[0] <=> C00036[0] + C00005[0] + C00080[0]	1.1.1.82|1.1.1.299
R00344	Pyruvate:carbon-dioxide ligase (ADP-forming)	R00344	C00002[0] + C00022[0] + C00288[0] <=> C00008[0] + C00009[0] + C00036[0]	6.4.1.1
R00345	phosphate:oxaloacetate carboxy-lyase (adding phosphate;phosphoenolpyruvate-forming)|Orthophosphate:oxaloacetate carboxyl-lyase (phosphorylating)	R00345	C00009[0] + C00036[0] <=> C00001[0] + C00074[0] + C00011[0]	4.1.1.31
R00346	diphosphate:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruvate-forming)|Pyrophosphate:oxaloacetate carboxy-lyase (transphosphorylating)	R00346	C00013[0] + C00036[0] <=> C00009[0] + C00074[0] + C00011[0]	4.1.1.38
R00347	erythro-3-hydroxy-Ls-aspartate ammonia-lyase (oxaloacetate-forming)	R00347	C03961[0] <=> C00036[0] + C00014[0]	4.3.1.20
R00348	2-oxosuccinamate amidohydrolase	R00348	C02362[0] + C00001[0] <=> C00036[0] + C00014[0]	3.5.1.3
R00350	4-carboxy-4-hydroxy-2-oxoadipate oxaloacetate-lyase (pyruvate-forming)	R00350	C04115[0] <=> C00036[0] + C00022[0]	4.1.3.17
R00351	acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)	R00351	C00158[0] + C00010[0] <=> C00024[0] + C00001[0] + C00036[0]	2.3.3.1|2.3.3.3
R00352	acetyl-CoA:oxaloacetate C-acetyltransferase [(pro-S)-carboxymethyl-forming, ADP-phosphorylating]	R00352	C00002[0] + C00158[0] + C00010[0] <=> C00008[0] + C00009[0] + C00024[0] + C00036[0]	2.3.3.8
R00353	malonyl-CoA:pyruvate carboxytransferase	R00353	C00083[0] + C00022[0] <=> C00024[0] + C00036[0]	2.1.3.1
R00354	(3S)-citryl-CoA oxaloacetate-lyase (acetyl-CoA-forming)	R00354	C00566[0] <=> C00024[0] + C00036[0]	4.1.3.34
R00355	L-Aspartate:2-oxoglutarate aminotransferase	R00355	C00049[0] + C00026[0] <=> C00036[0] + C00025[0]	2.6.1.1
R00357	L-Aspartic acid:oxygen oxidoreductase (deaminating)	R00357	C00049[0] + C00001[0] + C00007[0] <=> C00036[0] + C00014[0] + C00027[0]	1.4.3.2|1.4.3.16
R00359	D-Aspartate:oxygen oxidoreductase (deaminating)	R00359	C00402[0] + C00001[0] + C00007[0] <=> C00036[0] + C00014[0] + C00027[0]	1.4.3.1|1.4.3.15
R00360	(S)-Malate:oxygen oxidoreductase	R00360	C00149[0] + C00007[0] <=> C00036[0] + C00027[0]	1.1.5.4
R00361	(S)-malate:quinone oxidoreductase	R00361	C00149[0] + C15602[0] <=> C00036[0] + C15603[0]	1.1.5.4
R00362	citrate oxaloacetate-lyase (forming acetate from the pro-S carboxymethyl group of citrate)|Citrate oxaloacetate-lyase ((pro-3S)-CH2COO- -->acetate)	R00362	C00158[0] <=> C00033[0] + C00036[0]	4.1.3.6
R00363	Oxaloacetate keto-enol-isomerase	R00363	C00036[0] <=> C03981[0]	5.3.2.2
R00364	Glycine:ferricytochrome-c oxidoreductase (deaminating)	R00364	C00037[0] + C00001[0] + (2) C00125[0] <=> C00048[0] + C00014[0] + (2) C00126[0] + (2) C00080[0]	1.4.2.1
R00365	glycine:NAD+ oxidoreductase (deaminating)	R00365	C00037[0] + C00001[0] + C00003[0] <=> C00048[0] + C00014[0] + C00004[0] + C00080[0]	1.4.1.1|1.4.1.10
R00366	glycine:oxygen oxidoreductase (deaminating)|Aminoacetic acid:oxygen oxidoreductase (deaminating)	R00366	C00037[0] + C00001[0] + C00007[0] <=> C00048[0] + C00014[0] + C00027[0]	1.4.3.3|1.4.3.19
R00367	S-Adenosyl-L-methionine:glycine N-methyltransferase	R00367	C00019[0] + C00037[0] <=> C00021[0] + C00213[0]	2.1.1.20|2.1.1.156|2.1.1.162
R00368	N-(carboxymethyl)-D-alanine:NAD+ oxidoreductase (glycine-forming)	R00368	C03790[0] + C00003[0] + C00001[0] <=> C00037[0] + C00022[0] + C00004[0] + C00080[0]	1.5.1.22
R00369	L-Alanine:glyoxylate aminotransferase	R00369	C00041[0] + C00048[0] <=> C00022[0] + C00037[0]	2.6.1.44
R00371	Acetyl-CoA:glycine C-acetyltransferase	R00371	C00024[0] + C00037[0] <=> C00010[0] + C03508[0]	2.3.1.29
R00372	Glycine:2-oxoglutarate aminotransferase	R00372	C00037[0] + C00026[0] <=> C00048[0] + C00025[0]	2.6.1.4|2.6.1.44
R00373	Glycine:oxaloacetate aminotransferase	R00373	C00037[0] + C00036[0] <=> C00048[0] + C00049[0]	2.6.1.35
R00374	glycine:acceptor oxidoreductase (cyanide-forming)	R00374	C00037[0] + (2) C00028[0] <=> C00177[0] + C00011[0] + (2) C00030[0] + C00080[0]	1.4.99.5
R00375	Deoxyadenosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)	R00375	C00131[0] + C00039[0] <=> C00013[0] + C00039[0]	2.7.7.7
R00376	Deoxyguanosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)	R00376	C00286[0] + C00039[0] <=> C00013[0] + C00039[0]	2.7.7.7
R00377	Deoxycytidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)	R00377	C00458[0] + C00039[0] <=> C00013[0] + C00039[0]	2.7.7.7
R00378	deoxythymidine triphosphate:DNA deoxynucleotidyltransferase (DNA-directed)	R00378	C00459[0] + C00039[0] <=> C00013[0] + C00039[0]	2.7.7.7
R00379	Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase	R00379	C00677[0] + C00039[0] <=> C00013[0] + (2) C00039[0]	2.7.7.7|2.7.7.31|2.7.7.49
R00380	S-Adenosyl-L-methionine:DNA (cytosine-5-)-methyltransferase	R00380	C00019[0] + C00039[0] <=> C00021[0] + C02967[0]	2.1.1.37
R00381	(Deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming)	R00381	C00002[0] + C00039[0] + C02128[0] <=> C00020[0] + C00013[0] + (2) C00039[0]	6.5.1.1
R00382	(Deoxyribonucleotide)n:5'-phospho-(deoxyribonucleotide)m ligase (AMP-forming, NMN-forming)	R00382	C00003[0] + C00039[0] + C02128[0] <=> C00020[0] + C00455[0] + (2) C00039[0]	6.5.1.2
R00383	Acyl-CoA hydrolase	R00383	C00040[0] + C00001[0] <=> C00010[0] + C00060[0]	3.1.2.18|3.1.2.19|3.1.2.20
R00384	acyl-CoA:NAD+ trans-2-oxidoreductase	R00384	C00040[0] + C00003[0] <=> C00658[0] + C00004[0] + C00080[0]	1.3.1.44
R00385	acyl-CoA:NADP+ 2-oxidoreductase	R00385	C00040[0] + C00006[0] <=> C00605[0] + C00005[0] + C00080[0]	1.3.1.8
R00387	acyl-CoA:NADP+ cis-2-oxidoreductase	R00387	C00040[0] + C00006[0] <=> C01122[0] + C00005[0] + C00080[0]	1.3.1.37
R00388	Acyl-CoA:oxygen 2-oxidoreductase	R00388	C00040[0] + C00007[0] <=> C00658[0] + C00027[0]	1.3.3.6
R00389	carboxylic acid:CoA ligase (AMP-forming)	R00389	C00002[0] + C00060[0] + C00010[0] <=> C00020[0] + C00013[0] + C00040[0]	6.2.1.2
R00390	Long-chain carboxylate:CoA ligase (AMP-forming)	R00390	C00002[0] + C00347[0] + C00010[0] <=> C00020[0] + C00013[0] + C00040[0]	6.2.1.3
R00391	Acyl-CoA:acetyl-CoA C-acyltransferase	R00391	C00040[0] + C00024[0] <=> C00010[0] + C00264[0]	2.3.1.16
R00392	acyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase	R00392	C00040[0] + C04253[0] <=> C00605[0] + C04570[0]	1.3.8.7|1.3.8.8
R00393	Acyl-CoA:acetate CoA-transferase	R00393	C00040[0] + C00033[0] <=> C02403[0] + C00024[0]	2.8.3.8
R00394	carboxylic acid:CoA ligase (GDP-forming)	R00394	C00044[0] + C00060[0] + C00010[0] <=> C00035[0] + C00009[0] + C00040[0]	6.2.1.10
R00395	Acyl-CoA:glycine N-acyltransferase	R00395	C00040[0] + C00037[0] <=> C00010[0] + C02055[0]	2.3.1.13
R00396	L-Alanine:NAD+ oxidoreductase (deaminating)	R00396	C00041[0] + C00003[0] + C00001[0] <=> C00022[0] + C00014[0] + C00004[0] + C00080[0]	1.4.1.1
R00397	L-aspartate 4-carboxy-lyase (L-alanine-forming)	R00397	C00049[0] <=> C00041[0] + C00011[0]	4.1.1.12
R00398	2,2'-iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)	R00398	C03210[0] + C00003[0] + C00001[0] <=> C00041[0] + C00022[0] + C00004[0] + C00080[0]	1.5.1.17
R00399	2-amino-4-ketopentanoate thiolase|acetyl-CoA:D-alanine C-acyltransferase	R00399	C00133[0] + C00024[0] <=> C03341[0] + C00010[0]	2.3.1.-
R00400	L-alanine:oxaloacetate aminotransferase	R00400	C00041[0] + C00036[0] <=> C00022[0] + C00049[0]	2.6.1.12
R00401	alanine racemase	R00401	C00041[0] <=> C00133[0]	5.1.1.1
