ID	NAMES	METACYC	EQUATION	ECs
RXN-13633	spinosyn 4'-O-methyltransferase	RXN-13633	S-ADENOSYLMETHIONINE[0] + CPD-14633[0] <=> CPD-14634[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	-
RXN-10837		RXN-10837	CPD-10011[0] + ACETYL-COA[0] <=> PROTON[0] + CPD-11746[0] + CO-A[0]	EC-2.3.1.183
RXN-12616	S-adenosyl-L-methionine:5,7,3',4'-tetrahydroxyflavone 3'-O-methyltransferase|luteolin O-methyltransferase	RXN-12616	S-ADENOSYLMETHIONINE[0] + 5734-TETRAHYDROXYFLAVONE[0] => ADENOSYL-HOMO-CYS[0] + 574-TRIHYDROXY-3-METHOXYFLAVONE[0] + PROTON[0]	EC-2.1.1.42
P-PANTOCYSDECARB-RXN		P-PANTOCYSDECARB-RXN	PROTON[0] + R-4-PHOSPHOPANTOTHENOYL-L-CYSTEINE[0] => PANTETHEINE-P[0] + CARBON-DIOXIDE[0]	EC-4.1.1.36
RXN0-7229		RXN0-7229	ETR-Quinones[0] + GLYCOLLATE[0] => ETR-Quinols[0] + GLYOX[0]	EC-1.1.99.14
RXN-13077		RXN-13077	CPD-14091[0] + WATER[0] <=> CPD-14092[0]	-
RXN-13605		RXN-13605	CPD-14602[0] + WATER[0] => CPD-14601[0] + D-Glucopyranuronate[0] + PROTON[0]	EC-3.1.1.93
2.1.1.16-RXN		2.1.1.16-RXN	S-ADENOSYLMETHIONINE[0] + Phospholipid-Olefinic-Fatty-Acids[0] => CPD-8190[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1.16
RXN-7677	71-hydroxychlorophyllide a monooxygenase|chlorophyll-b synthase|chlorophyllide a oxygenase|CAO|chlorophyllide-a:oxygen 71-oxidoreductase	RXN-7677	CPD-7015[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] => CPD-19759[0] + WATER[0] + NADP[0]	-
RXN-17034		RXN-17034	CPD-18385[0] <=> CPD-18408[0] + (2) WATER[0]	-
RXN-17178		RXN-17178	(4) CPD-18565[0] <=> CPD-18567[0] + (3) CPD-18702[0]	EC-2.3.1.M11
RXN-15948		RXN-15948	CPD-17183[0] <=> CPD-17184[0]	EC-5.1.1.22
RXN-7858		RXN-7858	PROTON[0] + CPD-7170[0] <=> CPD-7173[0] + CARBON-DIOXIDE[0]	-
RXN-13202		RXN-13202	(2) ATP[0] + HCO3[0] + AMMONIUM[0] => (2) ADP[0] + Pi[0] + CARBAMOYL-P[0] + (2) PROTON[0]	EC-6.3.4.16
3.4.22.36-RXN		3.4.22.36-RXN	pro-interleukin-1beta[0] + WATER[0] => Mature-1L-1beta[0]	EC-3.4.22.36
3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN		3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN	3-HYDROXY-PROPIONATE[0] + NAD[0] <=> MALONATE-S-ALD[0] + NADH[0] + PROTON[0]	EC-1.1.1.59
TRANS-RXN-291		TRANS-RXN-291	ATP[0] + MESO-DIAMINOPIMELATE[1] + WATER[0] => ADP[0] + MESO-DIAMINOPIMELATE[0] + Pi[0] + PROTON[0]	EC-7.4.2
RXN-12330		RXN-12330	EPOXYSQUALENE[0] <=> CPD-13285[0]	EC-5.4.99.38
4OH2OXOGLUTARALDOL-RXN		4OH2OXOGLUTARALDOL-RXN	CPD-15015[0] => GLYOX[0] + PYRUVATE[0]	EC-4.1.3.16
RXN-14984		RXN-14984	2-KETO-ISOVALERATE[0] <=> CPD-3618[0]	-
RXN-13255	oleate reductase/decarboxylase	RXN-13255	OLEATE-CPD[0] + HYDROGEN-PEROXIDE[0] + PROTON[0] => CPD-14249[0] + CARBON-DIOXIDE[0] + (2) WATER[0]	-
VITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN		VITEXIN-BETA-GLUCOSYLTRANSFERASE-RXN	CPD-12575[0] + VITEXIN[0] <=> PROTON[0] + VITEXIN-2-O-BETA-D-GLUCOSIDE[0] + UDP[0]	EC-2.4.1.105
RXN0-1281	dihydrouridine synthase	RXN0-1281	tRNA-Dihydrouridines[0] + NADP[0] <= tRNA-uridines[0] + NADPH[0] + PROTON[0]	EC-1.1.1
RXN-18999		RXN-18999	CPD-9190[0] + Pi[0] <=> GLC-1-P[0] + GLYCERATE[0]	EC-2.4.1.352
RXN-12923		RXN-12923	S-ADENOSYLMETHIONINE[0] + CPD-13951[0] <=> ADENOSYL-HOMO-CYS[0] + CPD-13804[0] + PROTON[0]	EC-2.1.1.254
RXN-13001		RXN-13001	CPD-14419[0] <=> CPD-14420[0] + WATER[0]	EC-4.2.1.134
RXN-15941		RXN-15941	CPD-821[0] <=> CPD-17175[0]	EC-5.1.1.22
RXN-13712		RXN-13712	44-DIMETHYL-824-CHOLESTADIENOL[0] + (3) OXYGEN-MOLECULE[0] + (6) FERROCYTOCHROME-B5[0] + (5) PROTON[0] => CPD-4577[0] + (6) FERRICYTOCHROME-B5[0] + (4) WATER[0]	EC-1.14.18.9
RXN-17846		RXN-17846	Charged-LEU-tRNAs[0] + Protein-N-terminal-L-Arginine[0] <=> L-leucyl-L-arginyl-Protein[0] + LEU-tRNAs[0] + PROTON[0]	EC-2.3.2.6
RXN-19077		RXN-19077	PltL-Pre-Pyoluteorin[0] => CPD-17024[0] + Holo-PltL[0] + WATER[0]	EC-3.1.2
3.4.23.25-RXN		3.4.23.25-RXN	WATER[0] + General-Protein-Substrates[0] => (2) Peptides-holder[0]	EC-3.4.23.25
RXN-17524		RXN-17524	CPD-17494[0] + NAD[0] <=> CPD-18023[0] + NADH[0] + PROTON[0]	EC-1.3.1.44
RXN-9176		RXN-9176	CPD-9525[0] <=> CPD-9749[0]	-
RXN-4312		RXN-4312	CPD-4204[0] + WATER[0] <=> PROTON[0] + CPD-4206[0] + Pi[0]	-
RXN-11075	rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase	RXN-11075	CPD-12029[0] + UDP-D-GALACTO-14-FURANOSE[0] <=> PROTON[0] + CPD-12030[0] + UDP[0]	EC-2.4.1
3.1.11.1-RXN		3.1.11.1-RXN	DNA-N[0] + WATER[0] => DNA-N[0] + Deoxy-Ribonucleoside-Monophosphates[0]	EC-3.1.11.1
RXN-9710		RXN-9710	CPD-10189[0] + WATER[0] + Acceptor[0] <=> GLY[0] + GLYOX[0] + Donor-H2[0]	-
RXN-11599		RXN-11599	S-ADENOSYLMETHIONINE[0] + 23S-rRNA-guanine-748[0] => ADENOSYL-HOMO-CYS[0] + 23S-rRNA-N1-methylguanine748[0] + PROTON[0]	EC-2.1.1.188
RXN-8050	amorpha-4,11-diene 12 monooxygenase	RXN-8050	CPD-7554[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-7556[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	-
RXN-8702		RXN-8702	(2) R-N-METHYLCOCLAURINE[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-8925[0] + (2) WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	EC-1.14.19
GLYCOLATEDEHYDRO-RXN		GLYCOLATEDEHYDRO-RXN	Acceptor[0] + GLYCOLLATE[0] <=> Donor-H2[0] + GLYOX[0]	EC-1.1.99.14
RXN-19056		RXN-19056	ARACHIDONIC_ACID[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] => CPD-20539[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	EC-1.14.14.M19
1.4.3.17-RXN		1.4.3.17-RXN	OXYGEN-MOLECULE[0] + TRP[0] => PROTON[0] + HYDROGEN-PEROXIDE[0] + ALPHABETA-DIDEHYDROTRYPTOPHAN[0]	EC-1.3.3.10
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN		DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	SS-DIMETHYL-BETA-PROPIOTHETIN[0] <=> PROTON[0] + CPD-7670[0] + ACRYLATE[0]	EC-4.4.1.3
RXN-18713		RXN-18713	CPD-19990[0] + NADPH[0] + OXYGEN-MOLECULE[0] + PROTON[0] <=> CPD-19991[0] + SULFUR-DIOXIDE[0] + NADP[0] + WATER[0]	EC-1.14.13
3.4.24.13-RXN		3.4.24.13-RXN	WATER[0] + immunoglobulin-IgA1-[0] => fragments-of-immunoglobulin-IgA1-[0]	EC-3.4.24.13
ALDEHYDE-REDUCTASE-RXN		ALDEHYDE-REDUCTASE-RXN	Sugar-alcohols[0] + NAD-P-OR-NOP[0] <=> Aldoses[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.1.1.21
RXN-14466	2-benzyl-3-hydroxybutanedioate dehydrogenase	RXN-14466	CPD-15324[0] + NAD[0] => CPD-15326[0] + CARBON-DIOXIDE[0] + NADH[0]	EC-1.1.1
RXN-10026		RXN-10026	S-ADENOSYLMETHIONINE[0] + Beta-3-hydroxybutyryl-ACPs[0] <=> ACP[0] + 5-METHYLTHIOADENOSINE[0] + CPD-10781[0] + PROTON[0]	EC-2.3.1.184
RIB5PISOM-RXN		RIB5PISOM-RXN	RIBOSE-5P[0] <=> RIBULOSE-5P[0]	EC-5.3.1.6
RXN-19667		RXN-19667	S-ADENOSYLMETHIONINE[0] + CPD-21306[0] <=> CPD-21305[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1.163
RXN-646		RXN-646	MALEAMATE[0] + WATER[0] => MALEATE[0] + AMMONIUM[0]	EC-3.5.1.107
RXN-12662		RXN-12662	CPD-13623[0] + OXYGEN-MOLECULE[0] + 2-KETOGLUTARATE[0] <=> CPD-13638[0] + SUC[0] + CARBON-DIOXIDE[0] + WATER[0]	EC-1.14.20
RXN-14053		RXN-14053	CPD-15059[0] + (2) Reduced-adrenal-ferredoxins[0] + OXYGEN-MOLECULE[0] + (2) PROTON[0] => CPD-15060[0] + (2) Oxidized-adrenal-ferredoxins[0] + WATER[0]	EC-1.14.15.16
RXN-15374	cyanidin 3-O-glucoside-7-O-(6-O-(4-O-(glucosyl)-oxybenzoyl)-glucoside) acyltransferase	RXN-15374	CPD-16603[0] + CPD-15283[0] <=> CPD-16604[0] + Glucopyranose[0]	EC-2.3.1
RXN-15414		RXN-15414	(2) CPD-14873[0] + CPD-9175[0] + (2) OXYGEN-MOLECULE[0] + PROTON[0] <=> CPD-14875[0] + (4) WATER[0] + CARBON-DIOXIDE[0]	EC-1.10.3.15
RXN-4845		RXN-4845	CPD-4743[0] + OXYGEN-MOLECULE[0] + Donor-H2[0] <=> CPD-4744[0] + WATER[0] + Acceptor[0]	EC-1.14.99
CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN		CARBOXY-CISCIS-MUCONATE-CYCLASE-RXN	CPD-761[0] <=> PROTON[0] + CPD-245[0]	EC-5.5.1.5
RXN-15824		RXN-15824	CPD-17084[0] + NAD[0] <=> CPD-17083[0] + NADH[0] + PROTON[0]	EC-1.1.1.144
RXN-8541		RXN-8541	FARNESYL-PP[0] <=> CPD-8730[0] + PPI[0]	EC-4.2.3.56
RXN-13310	unknown reaction	RXN-13310	S-ADENOSYLMETHIONINE[0] + CPD-14262[0] <=> CPD-14289[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	-
RXN-8126		RXN-8126	Methylated-MtsB-Proteins[0] + CoM[0] => Me-CoM[0] + MtsB-Proteins[0] + PROTON[0]	EC-2.1.1.251
RXN-9922		RXN-9922	3-HYDROXY-CISCIS-MUCONATE[0] <=> CPD-294[0]	-
RXN-11200		RXN-11200	Small-peptides[0] + WATER[0] <=> (2) DIPEPTIDES[0]	EC-3.4.11
SYM-NORSPERMIDINE-SYNTHASE-RXN		SYM-NORSPERMIDINE-SYNTHASE-RXN	CPD-313[0] + S-ADENOSYLMETHIONINAMINE[0] <=> NORSPERMIDINE[0] + PROTON[0] + 5-METHYLTHIOADENOSINE[0]	EC-2.5.1.23
RXN-17625		RXN-17625	ACETOL[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] => CPD-19065[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	-
RXN-2224		RXN-2224	3-HYDROXYPROPYL-GLUCOSINOLATE[0] + BENZOYLCOA[0] <=> 3-BENZOYLOXYPROPYL-GLUCOSINOLATE[0] + CO-A[0]	-
RXN-19760		RXN-19760	Glucuronoarabinoxylans[0] <=> D-Xylopyranose[0] + L-arabinofuranose[0] + GLUCURONATE[0]	-
RXN-11175		RXN-11175	HYDRAZINE[0] + WATER[0] + (3) Cytochromes-C-Oxidized[0] <= NITRIC-OXIDE[0] + AMMONIUM[0] + (3) Cytochromes-C-Reduced[0] + (2) PROTON[0]	EC-1.7.2.7
RXN0-5234		RXN0-5234	ALLO-THR[0] => ACETALD[0] + GLY[0]	EC-4.1.2
RXN-12629	chitobiase	RXN-12629	CPD-15993[0] + WATER[0] <=> GLUCOSAMINE[0] + D-GLUCOSAMINE-6-P[0]	EC-3.2.1
RXN-9534	trans dodec-2-enoyl-[acyl-carrier protein] reductase (NADPH, B-specific)	RXN-9534	Dodecanoyl-ACPs[0] + NADP[0] <=> Dodec-2-enoyl-ACPs[0] + NADPH[0] + PROTON[0]	EC-1.3.1.10|EC-1.3.1.39|EC-2.3.1.85|EC-2.3.1.86
METHANOL-DEHYDROGENASE-RXN		METHANOL-DEHYDROGENASE-RXN	METOH[0] + NAD[0] <= PROTON[0] + FORMALDEHYDE[0] + NADH[0]	EC-1.1.1.244
RXNARA-8002	prephytoene-diphosphate synthase|geranylgeranyl-diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase|geranylgeranyl-diphosphate geranylgeranyltransferase|PSase	RXNARA-8002	CPD-464[0] <=> CPD-12321[0] + PPI[0]	-
RXN-19902		RXN-19902	CPD-225[0] + PROTON[0] => ITACONATE[0] + CARBON-DIOXIDE[0]	EC-4.1.1.z
RXN-10737	arsenate reductase (thioredoxin) activity	RXN-10737	ARSENATE[0] + Red-Thioredoxin[0] + PROTON[0] <=> CPD-763[0] + Ox-Thioredoxin[0] + WATER[0]	EC-1.20.4.4
1.1.1.251-RXN		1.1.1.251-RXN	GALACTITOL-1-PHOSPHATE[0] + NAD[0] <=> CPD-15826[0] + NADH[0] + PROTON[0]	EC-1.1.1.251
FAD-RED-RXN		FAD-RED-RXN	NADH-P-OR-NOP[0] + Ox-FAD-Flavoproteins[0] + (2) PROTON[0] => NAD-P-OR-NOP[0] + Red-FADH2-Flavoproteins[0]	-
RXN-13467		RXN-13467	CPD-13655[0] + WATER[0] <=> CPD-13661[0] + CPD-13662[0] + PROTON[0]	-
3.4.11.2-RXN		3.4.11.2-RXN	Peptide-with-N-terminal-Alanine[0] + WATER[0] => L-ALPHA-ALANINE[0] + Peptide-Holder-Alternative[0]	EC-3.4.11.14|EC-3.4.11.2
GSAAMINOTRANS-RXN		GSAAMINOTRANS-RXN	GLUTAMATE-1-SEMIALDEHYDE[0] <=> 5-AMINO-LEVULINATE[0]	EC-5.4.3.8
HISTIDINE--TRNA-LIGASE-RXN		HISTIDINE--TRNA-LIGASE-RXN	HIS-tRNAs[0] + HIS[0] + ATP[0] => Charged-HIS-tRNAs[0] + PPI[0] + AMP[0]	EC-6.1.1.21
RXN-16425		RXN-16425	Phosphoacetylglucosamine-Mutase-P[0] + N-ACETYL-D-GLUCOSAMINE-6-P[0] <=> N-ACETYL-D-GLUCOSAMINE-16-BIS-P[0] + Phosphoacetylglucosamine-Mutase[0]	-
RXN-17098		RXN-17098	CPD-18483[0] <=> CPD-18718[0] + PYRUVATE[0]	EC-4.1.2.58
RXN-12775		RXN-12775	CPD-13785[0] + WATER[0] <=> CPD-13786[0]	EC-4.2.1.138
RXN-8423		RXN-8423	FARNESYL-PP[0] => CPD-8240[0] + PPI[0]	EC-4.2.3
RXN-8848		RXN-8848	CPD-9169[0] + NADH-P-OR-NOP[0] + PROTON[0] <=> ANTHRANILATE[0] + WATER[0] + NAD-P-OR-NOP[0]	-
2.3.1.151-RXN		2.3.1.151-RXN	(3) PROTON[0] + CPD-264[0] + (3) MALONYL-COA[0] <=> (3) CARBON-DIOXIDE[0] + 2346-TETRAHYDROXYBENZOPHENONE[0] + (4) CO-A[0]	EC-2.3.1.151
RXN-10121		RXN-10121	CPD-10878[0] + OXYGEN-MOLECULE[0] => CPD-10882[0] + (2) PROTON[0]	EC-1.13.11.M6
RXN-11099	N1-amidinostreptamine 6-phosphate aminotransferase	RXN-11099	CPD-12064[0] + ARG[0] <=> STREPTIDINE-6-PHOSPHATE[0] + L-ORNITHINE[0]	-
FORMATE-KINASE-RXN		FORMATE-KINASE-RXN	FORMATE[0] + ATP[0] <=> CPD-495[0] + ADP[0]	EC-2.7.2.6
TRANS-RXN0-475		TRANS-RXN0-475	CPD-722[1] => CPD-722[0]	-
RXN-15841		RXN-15841	XANTHINE[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] => URATE[0] + SUC[0] + CARBON-DIOXIDE[0]	EC-1.14.11.48
OPHELINE-KINASE-RXN		OPHELINE-KINASE-RXN	GUANIDINOETHYL-METHYL-PHOSPHATE[0] + ATP[0] <=> PROTON[0] + N-PHOSPHOGUANIDINOETHYL-METHYL-PHOSPHAT[0] + ADP[0]	EC-2.7.3.7
2.7.8.24-RXN		2.7.8.24-RXN	CHOLINE[0] + CDPDIACYLGLYCEROL[0] <=> PHOSPHATIDYLCHOLINE[0] + CMP[0] + PROTON[0]	EC-2.7.8.24
RXN-13796		RXN-13796	S-ADENOSYLMETHIONINE[0] + CPD-14816[0] <=> CPD-14817[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1
RXN0-7010		RXN0-7010	CPD0-2511[0] + GLUTATHIONE[0] => CPD-16720[0] + OXIDIZED-GLUTATHIONE[0]	EC-1.8.5.7
BAI3OXO-OXRED-RXN		BAI3OXO-OXRED-RXN	3-OXO-CHOLYL-COA[0] + NAD[0] => 3-OXO-DELTA4-CHOLYL-COA[0] + NADH[0] + PROTON[0]	EC-1.3.1.115
RXN-17445		RXN-17445	S-ADENOSYLMETHIONINE[0] + CPD-18845[0] <=> ADENOSYL-HOMO-CYS[0] + CPD-18862[0] + PROTON[0]	EC-2.1.1.333
RXN-15846		RXN-15846	S-ADENOSYLMETHIONINE[0] + 25S-rRNA-uracil-2634[0] => ADENOSYL-HOMO-CYS[0] + 25S-rRNA-N3-methyl-uracil-2634[0] + PROTON[0]	EC-2.1.1.313
RXN-17606		RXN-17606	ATP[0] + CPD-19014[0] + CO-A[0] <=> CPD-19040[0] + AMP[0] + PPI[0]	EC-6.2.1.M4
RXN-12586		RXN-12586	(2) Cytochromes-C-Reduced[1] + (3) PROTON[0] + ARSENATE[0] <= (2) Cytochromes-C-Oxidized[1] + WATER[0] + CPD-763[0]	EC-1.20.2.1
RIBOFLAVINKIN-RXN		RIBOFLAVINKIN-RXN	RIBOFLAVIN[0] + ATP[0] => FMN[0] + ADP[0] + PROTON[0]	EC-2.7.1.26
1.1.1.269-RXN		1.1.1.269-RXN	NAD[0] + 2-S-HYDROXYPROPYL-COM[0] <=> PROTON[0] + 2-OXOPROPYL-COM[0] + NADH[0]	EC-1.1.1.269
3.6.3.10-RXN		3.6.3.10-RXN	ATP[0] + WATER[0] + PROTON[0] + K+[1] => ADP[0] + Pi[0] + PROTON[0] + K+[0] + PROTON[0]	EC-7.2.2.t
RXN-18563		RXN-18563	CPD-19857[0] => CPD-14238[0] + CARBON-DIOXIDE[0]	EC-4.1.1.o
RXN-17402		RXN-17402	CPD-13696[0] + NAD[0] <= CPD-18821[0] + NADH[0] + PROTON[0]	EC-1.3.1.114
RXN4FS-22	cis-abscisic alcohol monooxygenase	RXN4FS-22	CPD4FS-7[0] + (2) Red-NADPH-Hemoprotein-Reductases[0] + (2) OXYGEN-MOLECULE[0] => CPD-693[0] + (2) Ox-NADPH-Hemoprotein-Reductases[0] + (3) WATER[0] + PROTON[0]	EC-1.14.14
RXN-7654		RXN-7654	CPD-3061[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-6996[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14
4.2.2.21-RXN		4.2.2.21-RXN	Chondroitin-Sulfate-A[0] => Chondroitin-Sulfate-A[0] + CPD-12563[0]	EC-4.2.2.21
RXN-15043		RXN-15043	OLEOYL-COA[0] + L-1-LYSOPHOSPHATIDATE[0] <=> CPD-8268[0] + CO-A[0]	EC-2.3.1.51
TRANS-RXN0-466		TRANS-RXN0-466	CPD-674[1] => CPD-674[0]	-
RXN-12000		RXN-12000	CPD-12936[0] + NAD-P-OR-NOP[0] + WATER[0] <=> CPD-12937[0] + PROTON[0] + NADPH[0]	EC-1.2.1
RXN-8321		RXN-8321	CPD-8088[0] + OXYGEN-MOLECULE[0] + (2) FERROCYTOCHROME-B5[0] + (2) PROTON[0] <=> CPD-8089[0] + (2) WATER[0] + (2) FERRICYTOCHROME-B5[0]	EC-1.14.19.25
RXN-15069		RXN-15069	GERANIOL[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] => CPD-15953[0] + NADP[0] + WATER[0]	EC-1.14.13
RXN-17939		RXN-17939	Pre-tRNA-5-prime-half-molecules[0] + WATER[0] <=> Pre-tRNA-5-prime-half-molecules-2P[0] + PROTON[0]	-
RXN-16650		RXN-16650	CPD-17927[0] + C6[0] => CPD-17927[0] + UNDECAPRENYL-DIPHOSPHATE[0]	EC-2.4.1.129
RXN-17503		RXN-17503	PHENOL[0] + OXYGEN-MOLECULE[0] + NADH[0] + PROTON[0] <=> CATECHOL[0] + WATER[0] + NAD[0]	EC-1.14.13.M20
RXN-8795		RXN-8795	CPD-9100[0] + NADP[0] <=> CPD-9099[0] + NADPH[0] + PROTON[0]	-
RXN-15739		RXN-15739	CPD-4211[0] + CPD-16962[0] <=> CPD-16963[0] + PPI[0]	EC-2.5.1
RXN-14562		RXN-14562	CPD-13118[0] + CPD-15432[0] => CPD-15433[0] + GDP[0] + PROTON[0]	EC-2.4.1.308
RXN-14333		RXN-14333	CPD-7206[0] + OXYGEN-MOLECULE[0] => CPD-13369[0] + CPD-15222[0]	EC-1.13.11.82
2.1.1.151-RXN		2.1.1.151-RXN	S-ADENOSYLMETHIONINE[0] + COBALT-SIROHYDROCHLORIN[0] <=> PROTON[0] + ADENOSYL-HOMO-CYS[0] + COBALT-FACTOR-III[0]	EC-2.1.1.151
RXN-19496		RXN-19496	DHB-cysteinyl-Cysteinyl-Carrier-Proteins[0] => DHB-thiazolinyl-PCP[0] + WATER[0]	EC-3.13.1
RXN-14373		RXN-14373	CPD-7043[0] + Alpha-Amyloses[0] <=> Starch[0]	-
RXN0-6521		RXN0-6521	RNASE-E-MRNA-PROCESSING-SUBSTRATE[0] + WATER[0] => RNASE-E-PROCESSING-PRODUCT-MRNA[0] + mRNA-Fragments[0]	EC-3.1.26.12
RXN-8388		RXN-8388	Palmitoyl-ACPs[0] + OXYGEN-MOLECULE[0] + (2) Reduced-ferredoxins[0] + (2) PROTON[0] <=> Delta6-hexadecenoyl-ACPs[0] + (2) WATER[0] + (2) Oxidized-ferredoxins[0]	EC-1.14.19.26
RXN-9344		RXN-9344	Long-Chain-Acyl-CoAs[0] + (2) NADPH[0] + (2) PROTON[0] => Long-chain-alcohols[0] + CO-A[0] + (2) NADP[0]	EC-1.2.1.84
RXN-10891		RXN-10891	VANILLATE[0] + OXYGEN-MOLECULE[0] + NADH[0] + PROTON[0] <=> 3-4-DIHYDROXYBENZOATE[0] + FORMALDEHYDE[0] + NAD[0] + WATER[0]	EC-1.14.13.82
RXN-19459		RXN-19459	GLY[0] + DhbF[0] + ATP[0] => Glycyl-DhbF[0] + AMP[0] + PPI[0]	EC-6.2.1.ad
CASBENE-SYNTHASE-RXN		CASBENE-SYNTHASE-RXN	GERANYLGERANYL-PP[0] <=> PPI[0] + CPD-684[0]	EC-4.2.3.8
RXN0-5123		RXN0-5123	CPD0-934[0] + ATP[0] <=> PROTON[0] + CPD0-935[0] + ADP[0]	EC-2.7.1
R465-RXN		R465-RXN	CPD-805[0] + WATER[0] <=> PROTON[0] + CPD-806[0] + CL-[0]	-
RXN1G-1637	trehalose-trans-keto-mono-mycolate O-mycolyltransferase	RXN1G-1637	Mycobacterial-Arabinogalactans[0] + CPD1G-1354[0] <=> CPD1G-1535[0] + TREHALOSE[0]	EC-2.3.1
RXN-17431		RXN-17431	S-ADENOSYLMETHIONINE[0] + CPD-18842[0] => ADENOSYL-HOMO-CYS[0] + CPD-18843[0] + PROTON[0]	EC-2.1.1.332
CYTIDEAM2-RXN		CYTIDEAM2-RXN	PROTON[0] + WATER[0] + CYTIDINE[0] => URIDINE[0] + AMMONIUM[0]	EC-3.5.4.5
RXN0-5065		RXN0-5065	34-DIHYDROXYPHENYLACETYL-COA[0] + WATER[0] => CPD-782[0] + CO-A[0] + PROTON[0]	EC-3.1.2
RXN-11989		RXN-11989	CPD-7953[0] + OXYGEN-MOLECULE[0] <=> CPD-12935[0] + PRENAL[0]	EC-1.13.11.59
RXN-17670		RXN-17670	CPD-19085[0] + NAD[0] <=> CPD-19088[0] + NADH[0] + PROTON[0]	EC-1.1.1
RXN-16852		RXN-16852	Methyl-Branched-Lipids[0] + (2) Reduced-ferredoxins[0] + OXYGEN-MOLECULE[0] + (2) PROTON[0] <=> Omega-Hydroxy-Me-Branched-Lipids[0] + WATER[0] + (2) Oxidized-ferredoxins[0]	EC-1.14.15.14
RXN-13208		RXN-13208	CPD-14189[0] + WATER[0] <=> CPD-14185[0] + Pi[0]	EC-3.1.3
RXN-17167		RXN-17167	Oleoyl-ACPs[0] + (2) Reduced-ferredoxins[0] + OXYGEN-MOLECULE[0] + (2) PROTON[0] <=> 4Z-9Z-Octadec-4-9-dienoyl-acp[0] + (2) Oxidized-ferredoxins[0] + (2) WATER[0]	EC-1.14.19.11
RXN-15253		RXN-15253	1-Hydroxy-2-oxolimonenes[0] + OXYGEN-MOLECULE[0] + NADPH[0] => 3-Isopropenyl-6-oxoheptanoates[0] + WATER[0] + NADP[0]	EC-1.14.13.105
RXN-10460		RXN-10460	CPD-11268[0] + OXYGEN-MOLECULE[0] + WATER[0] => CPD-568[0] + CPD-10687[0] + HYDROGEN-PEROXIDE[0]	EC-1.5.3.13
TRYPTOPHAN-DIMETHYLALLYLTRANSFERASE-RXN		TRYPTOPHAN-DIMETHYLALLYLTRANSFERASE-RXN	CPD-4211[0] + TRP[0] <=> CPD-460[0] + PPI[0]	EC-2.5.1.34
RXN-10030		RXN-10030	HYGROMYCIN-B[0] + ATP[0] <=> PROTON[0] + CPD-10790[0] + ADP[0]	EC-2.7.1.163
RXN-10910		RXN-10910	CPD-11875[0] + WATER[0] + OXYGEN-MOLECULE[0] <=> CPD-11876[0] + AMMONIUM[0] + HYDROGEN-PEROXIDE[0]	EC-1.4.3.4
2.6.1.56-RXN		2.6.1.56-RXN	PYRUVATE[0] + D-1-GUANIDINO-3-AMINO-13-DIDEOXY-SCYLLO[0] <=> L-ALPHA-ALANINE[0] + D-1-GUANIDINO-1-DEOXY-3-DEHYDRO-SCYLLO-I[0]	EC-2.6.1.56
RXN-17234		RXN-17234	CPD-18654[0] + NADP[0] <=> CPD-18655[0] + NADPH[0] + PROTON[0]	EC-1.1.1.M11
THIOETHER-S-METHYLTRANSFERASE-RXN		THIOETHER-S-METHYLTRANSFERASE-RXN	S-ADENOSYLMETHIONINE[0] + CPD-7670[0] => ADENOSYL-HOMO-CYS[0] + TRIMETHYLSULFONIUM[0]	EC-2.1.1.96
