Original Reaction	Matched Reaction	Original Description	Matched Description	Swapped Compounds	
rxn00764	rxn22066	(1) NADP[0] + (1) Glycerol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Glycerone[0]	(1) H+[0] + (1) Glycerone[0] + (1) NADH-P-OR-NOP[0] <=> (1) Glycerol[0] + (1) NAD-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn00764	rxn19851	(1) NADP[0] + (1) Glycerol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Glycerone[0]	(1) Glycerol[0] + (1) Acceptor[0] <=> (1) Glycerone[0] + (1) Donor-H2[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn00779	rxn40491	(1) H2O[0] + (1) NADP[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 3-Phosphoglycerate[0]	(1) H2O[0] + (1) Glyceraldehyde3-phosphate[0] + (1) NAD-P-OR-NOP[0] <=> (2) H+[0] + (1) 3-Phosphoglycerate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn00781	rxn19761	(1) NAD[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	(1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn00782	rxn19761	(1) NADP[0] + (1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0]	(1) Phosphate[0] + (1) Glyceraldehyde3-phosphate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 1,3-Bisphospho-D-glycerate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn00812	rxn42830	(1) NADP[0] + (1) Galactose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Galactono-1,5-lactone[0]	(1) Galactose[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) D-Galactono-1,5-lactone[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn00843	rxn20189	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Methane[0] => (1) H2O[0] + (1) NAD[0] + (1) Methanol[0]	(1) O2[0] + (1) H+[0] + (1) Methane[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Methanol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn00844	rxn20189	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Methane[0] => (1) H2O[0] + (1) NADP[0] + (1) Methanol[0]	(1) O2[0] + (1) H+[0] + (1) Methane[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Methanol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn00868	rxn05936	(1) NAD[0] + (1) Butyryl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) Crotonyl-CoA[0]	(1) Butyryl-CoA[0] + (1) A[0] <= (1) Crotonyl-CoA[0] + (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn00868	rxn28137	(1) NAD[0] + (1) Butyryl-CoA[0] <= (1) NADH[0] + (1) H+[0] + (1) Crotonyl-CoA[0]	(1) Butyryl-CoA[0] + (1) Acceptor[0] <=> (1) Crotonyl-CoA[0] + (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn00869	rxn19244	(1) NAD[0] + (1) CoA[0] + (1) Butanal[0] <=> (1) NADH[0] + (1) H+[0] + (1) Butyryl-CoA[0]	(1) CoA[0] + (1) Butanal[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Butyryl-CoA[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn00870	rxn19244	(1) NADP[0] + (1) CoA[0] + (1) Butanal[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Butyryl-CoA[0]	(1) CoA[0] + (1) Butanal[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Butyryl-CoA[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn00872	rxn19247	(1) FAD[0] + (1) Butyryl-CoA[0] <=> (1) Crotonyl-CoA[0] + (1) FADH2[0]	(1) H+[0] + (1) Butyryl-CoA[0] + (1) ETF-Oxidized[0] <= (1) Crotonyl-CoA[0] + (1) ETF-Reduced[0]	cpd00015:cpd27005;cpd00982:cpd27006	
rxn00872	rxn05936	(1) FAD[0] + (1) Butyryl-CoA[0] <=> (1) Crotonyl-CoA[0] + (1) FADH2[0]	(1) Butyryl-CoA[0] + (1) A[0] <= (1) Crotonyl-CoA[0] + (1) AH2[0]	cpd00015:cpd11609;cpd00982:cpd11610	
rxn00872	rxn28137	(1) FAD[0] + (1) Butyryl-CoA[0] <=> (1) Crotonyl-CoA[0] + (1) FADH2[0]	(1) Butyryl-CoA[0] + (1) Acceptor[0] <=> (1) Crotonyl-CoA[0] + (1) Donor-H2[0]	cpd00015:cpd22290;cpd00982:cpd26978	
rxn00929	rxn05947	(1) NAD[0] + (1) L-Proline[0] => (1) NADH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	(1) L-Proline[0] + (1) A[0] <=> (1) 1-Pyrroline-5-carboxylate[0] + (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn00929	rxn20650	(1) NAD[0] + (1) L-Proline[0] => (1) NADH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	(1) L-Proline[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn00929	rxn24693	(1) NAD[0] + (1) L-Proline[0] => (1) NADH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	(1) L-Proline[0] + (1) Acceptor[0] <=> (1) H+[0] + (1) 1-Pyrroline-5-carboxylate[0] + (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn00931	rxn05947	(1) NADP[0] + (1) L-Proline[0] => (1) NADPH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	(1) L-Proline[0] + (1) A[0] <=> (1) 1-Pyrroline-5-carboxylate[0] + (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn00931	rxn20650	(1) NADP[0] + (1) L-Proline[0] => (1) NADPH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	(1) L-Proline[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn00931	rxn24693	(1) NADP[0] + (1) L-Proline[0] => (1) NADPH[0] + (2) H+[0] + (1) 1-Pyrroline-5-carboxylate[0]	(1) L-Proline[0] + (1) Acceptor[0] <=> (1) H+[0] + (1) 1-Pyrroline-5-carboxylate[0] + (1) Donor-H2[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn00935	rxn05815	(1) FAD[0] + (1) L-Malate[0] => (1) Oxaloacetate[0] + (1) FADH2[0]	(1) L-Malate[0] + (1) A[0] <= (1) Oxaloacetate[0] + (1) AH2[0]	cpd00015:cpd11609;cpd00982:cpd11610	
rxn00935	rxn27977	(1) FAD[0] + (1) L-Malate[0] => (1) Oxaloacetate[0] + (1) FADH2[0]	(1) L-Malate[0] + (1) Acceptor[0] <=> (1) Oxaloacetate[0] + (1) Donor-H2[0]	cpd00015:cpd22290;cpd00982:cpd26978	
rxn00945	rxn05956	(1) NADP[0] + (1) Palmitoyl-CoA[0] <= (1) NADPH[0] + (1) H+[0] + (1) (2E)-Hexadecenoyl-CoA[0]	(1) Palmitoyl-CoA[0] + (1) A[0] <= (1) (2E)-Hexadecenoyl-CoA[0] + (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn00946	rxn46915	(1) FAD[0] + (1) Palmitoyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-Hexadecenoyl-CoA[0]	(1) H+[0] + (1) Palmitoyl-CoA[0] + (1) ETF-Oxidized[0] <=> (1) (2E)-Hexadecenoyl-CoA[0] + (1) ETF-Reduced[0]	cpd00015:cpd27005;cpd00982:cpd27006	
rxn00946	rxn05956	(1) FAD[0] + (1) Palmitoyl-CoA[0] <=> (1) FADH2[0] + (1) (2E)-Hexadecenoyl-CoA[0]	(1) Palmitoyl-CoA[0] + (1) A[0] <= (1) (2E)-Hexadecenoyl-CoA[0] + (1) AH2[0]	cpd00015:cpd11609;cpd00982:cpd11610	
rxn00957	rxn23643	(1) H2O[0] + (1) NAD[0] + (1) p-Hydroxybenzaldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0]	(1) H2O[0] + (1) p-Hydroxybenzaldehyde[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) 4-Hydroxybenzoate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn00958	rxn23643	(1) H2O[0] + (1) NADP[0] + (1) p-Hydroxybenzaldehyde[0] <=> (1) NADPH[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0]	(1) H2O[0] + (1) p-Hydroxybenzaldehyde[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) 4-Hydroxybenzoate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn00960	rxn17079	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NAD[0] + (1) Protocatechuate[0]	(1) O2[0] + (1) H+[0] + (1) 4-Hydroxybenzoate[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Protocatechuate[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn00961	rxn17091	(1) NADH[0] + (1) O2[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NAD[0] + (1) CO2[0] + (1) Quinol[0]	(1) O2[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) CO2[0] + (1) Quinol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn00962	rxn17079	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NADP[0] + (1) Protocatechuate[0]	(1) O2[0] + (1) H+[0] + (1) 4-Hydroxybenzoate[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) Protocatechuate[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn00963	rxn17091	(1) NADPH[0] + (1) O2[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0] => (1) H2O[0] + (1) NADP[0] + (1) CO2[0] + (1) Quinol[0]	(1) O2[0] + (2) H+[0] + (1) 4-Hydroxybenzoate[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) CO2[0] + (1) Quinol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn00997	rxn21135	(1) NAD[0] + (1) PLCT[0] <=> (1) NADH[0] + (1) H+[0] + (1) Phenylpyruvate[0]	(1) Phenylpyruvate[0] + (1) Donor-H2[0] <=> (1) PLCT[0] + (1) Acceptor[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn00998	rxn21135	(1) NADP[0] + (1) PLCT[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Phenylpyruvate[0]	(1) Phenylpyruvate[0] + (1) Donor-H2[0] <=> (1) PLCT[0] + (1) Acceptor[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn01011	rxn19919	(1) NAD[0] + (1) Glycerate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Hydroxypyruvate[0]	(1) Glycerate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Hydroxypyruvate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01013	rxn19919	(1) NADP[0] + (1) Glycerate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Hydroxypyruvate[0]	(1) Glycerate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Hydroxypyruvate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01041	rxn43824	(1) NAD[0] + (1) Xylose[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Xylonolactone[0]	(1) Xylose[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) D-Xylonolactone[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01042	rxn43824	(1) NADP[0] + (1) Xylose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Xylonolactone[0]	(1) Xylose[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) D-Xylonolactone[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01108	rxn15031	(1) NAD[0] + (1) beta-D-Glucose[0] <=> (1) NADH[0] + (1) H+[0] + (1) Gluconolactone[0]	(1) beta-D-Glucose[0] + (1) A[0] <=> (1) Gluconolactone[0] + (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn01108	rxn19810	(1) NAD[0] + (1) beta-D-Glucose[0] <=> (1) NADH[0] + (1) H+[0] + (1) Gluconolactone[0]	(1) beta-D-Glucose[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Gluconolactone[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01108	rxn19815	(1) NAD[0] + (1) beta-D-Glucose[0] <=> (1) NADH[0] + (1) H+[0] + (1) Gluconolactone[0]	(1) beta-D-Glucose[0] + (1) Acceptor[0] <=> (1) Gluconolactone[0] + (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn01109	rxn15031	(1) NADP[0] + (1) beta-D-Glucose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Gluconolactone[0]	(1) beta-D-Glucose[0] + (1) A[0] <=> (1) Gluconolactone[0] + (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn01109	rxn19810	(1) NADP[0] + (1) beta-D-Glucose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Gluconolactone[0]	(1) beta-D-Glucose[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Gluconolactone[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01109	rxn19815	(1) NADP[0] + (1) beta-D-Glucose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Gluconolactone[0]	(1) beta-D-Glucose[0] + (1) Acceptor[0] <=> (1) Gluconolactone[0] + (1) Donor-H2[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn01112	rxn20778	(1) NAD[0] + (1) Ribitol 5-phosphate[0] <=> (1) NADH[0] + (1) H+[0] + (1) D-Ribulose5-phosphate[0]	(1) Ribitol 5-phosphate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) D-Ribulose5-phosphate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01113	rxn20778	(1) NADP[0] + (1) Ribitol 5-phosphate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Ribulose5-phosphate[0]	(1) Ribitol 5-phosphate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) D-Ribulose5-phosphate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01115	rxn19016	(1) NADP[0] + (1) 6-Phospho-D-gluconate[0] => (1) NADPH[0] + (1) CO2[0] + (1) D-Ribulose5-phosphate[0]	(1) 6-Phospho-D-gluconate[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) D-Ribulose5-phosphate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01172	rxn20160	(1) H2O[0] + (1) NAD[0] + (1) 3-Oxopropanoate[0] <=> (1) NADH[0] + (2) H+[0] + (1) Malonate[0]	(1) H2O[0] + (1) 3-Oxopropanoate[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) Malonate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01173	rxn20160	(1) H2O[0] + (1) NADP[0] + (1) 3-Oxopropanoate[0] <=> (1) NADPH[0] + (2) H+[0] + (1) Malonate[0]	(1) H2O[0] + (1) 3-Oxopropanoate[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) Malonate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01201	rxn24214	(1) NAD[0] + (1) 4-Hydroxybutanoate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 4-Oxobutanoate[0]	(1) H+[0] + (1) 4-Oxobutanoate[0] + (1) NADH-P-OR-NOP[0] <=> (1) 4-Hydroxybutanoate[0] + (1) NAD-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01229	rxn14171	(1) FAD[0] + (1) LACT[0] <=> (1) FADH2[0] + (1) 3-Ketolactose[0]	(1) LACT[0] + (1) A[0] <=> (1) 3-Ketolactose[0] + (1) AH2[0]	cpd00015:cpd11609;cpd00982:cpd11610	
rxn01229	rxn20021	(1) FAD[0] + (1) LACT[0] <=> (1) FADH2[0] + (1) 3-Ketolactose[0]	(1) LACT[0] + (1) Acceptor[0] <=> (1) 3-Ketolactose[0] + (1) Donor-H2[0]	cpd00015:cpd22290;cpd00982:cpd26978	
rxn01239	rxn06026	(1) NADP[0] + (1) L-Sorbose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 5-Dehydro-D-fructose[0]	(1) L-Sorbose[0] + (1) A[0] <=> (1) 5-Dehydro-D-fructose[0] + (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn01239	rxn27206	(1) NADP[0] + (1) L-Sorbose[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 5-Dehydro-D-fructose[0]	(1) L-Sorbose[0] + (1) Acceptor[0] <=> (1) 5-Dehydro-D-fructose[0] + (1) Donor-H2[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn01261	rxn21664	(1) H2O[0] + (1) NADP[0] + (1) Niacin[0] <= (1) NADPH[0] + (1) H+[0] + (1) 6-Hydroxynicotinate[0]	(1) H2O[0] + (1) Niacin[0] + (1) Acceptor[0] <=> (1) 6-Hydroxynicotinate[0] + (1) Donor-H2[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn01276	rxn19797	(1) NAD[0] + (1) GLCN[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-Dehydrogluconate[0]	(1) GLCN[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 5-Dehydrogluconate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01277	rxn06034	(1) NADP[0] + (1) GLCN[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2-Dehydro-D-gluconate[0]	(1) GLCN[0] + (1) A[0] <= (1) 2-Dehydro-D-gluconate[0] + (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn01277	rxn19795	(1) NADP[0] + (1) GLCN[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 2-Dehydro-D-gluconate[0]	(1) GLCN[0] + (1) Acceptor[0] <=> (1) 2-Dehydro-D-gluconate[0] + (1) Donor-H2[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn01278	rxn19797	(1) NADP[0] + (1) GLCN[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 5-Dehydrogluconate[0]	(1) GLCN[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 5-Dehydrogluconate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01279	rxn06034	(1) FAD[0] + (1) GLCN[0] => (1) 2-Dehydro-D-gluconate[0] + (1) FADH2[0]	(1) GLCN[0] + (1) A[0] <= (1) 2-Dehydro-D-gluconate[0] + (1) AH2[0]	cpd00015:cpd11609;cpd00982:cpd11610	
rxn01279	rxn19795	(1) FAD[0] + (1) GLCN[0] => (1) 2-Dehydro-D-gluconate[0] + (1) FADH2[0]	(1) GLCN[0] + (1) Acceptor[0] <=> (1) 2-Dehydro-D-gluconate[0] + (1) Donor-H2[0]	cpd00015:cpd22290;cpd00982:cpd26978	
rxn01280	rxn27397	(1) NAD[0] + (1) Glycerate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Tartronate semialdehyde[0]	(1) Glycerate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Tartronate semialdehyde[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01281	rxn27397	(1) NADP[0] + (1) Glycerate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Tartronate semialdehyde[0]	(1) Glycerate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Tartronate semialdehyde[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01283	rxn16893	(1) NAD[0] + (1) CO2[0] + (1) Glycerate[0] <= (1) NADH[0] + (2) H+[0] + (1) Oxaloglycolate[0]	(1) CO2[0] + (1) Glycerate[0] + (1) NAD-P-OR-NOP[0] <= (2) H+[0] + (1) Oxaloglycolate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01284	rxn16893	(1) NADP[0] + (1) CO2[0] + (1) Glycerate[0] <= (1) NADPH[0] + (2) H+[0] + (1) Oxaloglycolate[0]	(1) CO2[0] + (1) Glycerate[0] + (1) NAD-P-OR-NOP[0] <= (2) H+[0] + (1) Oxaloglycolate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01286	rxn40156	(1) H2O[0] + (1) NAD[0] + (1) D-Glyceraldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Glycerate[0]	(1) H2O[0] + (1) D-Glyceraldehyde[0] + (1) A[0] <=> (1) Glycerate[0] + (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn01286	rxn41376	(1) H2O[0] + (1) NAD[0] + (1) D-Glyceraldehyde[0] <=> (1) NADH[0] + (2) H+[0] + (1) Glycerate[0]	(1) H2O[0] + (1) D-Glyceraldehyde[0] + (1) Acceptor[0] <=> (1) H+[0] + (1) Glycerate[0] + (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn01301	rxn19904	(1) NAD[0] + (1) L-Homoserine[0] <=> (1) NADH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0]	(1) L-Homoserine[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) L-Aspartate4-semialdehyde[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01302	rxn19904	(1) NADP[0] + (1) L-Homoserine[0] <=> (1) NADPH[0] + (1) H+[0] + (1) L-Aspartate4-semialdehyde[0]	(1) L-Homoserine[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) L-Aspartate4-semialdehyde[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01313	rxn44951	(1) NADH[0] + (1) H+[0] + (1) Dihydrobiopterin[0] <=> (1) NAD[0] + (1) Tetrahydrobiopterin[0]	(1) Tetrahydrobiopterin[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Dihydrobiopterin[0] + (1) NADH-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn01314	rxn44951	(1) NADPH[0] + (1) H+[0] + (1) Dihydrobiopterin[0] <=> (1) NADP[0] + (1) Tetrahydrobiopterin[0]	(1) Tetrahydrobiopterin[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Dihydrobiopterin[0] + (1) NADH-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn01336	rxn16891	(1) NAD[0] + (1) Testosterone[0] <=> (1) NADH[0] + (1) H+[0] + (1) Androstenedione[0]	(1) Testosterone[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Androstenedione[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01338	rxn16891	(1) NADP[0] + (1) Testosterone[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Androstenedione[0]	(1) Testosterone[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Androstenedione[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn01359	rxn06059	(1) NADP[0] + (1) S-Dihydroorotate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Orotate[0]	(1) S-Dihydroorotate[0] + (1) A[0] <=> (1) Orotate[0] + (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn01361	rxn06059	(1) NAD[0] + (1) S-Dihydroorotate[0] <=> (1) NADH[0] + (1) H+[0] + (1) Orotate[0]	(1) S-Dihydroorotate[0] + (1) A[0] <=> (1) Orotate[0] + (1) AH2[0]	cpd00003:cpd11609;cpd00004:cpd11610	
rxn01363	rxn24537	(1) NAD[0] + (1) Quinate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 5-Dehydroquinate[0]	(1) Quinate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 5-Dehydroquinate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01474	rxn16890	(1) NAD[0] + (1) 6-Phospho-D-gluconate[0] <=> (1) NADH[0] + (1) H+[0] + (1) 6-Phospho-2-dehydro-D-gluconate[0]	(1) 6-Phospho-D-gluconate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 6-Phospho-2-dehydro-D-gluconate[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn01475	rxn16890	(1) NADP[0] + (1) 6-Phospho-D-gluconate[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 6-Phospho-2-dehydro-D-gluconate[0]	(1) 6-Phospho-D-gluconate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 6-Phospho-2-dehydro-D-gluconate[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
