CHEBI:7	 (+)-car-3-ene
CHEBI:16545	 5-valerolactone
CHEBI:16546	 1-O-(trans-sinapoyl)-beta-D-glucose
CHEBI:16547	 (E)-coniferaldehyde
CHEBI:16548	 chlordecone
CHEBI:16551	 alpha,alpha-trehalose
CHEBI:16562	 2-phenylacetamide
CHEBI:16563	 tetrahydropalmatine
CHEBI:16567	 anthranilate
CHEBI:16569	 3-hydroxy-1H-quinolin-4-one
CHEBI:16572	 3-ethylcatechol
CHEBI:16573	 carbonyl sulfide
CHEBI:16579	 anisole
CHEBI:16581	 pregnenolone
CHEBI:16583	 diacetyl
CHEBI:16587	 20-hydroxyecdysone
CHEBI:16591	 all-trans-undecaprenol
CHEBI:16592	 (S)-canadine
CHEBI:16598	 1,1-dichloro-2,2-bis(4-chlorophenyl)ethylene
CHEBI:16602	 trichloroethene
CHEBI:16605	 allyl alcohol
CHEBI:16607	 4-aminoimidazole
CHEBI:16608	 5alpha-cholest-8-en-3beta-ol
CHEBI:16609	 2-dehydro-D-glucose
CHEBI:16615	 biotin amide
CHEBI:16616	 2-methylpropanal O-methyloxime
CHEBI:16619	 (2E,6E)-farnesol
CHEBI:16630	 3-dehydroshikimate
CHEBI:16632	 4-hydroxy-3-methoxybenzoate
CHEBI:16634	 raffinose
CHEBI:16638	 3-methylbutanal
CHEBI:16639	 4-methoxybenzoate
CHEBI:16641	 ethyl (R)-3-hydroxyhexanoate
CHEBI:16651	 (S)-lactate
CHEBI:16653	 cycloeucalenol
CHEBI:16658	 a flavonol 3-O-[beta-D-xylosyl-(1->2)-beta-D-glycoside]
CHEBI:16659	 (R)-glycerate
CHEBI:16660	 (S)-4-hydroxymandelonitrile
CHEBI:16664	 albendazole
CHEBI:16667	 4-hydroxyphenylacetonitrile
CHEBI:16669	 5-dehydro-2-deoxy-D-gluconate
CHEBI:16683	 2,3,6-trihydroxypyridine
CHEBI:16688	 ecdysone
CHEBI:16689	 aldehydo-D-apiose
CHEBI:16694	 5D-(5/6)-5-C-(hydroxymethyl)-2,6-dihydroxycyclohex-2-en-1-one
CHEBI:16698	 cyanamide
CHEBI:16699	 2-dehydro-3-deoxy-D-arabinonate
CHEBI:16700	 indican
CHEBI:16704	 uridine
CHEBI:16706	 2-iodophenol
CHEBI:16708	 adenine
CHEBI:16709	 pyridoxine
CHEBI:16711	 4-hydroxy-2-butynal
CHEBI:16713	 2-amino-4,7-dihydroxypteridine
CHEBI:16715	 1,5-anhydro-D-fructose
CHEBI:16716	 benzene
CHEBI:16719	 (R)-pantolactone
CHEBI:16723	 4-methylsulfanyl-2-oxobutanoate
CHEBI:16724	 4-hydroxybutanoate
CHEBI:16727	 3-maleylpyruvate
CHEBI:16730	 chloramphenicol 3-acetate
CHEBI:16731	 (E)-cinnamaldehyde
CHEBI:16737	 creatinine
CHEBI:16738	 2,4-dichlorophenol
CHEBI:16739	 2-furoate
CHEBI:16744	 pregna-4,9(11)-diene-3,20-dione
CHEBI:16746	 1,2,3,5-tetrahydroxybenzene
CHEBI:16750	 guanosine
CHEBI:16751	 inulobiose
CHEBI:16753	 (R)-pantetheine
CHEBI:16760	 phenanthrene-3,4-diol
CHEBI:16763	 2-oxobutanoate
CHEBI:16767	 3,4-dichloroaniline
CHEBI:16768	 mycothiol
CHEBI:16769	 2-oxoglutaramate
CHEBI:16774	 (2Z,6E)-farnesol
CHEBI:16782	 (S)-2-hydroxyglutarate
CHEBI:16784	 6beta-hydroxyestradiol-17beta
CHEBI:16786	 (3R)-vestitone
CHEBI:16789	 D-lyxose
CHEBI:16791	 vinorine
CHEBI:16792	 firefly oxyluciferin
CHEBI:16793	 Hg(2+)
CHEBI:16794	 scopolamine
CHEBI:16796	 melatonin
CHEBI:16797	 1-methylnicotinamide
CHEBI:16799	 a 16alpha-hydroxysteroid
CHEBI:16802	 sedoheptulose
CHEBI:16803	 N-acetylanthranilate
CHEBI:16806	 xanthine-8-carboxylate
CHEBI:16808	 2-dehydro-D-gluconate
CHEBI:16810	 2-oxoglutarate
CHEBI:16812	 (S,S)-butane-2,3-diol
CHEBI:16813	 galactitol
CHEBI:16815	 enol-phenylpyruvate
CHEBI:16816	 a flavonol 3-O-beta-D-glucoside
CHEBI:16822	 choline sulfate
CHEBI:16825	 (R)-2-methylimino-1-phenylpropan-1-ol
CHEBI:16827	 corticosterone
CHEBI:16829	 polyneuridine aldehyde
CHEBI:16832	 kievitone
CHEBI:16833	 all-trans-neurosporene
CHEBI:16842	 formaldehyde
CHEBI:16843	 cis-1,2-dihydro-3-ethylcatechol
CHEBI:16845	 (S)-2,3,4,5-tetrahydrodipicolinate
CHEBI:16850	 1,2-dihydro-alpha-santonin
CHEBI:16854	 3-fumarylpyruvate
CHEBI:16866	 alizarin
CHEBI:16870	 sn-glycerol 3-phosphocholine
CHEBI:16871	 4-pyridoxolactone
CHEBI:16872	 N-malonylanthranilate
CHEBI:16875	 5,6-dihydroxyindole-2-carboxylate
CHEBI:16879	 diethyl 2-methyl-3-oxosuccinate
CHEBI:16880	 L-ribulose
CHEBI:16881	 indole
CHEBI:16885	 1(F)-beta-D-fructosylsucrose
CHEBI:16887	 5-(4-hydroxy-but-1-ynyl)-2,2'-bithiophene
CHEBI:16892	 4-amino-5-hydroxymethyl-2-methylpyrimidine
CHEBI:16897	 D-erythrose 4-phosphate
CHEBI:16899	 D-mannitol
CHEBI:16904	 9H-fluoren-9-ol
CHEBI:16907	 4-nitroquinoline N-oxide
CHEBI:16910	 mandelonitrile
CHEBI:16918	 3,4,5-trihydroxybenzoate
CHEBI:16923	 N-formyl-L-aspartate
CHEBI:16931	 trans-cyclohexane-1,2-diol
CHEBI:16933	 ergosterol
CHEBI:16935	 L-rhamnofuranose
CHEBI:16937	 5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline
CHEBI:16941	 cis-1,2-dihydroxy-1,2-dihydrodibenzothiophene
CHEBI:16945	 scytalone
CHEBI:16947	 citrate
CHEBI:16953	 N-acetyl-L-aspartate
CHEBI:16959	 albendazole S-oxide
CHEBI:16962	 cortisone
CHEBI:16964	 5-hydroxymethyluracil
CHEBI:16965	 (2R,3R)-2,3-dihydrogossypetin
CHEBI:16967	 (Z)-5-oxohex-2-enedioate
CHEBI:16968	 1,8-diazacyclotetradecane-2,9-dione
CHEBI:16971	 benzene-1,2,4-triol
CHEBI:16973	 21-hydroxyprogesterone
CHEBI:16980	 (2E)-geranial
CHEBI:16982	 (R,R)-butane-2,3-diol
CHEBI:16984	 N-acetylimidazole
CHEBI:16985	 5beta-androstane-3,17-dione
CHEBI:16994	 a 1-(beta-D-galactosyl)-2-(2-hydroxyacyl)sphing-4-enine
CHEBI:16997	 propane-1,2-diol
CHEBI:17000	 tropate
CHEBI:17001	 7,8-dihydroneopterin
CHEBI:17002	 a cholesterol ester
CHEBI:17006	 a neolactoside nLc4Cer(d18:1(4E))
CHEBI:17011	 5-dehydro-D-fructose
CHEBI:17019	 (R)-amygdalin
CHEBI:17026	 progesterone
CHEBI:17030	 cycloartenol
CHEBI:17031	 chelirubine
CHEBI:17034	 octadecanal
CHEBI:17036	 dibenzo[1,4]dioxin-2,3-dione
CHEBI:17037	 (19S)-geissoschizine
CHEBI:17038	 fecosterol
CHEBI:17039	 D-glucurono-6,2-lactone
CHEBI:17043	 biphenyl-2-ol
CHEBI:17045	 nitrous oxide
CHEBI:17051	 fluoride
CHEBI:17057	 D-cellobiose
CHEBI:17058	 3-dehydroecdysone
CHEBI:17059	 2-methylcholine
CHEBI:17064	 4-nitroaniline
CHEBI:17069	 3-hydroxybenzyl alcohol
CHEBI:17071	 glycolaldehyde
CHEBI:17074	 cycasin
CHEBI:17075	 6-hydroxyhexan-6-olide
CHEBI:17081	 dimethylmaleate
CHEBI:17087	 a ketone
CHEBI:17097	 biphenyl
CHEBI:17098	 3,4-dimethoxybenzaldehyde
CHEBI:17100	 L-arabinono-1,4-lactone
CHEBI:17101	 macarpine
CHEBI:17103	 a beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E))
CHEBI:17104	 6-hydroxyprotopine
CHEBI:17105	 4-maleylacetoacetate
CHEBI:17113	 erythritol
CHEBI:17117	 5-dehydro-4-deoxy-D-glucuronate
CHEBI:17120	 hexanoate
CHEBI:17121	 oxomalonate
CHEBI:17122	 N-acetyl-D-mannosamine
CHEBI:17126	 carnitine
CHEBI:17128	 hexanedioate
CHEBI:17129	 (S)-scoulerine
CHEBI:17132	 diethyl (2R,3R)-2-methyl-3-hydroxysuccinate
CHEBI:17135	 a long chain fatty alcohol
CHEBI:17140	 D-xylulose
CHEBI:17143	 5,6-dihydroxy-3-methyl-5,6-dihydroquinolin-2(1H)-one
CHEBI:17147	 5-amino-4-chloro-2-(2,3-dihydroxyphenyl)pyridazin-3(2H)-one
CHEBI:17151	 xylitol
CHEBI:17153	 propanal
CHEBI:17154	 nicotinamide
CHEBI:17158	 methylglyoxal
CHEBI:17159	 (R)-carnitinamide
CHEBI:17160	 17alpha-estradiol
CHEBI:17162	 2-oxooctadecanoate
CHEBI:17163	 (2R)-S-methyl-1-thioglycerate
CHEBI:17164	 stachyose
CHEBI:17167	 (R)-lactaldehyde
CHEBI:17168	 5alpha-cholest-7-en-3beta-ol
CHEBI:17169	 benzaldehyde
CHEBI:17172	 2'-deoxyguanosine
CHEBI:17173	 D-ribulose
CHEBI:17176	 a long-chain fatty aldehyde
CHEBI:17179	 taurolithocholate
CHEBI:17180	 3-hydroxypyruvate
CHEBI:17181	 5-(4-acetoxybut-1-ynyl)-2,2'-bithiophene
CHEBI:17183	 sanguinarine
CHEBI:17184	 chlordecone alcohol
CHEBI:17185	 2,3,5-trihydroxytoluene
CHEBI:17194	 bromochloromethane
CHEBI:17206	 9,11alpha-epoxypregn-4-ene-3,20-dione
CHEBI:17209	 dihydrosanguinarine
CHEBI:17210	 (S)-4-hydroxymandelate
CHEBI:17212	 1,2-dihydroxydibenzothiophene
CHEBI:17214	 (2S)-2-isopropyl-3-oxosuccinate
CHEBI:17215	 L-tyrosine methyl ester
CHEBI:17219	 limonene-1,2-diol
CHEBI:17221	 beta-myrcene
CHEBI:17224	 4-methylumbelliferone
CHEBI:17229	 5-(3-hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene
CHEBI:17231	 3-methylphenol
CHEBI:17237	 crotonobetaine
CHEBI:17240	 itaconate
CHEBI:17241	 pyrazole
CHEBI:17244	 5,6-dihydroquinoline-2,5,6-triol
CHEBI:17245	 CO
CHEBI:17247	 N-isopropylammelide
CHEBI:17251	 pentalenene
CHEBI:17252	 17alpha-hydroxyprogesterone
CHEBI:17253	 1,2-benzoquinone
CHEBI:17254	 4-methylcatechol
CHEBI:17256	 2'-deoxyadenosine
CHEBI:17263	 estrone
CHEBI:17268	 myo-inositol
CHEBI:17269	 Latia luciferin
CHEBI:17272	 propanoate
CHEBI:17274	 an N-acyl-D-glucosamine
CHEBI:17276	 phloretin
CHEBI:17281	 2-deoxy-D-ribono-1,4-lactone
CHEBI:17282	 3-(indol-3-yl)lactate
CHEBI:17292	 a beta-D-Gal-(1->3)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer(d18:1(4E))
CHEBI:17293	 2-aminophenoxazin-3-one
CHEBI:17294	 4,21-dehydrogeissoschizine
CHEBI:17296	 aniline
CHEBI:17300	 tetrachloroethene
CHEBI:17302	 pentadecanal
CHEBI:17304	 piperitenone
CHEBI:17306	 D-maltose
CHEBI:17310	 pyridoxal
CHEBI:17313	 7,8-dihydroxycoumarin
CHEBI:17318	 N-(3,4-dichlorophenyl)malonamate
CHEBI:17319	 5'-deoxyadenosine
CHEBI:17323	 (E)-pinosylvin
CHEBI:17325	 3-hydroxy-3-methylglutarate
CHEBI:17327	 phytol
CHEBI:17331	 N-benzoylanthranilate
CHEBI:17332	 6(F)-alpha-D-galactosylsucrose
CHEBI:17336	 all-trans-retinol
CHEBI:17343	 (2R,3S,4S)-3,4-leucopelargonidin
CHEBI:17346	 4-chlorophenylacetonitrile
CHEBI:17347	 testosterone
CHEBI:17352	 (R)-mandelamide
CHEBI:17354	 a 16beta-hydroxysteroid
CHEBI:17356	 2-acetamidofluorene
CHEBI:17359	 sulfite
CHEBI:17360	 D-altronate
CHEBI:17362	 quinoline
CHEBI:17368	 hypoxanthine
CHEBI:17372	 1,2-dihydrovomilenine
CHEBI:17378	 D-glyceraldehyde
CHEBI:17382	 5'-O-beta-D-glucosylpyridoxine
CHEBI:17388	 (S)-1-pyrroline-5-carboxylate
CHEBI:17389	 a 2-acylglycerol
CHEBI:17390	 allocryptopine
CHEBI:17391	 5-O-(indol-3-ylacetyl)-myo-inositol D-galactoside
CHEBI:17396	 (R)-prunasin
CHEBI:17397	 3-methyloxindole
CHEBI:17399	 L-xylulose
CHEBI:17400	 raucaffricine
CHEBI:17404	 indan-1-one
CHEBI:17408	 a monoacylglycerol
CHEBI:17410	 pteridine-2,4,6,7-tetrol
CHEBI:17412	 R'C(R)S-S(R)CR'
CHEBI:17429	 3-dehydro-alpha-D-glucosyl beta-D-fructofuranoside
CHEBI:17434	 trimethylsulfonium
CHEBI:17435	 naphthalene-1,2-diol
CHEBI:17437	 dimethyl sulfide
CHEBI:17438	 O-beta-D-xylosylzeatin
CHEBI:17439	 cyanocob(III)alamin
CHEBI:17441	 chlorite
CHEBI:17447	 (2E)-geraniol
CHEBI:17453	 methylmalonate
CHEBI:17456	 dithioerythritol
CHEBI:17457	 14'-apo-beta-carotenal
CHEBI:17459	 D-iditol
CHEBI:17464	 L-galactono-1,4-lactone
CHEBI:17465	 phaseollidin hydrate
CHEBI:17467	 4-(dimethylamino)phenylazoxybenzene
CHEBI:17468	 3-((4-bromophenyl)sulfanyl)-2-oxopropanoate
CHEBI:17473	 a 1-O-alkyl-2-acetyl-3-acyl-sn-glycerol
CHEBI:17478	 an aldehyde
CHEBI:17479	 enol-oxaloacetate
CHEBI:17484	 benzyl isothiocyanate
CHEBI:17488	 scopoletin
CHEBI:17490	 O-hexadecanoyl-(R)-carnitine
CHEBI:17495	 cholesteryl 3-beta-D-glucoside
CHEBI:17499	 AH2
CHEBI:17500	 7alpha-hydroxycholesterol
CHEBI:17501	 1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene
CHEBI:17502	 2-methylpropanal oxime
CHEBI:17503	 an N-acyl-D-glutamate
CHEBI:17505	 alpha-D-galactosyl-(1->3)-1D-myo-inositol
CHEBI:17509	 S-methyl-5'-thioadenosine
CHEBI:17512	 methyl-2-alpha-L-fucopyranosyl-beta-D-galactoside
CHEBI:17524	 an N(6)-alkylaminopurine
CHEBI:17527	 1,2,3,6-tetrakis-O-galloyl-beta-D-glucose
CHEBI:17529	 kievitone hydrate
CHEBI:17535	 L-arabinose
CHEBI:17536	 allantoate
CHEBI:17539	 (9Z,11E)-octadecadienoate
CHEBI:17540	 methyl beta-D-galactoside
CHEBI:17544	 hydrogencarbonate
CHEBI:17545	 (E)-(indol-3-yl)acetaldehyde oxime
CHEBI:17546	 (Z)-2-methyl-5-isopropylhexa-2,5-dienal
CHEBI:17551	 ecdysone hexadecanoate
CHEBI:17556	 phaseollidin
CHEBI:17562	 cytidine
CHEBI:17563	 phthalate
CHEBI:17566	 (indol-3-yl)acetonitrile
CHEBI:17567	 O-alkylglycerone
CHEBI:17568	 uracil
CHEBI:17573	 glycyrrhetinate
CHEBI:17578	 toluene
CHEBI:17579	 all-trans-beta-carotene
CHEBI:17580	 linalool
CHEBI:17583	 N-(long-chain-fatty-acyl)-L-glutamate
CHEBI:17585	 (2E)-hexadecenal
CHEBI:17587	 L-gulono-1,4-lactone
CHEBI:17589	 3-chloro-cis,cis-muconate
CHEBI:17590	 octane
CHEBI:17594	 hydroquinone
CHEBI:17596	 inosine
CHEBI:17597	 4-hydroxybenzaldehyde
CHEBI:17598	 phorbol 12,13-dibutanoate
CHEBI:17600	 hexadecanal
CHEBI:17602	 4-aminophenol
CHEBI:17606	 diiodine
CHEBI:17607	 reduced riboflavin
CHEBI:17609	 cortisol 21-acetate
CHEBI:17611	 3-hydroxycyclohexanone
CHEBI:17612	 3,4-dihydroxyphenylacetate
CHEBI:17615	 a 1,2-diacyl-3-O-(beta-D-galactosyl)-sn-glycerol
CHEBI:17616	 all-trans-retinyl hexadecanoate
CHEBI:17617	 L-fuculose
CHEBI:17618	 bis-D-fructose 2',1:2,1'-dianhydride
CHEBI:17631	 alpha-D-Man-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-D-Man
CHEBI:17632	 nitrate
CHEBI:17636	 a sphingomyelin
CHEBI:17640	 indole-3-pyruvate
CHEBI:17649	 hydroxymalonate
CHEBI:17650	 cortisol
CHEBI:17660	 N(6)-dimethylallyladenine
CHEBI:17664	 an alkylamine
CHEBI:17670	 a 1,2-diacyl-3-O-(alpha-D-glucopyranosyl)-sn-glycerol
CHEBI:17681	 2,6-dihydroxypyridine
CHEBI:17682	 benzoin
CHEBI:17684	 N-formyl-L-glutamate
CHEBI:17695	 casbene
CHEBI:17697	 N-acetylserotonin
CHEBI:17698	 chloramphenicol
CHEBI:17700	 2-undecanone
CHEBI:17702	 D-apiitol
CHEBI:17703	 26-hydroxycholesterol
CHEBI:17712	 xanthine
CHEBI:17715	 quinoline-2,8-diol
CHEBI:17716	 lactose
CHEBI:17727	 phorbol 13-butanoate
CHEBI:17735	 N,N-dimethylaniline N-oxide
CHEBI:17737	 desmosterol
CHEBI:17738	 N-methyl-2-oxoglutaramate
CHEBI:17741	 N,N-dimethylformamide
CHEBI:17742	 4-hydroxy-2-oxoglutarate
CHEBI:17745	 (E)-coniferol
CHEBI:17746	 D-xylonate
CHEBI:17747	 bis(2-ethylhexyl)phthalate
CHEBI:17748	 thymidine
CHEBI:17750	 glycine betaine
CHEBI:17754	 glycerol
CHEBI:17756	 (S)-mandelate
CHEBI:17759	 7-dehydrocholesterol
CHEBI:17761	 a ceramide
CHEBI:17762	 5alpha-cholestan-3-one
CHEBI:17763	 4-methylumbelliferyl acetate
CHEBI:17766	 cyclohexane-1,3-dione
CHEBI:17767	 D-mannonate
CHEBI:17770	 1-hydroxy-2-(beta-D-glucosyloxy)-9,10-anthraquinone
CHEBI:17771	 trans-urocanate
CHEBI:17772	 (S)-tetrahydrocolumbamine
CHEBI:17773	 D-ribonate
CHEBI:17775	 urate
CHEBI:17781	 lumichrome
CHEBI:17789	 dihydrochelirubine
CHEBI:17790	 methanol
CHEBI:17791	 obtusifoliol
CHEBI:17792	 RX
CHEBI:17795	 dihydroxyfumarate
CHEBI:17796	 L-idonate
CHEBI:17802	 pseudouridine
CHEBI:17811	 scyllo-inosose
CHEBI:17813	 4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
CHEBI:17814	 salicin
CHEBI:17815	 a 1,2-diacyl-sn-glycerol
CHEBI:17818	 N-[(E)-feruloyl]tyramine
CHEBI:17821	 thymine
CHEBI:17823	 calcitriol
CHEBI:17824	 propan-2-ol
CHEBI:17826	 methylarsonous acid
CHEBI:17828	 2,3-dihydroxyindole
CHEBI:17836	 4-aminobenzoate
CHEBI:17839	 7,8-dihydropteroate
CHEBI:17840	 indoxyl
CHEBI:17846	 (2S)-naringenin
CHEBI:17847	 4-methylphenol
CHEBI:17854	 cyclohexanone
CHEBI:17855	 a triacylglycerol
CHEBI:17861	 4-chlorobenzoate
CHEBI:17863	 D-cellobiono-1,5-lactone
CHEBI:17865	 4-methyl-2-oxopentanoate
CHEBI:17866	 digallate
CHEBI:17871	 3-hydroxypropanal
CHEBI:17874	 dihydrozeatin
CHEBI:17878	 2-hydroxycyclohexan-1-one
CHEBI:17879	 4-hydroxybenzoate
CHEBI:17886	 keto-D-tagaturonate
CHEBI:17889	 isopyridoxal
CHEBI:17890	 indole-3-ethanol
CHEBI:17897	 L-rhamnulose
CHEBI:17898	 all-trans-retinal
CHEBI:17899	 7alpha-hydroxycholest-4-en-3-one
CHEBI:17901	 6-acetyl-D-glucose
CHEBI:17903	 4-(dimethylamino)azobenzene
CHEBI:17907	 styrene oxide
CHEBI:17915	 hexano-6-lactone
CHEBI:17920	 3-methyleneoxindole
CHEBI:17922	 9H-fluoren-9-one
CHEBI:17924	 D-sorbitol
CHEBI:17925	 alpha-D-glucose
CHEBI:17931	 N-hydroxy-2-acetamidofluorene
CHEBI:17933	 calcidiol
CHEBI:17934	 pregnan-21-al
CHEBI:17935	 octanal
CHEBI:17937	 L-rhamnono-1,4-lactone
CHEBI:17938	 5alpha-ergosta-7,22-diene-3beta,5-diol
CHEBI:17941	 diisopropyl fluorophosphate
CHEBI:17945	 N-cyclohexylformamide
CHEBI:17948	 (2R,3R)-dihydroquercetin
CHEBI:17950	 a beta-D-Gal-(1->4)-beta-D-Glc-(1<->1)-Cer(d18:1(4E))
CHEBI:17952	 a flavonol 3-O-[alpha-L-rhamnosyl-(1->6)-beta-D-glucoside]
CHEBI:17953	 xanthopterin-B2
CHEBI:17957	 5-(2-hydroxyethyl)-4-methylthiazole
CHEBI:17958	 an alkyl cinnamate
CHEBI:17967	 urethane
CHEBI:17968	 butanoate
CHEBI:17970	 an N-acyl-D-mannosaminolactone
CHEBI:17977	 benzosemiquinone
CHEBI:17979	 L-xylose
CHEBI:17982	 6-acetamido-3-oxohexanoate
CHEBI:17987	 benzyl alcohol
CHEBI:17989	 daphnin
CHEBI:17990	 1-O-(indol-3-ylacetyl)-beta-D-glucose
CHEBI:17992	 sucrose
CHEBI:17996	 chloride
CHEBI:17997	 N2
CHEBI:17998	 4-methylpentanal
CHEBI:18002	 secologanin
CHEBI:18004	 D-hamamelose
CHEBI:18005	 3-phenylpyruvate
CHEBI:18011	 androstan-3alpha,17beta-diol
CHEBI:18015	 oxidized Latia luciferin
CHEBI:18016	 3',4',5-trihydroxy-3,6,7-trimethoxyflavone
CHEBI:18020	 4-(trimethylamino)butanal
CHEBI:18022	 thiocyanate
CHEBI:18029	 dihydromacarpine
CHEBI:18033	 2-formamidobenzaldehyde
CHEBI:18034	 4-fumarylacetoacetate
CHEBI:18035	 a diacylglycerol
CHEBI:18036	 triphosphate
CHEBI:18041	 (S)-lactaldehyde
CHEBI:18043	 ricinine
CHEBI:18044	 dialkyl ketone
CHEBI:18048	 DIMBOA
CHEBI:18052	 loganate
CHEBI:18056	 globoside Forssman (d18:1(4E))
CHEBI:18057	 vellosimine
CHEBI:18060	 1-haloalkane
CHEBI:18063	 a 2-acyl-3-O-(beta-D-galactosyl)-sn-glycerol
CHEBI:18067	 phylloquinone
CHEBI:18071	 (methylsulfanyl)acetate
CHEBI:18072	 5-hydroxyisourate
CHEBI:18083	 1-methyladenine
CHEBI:18084	 testololactone
CHEBI:18086	 indole-3-acetaldehyde
CHEBI:18092	 8'-apo-beta-carotenol
CHEBI:18093	 4,5beta-dihydrocortisone
CHEBI:18096	 an N-acetylarylalkylamine
CHEBI:18099	 cyclohexanol
CHEBI:18102	 O-octanoyl-(R)-carnitine
CHEBI:18107	 xanthosine
CHEBI:18110	 3-phosphooxypyruvate
CHEBI:18112	 2-aminophenol
CHEBI:18115	 4-hydroxymandelonitrile
CHEBI:18118	 L-xylono-1,4-lactone
CHEBI:18119	 ethyl 3-oxohexanoate
CHEBI:18123	 N-methylnicotinate
CHEBI:18130	 (1R,4R)-5-oxo-1,2-campholide
CHEBI:18135	 catechol
CHEBI:18138	 biuret
CHEBI:18145	 (+)-alpha-tocopherol
CHEBI:18146	 (R)-canadine
CHEBI:18147	 beta-maltose
CHEBI:18153	 ethene
CHEBI:18155	 1,2-didecanoyl-sn-glycerol
CHEBI:18167	 alpha-maltose
CHEBI:18171	 8-O-methylsterigmatocystin
CHEBI:18172	 fluoroacetate
CHEBI:18177	 N-(2-phenylethyl)acetamide
CHEBI:18185	 gamma-tocopherol
CHEBI:18193	 10-deacetylbaccatin III
CHEBI:18195	 alpha,alpha'-trehalose 6,6'-bismycolate
CHEBI:18202	 L-iditol
CHEBI:18204	 16,17-didehydroprogesterone
CHEBI:18212	 selenite
CHEBI:18218	 2'-hydroxybiphenyl-2-sulfinate
CHEBI:18227	 sterigmatocystin
CHEBI:18234	 alpha,alpha'-trehalose 6-mycolate
CHEBI:18236	 6-demethylsterigmatocystin
CHEBI:18249	 ergosta-5,7,22,24(28)-tetraen-3beta-ol
CHEBI:18252	 zymosterol
CHEBI:18254	 a ribonucleoside
CHEBI:18259	 globoside Gb4Cer (d18:1(4E))
CHEBI:18262	 dodecanoate
CHEBI:18265	 2-amino-4-hydroxypteridine
CHEBI:18266	 1D-4-O-methyl-myo-inositol
CHEBI:18268	 D-glucurono-3,6-lactone
CHEBI:18274	 a 2'-deoxyribonucleoside
CHEBI:18276	 H2
CHEBI:18277	 N-(5-phospho-beta-D-ribosyl)anthranilate
CHEBI:18285	 (S)-stylopine
CHEBI:18289	 quinolin-2(1H)-one
CHEBI:18293	 bergapten
CHEBI:18298	 3-hydroxy-2-methyl-3-phytyl-2,3-dihydro-1,4-naphthoquinone
CHEBI:18305	 hydroquinone O-beta-D-glucopyranoside
CHEBI:18310	 an alkane
CHEBI:18313	 globoside Gb3Cer (d18:1(4E))
CHEBI:18316	 hydroxyatrazine
CHEBI:18320	 1,4-dithiothreitol
CHEBI:18322	 6-oxohexanoate
CHEBI:18325	 2-succinylbenzoate
CHEBI:18329	 5alpha-androstane-3beta,17beta-diol
CHEBI:18333	 D-arabinitol
CHEBI:18346	 vanillin
CHEBI:18350	 isoquinolin-1(2H)-one
CHEBI:18351	 4-hydroxyhexan-3-one
CHEBI:18353	 4-hydroxy-3-methoxy-benzenemethanol
CHEBI:18358	 xanthotoxin
CHEBI:18363	 1,2-dehydroreticuline
CHEBI:18364	 4,4-dimethyl-5alpha-cholesta-8,24-dien-3beta-ol
CHEBI:18365	 naphthalene-1,3,6,8-tetrol
CHEBI:18370	 7-deoxyloganin
CHEBI:18378	 4alpha-methyl-5alpha-cholest-7-en-3beta-ol
CHEBI:18379	 a nitrile
CHEBI:18385	 thiamine
CHEBI:18390	 a beta-D-galactosyl-(1<->1')-N-acylsphing-4-enine
CHEBI:18391	 D-gluconate
CHEBI:18393	 1,3,8-trihydroxynaphthalene
CHEBI:18394	 6-O-alpha-D-glucopyranosyl-D-fructose
CHEBI:18395	 2-dehydropantolactone
CHEBI:18401	 2-phenylacetate
CHEBI:18403	 L-arabinitol
CHEBI:18404	 3-methylcatechol
CHEBI:18407	 hydrogen cyanide
CHEBI:18408	 adenosylcob(III)alamin
CHEBI:18410	 N-formylanthranilate
CHEBI:18411	 beta-D-glucosyl-(1->3)-D-glucose
CHEBI:18420	 Mg(2+)
CHEBI:18421	 superoxide
CHEBI:18427	 1D-1-O-methyl-myo-inositol
CHEBI:18450	 (R)-mandelonitrile
CHEBI:18515	 (1S,2S,4R)-limonene-1,2-diol
CHEBI:18533	 5alpha-campestan-3-one
CHEBI:18534	 campest-4-en-3-one
CHEBI:18608	 (6S)-5-methyl-5,6,7,8-tetrahydrofolate
CHEBI:18904	 (3R,6R)-1,3,4,6-tetrachlorocyclohexa-1,4-diene
CHEBI:19168	 a 17-oxo steroid
CHEBI:19203	 1H-pyrrole
CHEBI:19298	 (2Z,4E)-2,3,5-trichloromuconate
CHEBI:19327	 2-hydroxy-6-(2-hydroxyphenoxy)-6-oxo-cis,cis-hexa-2,4-dienoate
CHEBI:19333	 2,4,6-trichloroanisole
CHEBI:19351	 (2,4-dichlorophenoxy)acetate
CHEBI:19375	 (2E,4E)-2,5-dichloromuconate
CHEBI:19418	 2-(acetamidomethylene)-3-(hydroxymethyl)succinate
CHEBI:19504	 (2E,4Z)-2-chloromuconate
CHEBI:19566	 2-deoxyecdysone
