id	name	abbreviation	formula	charge	isCofactor
cpd00388	Allantoate	Allantoate	C4H7N4O4	-1	0
cpd00389	Biliverdin	Biliverdin	C33H32N4O6	-2	0
cpd00390	CDP-glucose	CDP-glucose	C15H23N3O16P2	-2	0
cpd00391	D-Xylonate	D-Xylonate	C5H9O6	-1	0
cpd00392	Erythritol	Erythritol	C4H10O4	0	0
cpd00393	Folate	Folate	C19H17N7O6	-2	0
cpd00394	Gentamicin	Gentamicin	noformula	10000000	0
cpd00395	L-Cysteate	L-Cysteate	C3H6NO5S	-1	0
cpd00396	L-Rhamnose	L-Rhamnose	C6H12O5	0	0
cpd00397	L-Ribulose	L-Ribulose	C5H10O5	0	0
cpd00398	Naringenin	Naringenin	C15H12O5	0	0
cpd00399	Oleoyl-CoA	Oleoyl-CoA	C39H64N7O17P3S	-4	0
cpd00400	Acrylic acid	Acrylic acid	C3H3O2	-1	0
cpd00401	S-Benzoate coenzyme A	S-Benzoate coenzyme A	C28H36N7O17P3S	-4	0
cpd00402	CDP-glycerol	CDP-glycerol	C12H19N3O13P2	-2	0
cpd00403	D-Mannonate	D-Mannonate	C6H11O7	-1	0
cpd00404	D-Ornithine	D-Ornithine	C5H13N2O2	1	0
cpd00405	Hexadecanal	Hexadecanal	C16H32O	0	0
cpd00406	Hypotaurine	Hypotaurine	C2H7NO2S	0	0
cpd00407	(-)-Limonene	(-)-Limonene	C10H16	0	0
cpd00408	(R)-Pantoate	(R)-Pantoate	C6H11O4	-1	0
cpd00409	Androsterone	Androsterone	C19H30O2	0	0
cpd00410	Cytochrome c	Cytochrome c	C42H44FeN8O8R4S2	10000000	0
cpd00411	D-Tryptophan	D-Tryptophan	C11H12N2O2	0	0
cpd00412	Deoxyuridine	Deoxyuridine	C9H12N2O5	0	0
cpd00413	Glutaryl-CoA	Glutaryl-CoA	C26H37N7O19P3S	-5	0
cpd00414	Glycopeptide	Glycopeptide	C36H65N8O17	1	0
cpd00415	Hydroquinone	Hydroquinone	C6H6O2	0	0
cpd00416	Itaconyl-CoA	Itaconyl-CoA	C26H35N7O19P3S	-5	0
cpd00417	L-Arabitol	L-Arabitol	C5H12O5	0	0
cpd00418	Nitric oxide	Nitric oxide	NO	0	0
cpd00419	Pyridoxamine	Pyridoxamine	C8H13N2O2	1	0
cpd00420	Testosterone	Testosterone	C19H28O2	0	0
cpd00421	Triphosphate	Triphosphate	H2O10P3	-3	0
cpd00422	Cinnamoyl-CoA	Cinnamoyl-CoA	C30H38N7O17P3S	-4	0
cpd00423	Cob(II)alamin	Cob(II)alamin	C62H91N13O14P.Co	3	0
cpd00424	Cystathionine	Cystathionine	C7H14N2O4S	0	0
cpd00425	Dimethylamine	Dimethylamine	C2H8N	1	0
cpd00426	Homogentisate	Homogentisate	C8H7O4	-1	0
cpd00427	L-Arabinonate	L-Arabinonate	C5H9O6	-1	0
cpd00428	Methylglyoxal	Methylglyoxal	C3H4O2	0	0
cpd00429	L-Noradrenaline	L-Noradrenaline	C8H12NO3	1	0
cpd00430	Phenyl acetate	Phenyl acetate	C8H8O2	0	0
cpd00431	Sphingomyelin	Sphingomyelin	C24H49N2O6PR	10000000	0
cpd00432	meso-Tartaric acid	meso-Tartaric acid	C4H4O6	-2	0
cpd00433	(+)-Neomenthol	(+)-Neomenthol	C10H20O	0	0
cpd00434	4-Aminobutyraldehyde	4-Aminobutyraldehyde	C4H10NO	1	0
cpd00435	Benzyl alcohol	Benzyl alcohol	C7H8O	0	0
cpd00436	Cyclopentanone	Cyclopentanone	C5H8O	0	0
cpd00437	D-Tagaturonate	D-Tagaturonate	C6H9O7	-1	0
cpd00438	Deoxyadenosine	Deoxyadenosine	C10H13N5O3	0	0
cpd00439	Mandelonitrile	Mandelonitrile	C8H7NO	0	0
cpd00440	Phosphoramidon	Phosphoramidon	C23H32N3O10P	-2	0
cpd00441	Trimethylamine	Trimethylamine	C3H10N	1	0
cpd00442	(3S)-Citryl-CoA	(3S)-Citryl-CoA	C27H36N7O22P3S	-6	0
cpd00443	4-Aminobenzoate	4-Aminobenzoate	C7H6NO2	-1	0
cpd00444	CDP-ethanolamine	CDP-ethanolamine	C11H19N4O11P2	-1	0
cpd00445	Cyclohexylamine	Cyclohexylamine	C6H14N	1	0
cpd00446	3',5'-Cyclic AMP	3',5'-Cyclic AMP	C10H11N5O6P	-1	0
cpd00447	Betaine aldehyde	Betaine aldehyde	C5H12NO	1	0
cpd00448	D-Glyceraldehyde	D-Glyceraldehyde	C3H6O3	0	0
cpd00449	Dihydrolipoamide	Dihydrolipoamide	C8H17NOS2	0	0
cpd00450	Dimethyl sulfide	Dimethyl sulfide	C2H6S	0	0
cpd00451	Guanidinoacetate	Guanidinoacetate	C3H7N3O2	0	0
cpd00452	Phenylacetyl-CoA	Phenylacetyl-CoA	C29H38N7O17P3S	-4	0
cpd00453	Propane-1,2-diol	Propane-1,2-diol	C3H8O2	0	0
cpd00454	Prostaglandin E2	Prostaglandin E2	C20H31O5	-1	0
cpd00455	2-Deoxy-D-glucose	2-Deoxy-D-glucose	C6H12O5	0	0
cpd00456	3-Hydroxybenzoate	3-Hydroxybenzoate	C7H5O3	-1	0
cpd00457	Choline phosphate	Choline phosphate	C5H13NO4P	-1	0
cpd00458	Coniferyl alcohol	Coniferyl alcohol	C10H12O3	0	0
cpd00459	N-Acylneuraminate	N-Acylneuraminate	C10H16NO9R	10000000	0
cpd00460	Sulfoacetaldehyde	Sulfoacetaldehyde	C2H3O4S	-1	0
cpd00461	2-Hydroxy-2,4-pentadienoate	2-Hydroxy-2,4-pentadienoate	C5H5O3	-1	0
cpd00463	Cholest-4-en-3-one	Cholest-4-en-3-one	C27H44O	0	0
cpd00464	Phenylacetaldehyde	Phenylacetaldehyde	C8H8O	0	0
cpd00465	(-)-Ureidoglycolate	(-)-Ureidoglycolate	C3H5N2O4	-1	0
cpd00466	1,10-Phenanthroline	1,10-Phenanthroline	C12H8N2	0	0
cpd00467	3-Sulfino-L-alanine	3-Sulfino-L-alanine	C3H6NO4S	-1	0
cpd00468	Deoxyribonucleotide	Deoxyribonucleotide	C5H10O6PR	10000000	0
cpd00469	N-Acetyllactosamine	N-Acetyllactosamine	C14H25NO11	0	0
cpd00470	N1-Acetylspermidine	N1-Acetylspermidine	C9H23N3O	2	0
cpd00471	Quercetin 3-sulfate	Quercetin 3-sulfate	C15H8O10S	-2	0
cpd00472	UDP-D-galacturonate	UDP-D-galacturonate	C15H19N2O18P2	-3	0
cpd00473	3-Dehydro-L-gulonate	3-Dehydro-L-gulonate	C6H9O7	-1	0
cpd00474	3-Oxo-delta4-steroid	3-Oxo-delta4-steroid	C19H28O	0	0
cpd00475	alpha-D-Ribose 1-phosphate	alpha-D-Ribose 1-phosphate	C5H9O8P	-2	0
cpd00477	N-Acetyl-L-glutamate	N-Acetyl-L-glutamate	C7H9NO5	-2	0
cpd00478	Pyridoxine phosphate	Pyridoxine phosphate	C8H10NO6P	-2	0
cpd00479	2,5-Dihydroxybenzoate	2,5-Dihydroxybenzoate	C7H5O4	-1	0
cpd00480	2-Keto-D-gluconic acid	2-Keto-D-gluconic acid	C6H9O7	-1	0
cpd00481	2-Methylpropanoyl-CoA	2-Methylpropanoyl-CoA	C25H38N7O17P3S	-4	0
cpd00482	2-Phospho-D-glycerate	2-Phospho-D-glycerate	C3H4O7P	-3	0
cpd00483	3-Hydroxyanthranilate	3-Hydroxyanthranilate	C7H6NO3	-1	0
cpd00484	4-Hydroxybenzaldehyde	4-Hydroxybenzaldehyde	C7H6O2	0	0
cpd00485	D-Mannose 1-phosphate	D-Mannose 1-phosphate	C6H11O9P	-2	0
cpd00486	Indole-3-acetaldehyde	Indole-3-acetaldehyde	C10H9NO	0	0
cpd00487	Long-chain fatty acid	Long-chain fatty acid	C3H5O2R	10000000	0
cpd00488	Prostaglandin F2alpha	Prostaglandin F2alpha	C20H33O5	-1	0
cpd00489	4-Hydroxyphenylacetate	4-Hydroxyphenylacetate	C8H7O3	-1	0
cpd00490	5-Hydroxy-L-tryptophan	5-Hydroxy-L-tryptophan	C11H12N2O3	0	0
cpd00491	D-Mannitol 1-phosphate	D-Mannitol 1-phosphate	C6H13O9P	-2	0
cpd00492	N-Acetyl-D-mannosamine	N-Acetyl-D-mannosamine	C8H15NO6	0	0
cpd00493	Pyridoxamine phosphate	Pyridoxamine phosphate	C8H12N2O5P	-1	0
cpd00494	4-Hydroxymandelonitrile	4-Hydroxymandelonitrile	C8H7NO2	0	0
cpd00495	4-Methylene-L-glutamate	4-Methylene-L-glutamate	C6H8NO4	-1	0
cpd00496	D-Arabinono-1,4-lactone	D-Arabinono-1,4-lactone	C5H8O5	0	0
cpd00497	Xanthosine 5'-phosphate	Xanthosine 5'-phosphate	C10H11N4O9P	-2	0
cpd00498	2-Aceto-2-hydroxybutanoate	2-Aceto-2-hydroxybutanoate	C6H9O4	-1	0
cpd00499	alpha-D-Glucose 1,6-bisphosphate	alpha-D-Glucose 1,6-bisphosphate	C6H10O12P2	-4	0
cpd00501	beta-D-Glucose 1-phosphate	beta-D-Glucose 1-phosphate	C6H11O9P	-2	0
cpd00502	5-Formiminotetrahydrofolate	5-Formiminotetrahydrofolate	C20H22N8O6	-2	0
cpd00503	beta-D-Fructose 2,6-bisphosphate	beta-D-Fructose 2,6-bisphosphate	C6H10O12P2	-4	0
cpd00504	LL-2,6-Diaminoheptanedioate	LL-2,6-Diaminoheptanedioate	C7H14N2O4	0	0
cpd00506	gamma-L-Glutamyl-L-cysteine	gamma-L-Glutamyl-L-cysteine	C8H13N2O5S	-1	0
cpd00507	sn-glycero-3-Phosphocholine	sn-glycero-3-Phosphocholine	C8H20NO6P	0	0
cpd00508	(S)-3-Methyl-2-oxopentanoic acid	(S)-3-Methyl-2-oxopentanoic acid	C6H9O3	-1	0
cpd00509	2-Deoxy-D-ribose 1-phosphate	2-Deoxy-D-ribose 1-phosphate	C5H9O7P	-2	0
cpd00510	2-Deoxy-D-ribose 5-phosphate	2-Deoxy-D-ribose 5-phosphate	C5H9O7P	-2	0
cpd00511	5alpha-Androstane-3,17-dione	5alpha-Androstane-3,17-dione	C19H28O2	0	0
cpd00512	Deoxynucleoside 3'-phosphate	Deoxynucleoside 3'-phosphate	C5H10O6PR	10000000	0
cpd00513	Deoxynucleoside 5'-phosphate	Deoxynucleoside 5'-phosphate	C5H10O6PR	10000000	0
cpd00514	Deoxynucleoside triphosphate	Deoxynucleoside triphosphate	C5H12O12P3R	10000000	0
cpd00515	5-Dehydro-4-deoxy-D-glucarate	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	-2	0
cpd00516	meso-2,6-Diaminoheptanedioate	meso-2,6-Diaminoheptanedioate	C7H14N2O4	0	0
cpd00517	1-Acyl-sn-glycerol 3-phosphate	1-Acyl-sn-glycerol 3-phosphate	C4H8O7PR	10000000	0
cpd00518	2-Hydroxymuconate semialdehyde	2-Hydroxymuconate semialdehyde	C6H5O4	-1	0
cpd00519	(S)-Methylmalonyl-CoA	(S)-Methylmalonyl-CoA	C25H35N7O19P3S	-5	0
cpd00520	2-Dehydro-3-deoxy-L-arabinonate	2-Dehydro-3-deoxy-L-arabinonate	C5H7O5	-1	0
cpd00521	4,6-Dideoxy-4-oxo-dTDP-D-glucose	4,6-Dideoxy-4-oxo-dTDP-D-glucose	C16H22N2O15P2	-2	0
cpd00522	dTDP-4-dehydro-6-deoxy-L-mannose	dTDP-4-dehydro-6-deoxy-L-mannose	C16H22N2O15P2	-2	0
cpd00523	alpha,alpha'-Trehalose 6-phosphate	alpha,alpha'-Trehalose 6-phosphate	C12H21O14P	-2	0
cpd00524	2,4,6/3,5-Pentahydroxycyclohexanone	2,4,6/3,5-Pentahydroxycyclohexanone	C6H10O6	0	0
cpd00525	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	C28H39N5O23P2	-4	0
cpd00526	Cholic acid	Cholic acid	C24H39O5	-1	0
cpd00527	Prostaglandin D2	Prostaglandin D2	C20H31O5	-1	0
cpd00528	Nitrogen	Nitrogen	N2	0	0
cpd00530	XTP	XTP	C10H12N4O15P3	-3	0
cpd00531	Mercury(2+)	Mercury(2+)	Hg	2	0
cpd00532	O2.-	O2.-	O2	-1	0
cpd00533	dCDP	dCDP	C9H13N3O10P2	-2	0
cpd00534	Iodide	Iodide	I	-1	0
cpd00536	(9Z)-Octadecenoic acid	(9Z)-Octadecenoic acid	C18H33O2	-1	0
cpd00537	Panose	Panose	C18H32O16	0	0
cpd00538	Pterin	Pterin	C6H5N5O	0	0
cpd00540	Betaine	Betaine	C5H11NO2	0	0
cpd00541	Lipoate	Lipoate	C8H13O2S2	-1	0
cpd00542	Nitrile	Nitrile	CNR	10000000	0
cpd00543	Orcinol	Orcinol	C7H8O2	0	0
cpd00544	Tropine	Tropine	C8H16NO	1	0
cpd00545	Ubenimex	Ubenimex	C16H24N2O4	0	0
cpd00546	Cortisol	Cortisol	C21H30O5	0	0
cpd00547	Cysteine	Cysteine	C3H7NO2S	0	0
cpd00548	D-Hexose	D-Hexose	C6H12O6	0	0
cpd00549	D-Lysine	D-Lysine	C6H15N2O2	1	0
cpd00550	D-Serine	D-Serine	C3H7NO3	0	0
cpd00551	Diacetyl	Diacetyl	C4H6O2	0	0
cpd00552	Fluoride	Fluoride	F	-1	0
cpd00553	Macrocin	Macrocin	C45H76NO17	1	0
cpd00554	Nicotine	Nicotine	C10H15N2	1	0
cpd00555	Oxytocin	Oxytocin	C43H67N12O12S2	1	0
cpd00556	Pyridine	Pyridine	C5H5N	0	0
cpd00557	Siroheme	Siroheme	C42H36N4O16.Fe	-8	0
cpd00558	Spermine	Spermine	C10H30N4	4	0
cpd00559	Squalene	Squalene	C30H50	0	0
cpd00560	Tungsten	Tungsten	W	0	0
cpd00561	4-Hydroxy-3-methoxy-benzaldehyde	4-Hydroxy-3-methoxy-benzaldehyde	C8H8O3	0	0
cpd00562	1-Octanol	1-Octanol	C8H18O	0	0
cpd00563	Berberine	Berberine	C20H18NO4	1	0
cpd00564	Bergaptol	Bergaptol	C11H5O4	-1	0
cpd00565	Coniferin	Coniferin	C16H22O8	0	0
cpd00566	Cortisone	Cortisone	C21H28O5	0	0
cpd00567	D-Proline	D-Proline	C5H9NO2	0	0
cpd00568	D-Sorbose	D-Sorbose	C6H12O6	0	0
cpd00569	Digitonin	Digitonin	C56H92O29	0	0
cpd00570	Flavanone	Flavanone	C15H12O2	0	0
cpd00571	D-Glucarate	D-Glucarate	C6H8O8	-2	0
cpd00572	Histidine	Histidine	C6H9N3O2	0	0
cpd00573	L-Idonate	L-Idonate	C6H11O7	-1	0
cpd00574	Mevaldate	Mevaldate	C6H10O4	0	0
cpd00575	Pepstatin	Pepstatin	C34H62N5O9	-1	0
cpd00576	Phloretin	Phloretin	C15H14O5	0	0
cpd00577	Retinoate	Retinoate	C20H27O2	-1	0
cpd00578	Scytalone	Scytalone	C10H10O4	0	0
cpd00579	Serotonin	Serotonin	C10H13N2O	1	0
cpd00580	Tropinone	Tropinone	C8H14NO	1	0
cpd00581	Urocanate	Urocanate	C6H5N2O2	-1	0
cpd00582	(-)-Vestitone	(-)-Vestitone	C16H14O5	0	0
cpd00583	L-Adrenaline	L-Adrenaline	C9H14NO3	1	0
cpd00584	CDP-ribitol	CDP-ribitol	C14H23N3O15P2	-2	0
cpd00585	Creatinine	Creatinine	C4H7N3O	0	0
cpd00586	D-Arginine	D-Arginine	C6H15N4O2	1	0
cpd00587	D-Cysteine	D-Cysteine	C3H7NO2S	0	0
cpd00588	D-Sorbitol	D-Sorbitol	C6H14O6	0	0
cpd00589	D-Tagatose	D-Tagatose	C6H12O6	0	0
cpd00590	Dicumarol	Dicumarol	C19H11O6	-1	0
cpd00591	Ethylamine	Ethylamine	C2H8N	1	0
cpd00592	Formyl-CoA	Formyl-CoA	C22H32N7O17P3S	-4	0
cpd00593	Isoflavone	Isoflavone	C15H10O2	0	0
cpd00594	L-Gulonate	L-Gulonate	C6H11O7	-1	0
cpd00595	Nucleoside	Nucleoside	C5H9O4R	10000000	0
cpd00596	Oxalureate	Oxalureate	C3H3N2O4	-1	0
cpd00597	Pentanoate	Pentanoate	C5H9O2	-1	0
cpd00598	Propynoate	Propynoate	C3HO2	-1	0
cpd00599	Salicylate	Salicylate	C7H5O3	-1	0
cpd00601	(+)-Camphor	(+)-Camphor	C10H16O	0	0
cpd00602	(-)-Camphor	(-)-Camphor	C10H16O	0	0
cpd00604	4-Coumarate	4-Coumarate	C9H7O3	-1	0
cpd00605	Barbiturate	Barbiturate	C4H3N2O3	-1	0
cpd00606	Biochanin A	Biochanin A	C16H11O5	-1	0
cpd00607	Citramalate	Citramalate	C5H6O5	-2	0
cpd00608	D-Altronate	D-Altronate	C6H11O7	-1	0
cpd00609	D-Glucarate (dup2)	D-Glucarate (dup2)	C6H8O8	-2	0
cpd00610	D-Glutamine	D-Glutamine	C5H10N2O3	0	0
cpd00611	D-Threonine	D-Threonine	C4H9NO3	0	0
cpd00612	Dopaquinone	Dopaquinone	C9H9NO4	0	0
cpd00613	1-Hexadecanol	1-Hexadecanol	C16H34O	0	0
cpd00614	Iron-sulfur	Iron-sulfur	Fe.S	0	0
cpd00615	Kanamycin B	Kanamycin B	C18H42N5O10	5	0
cpd00616	L-Arogenate	L-Arogenate	C10H12NO5	-1	0
cpd00617	Lactoyl-CoA	Lactoyl-CoA	C24H36N7O18P3S	-4	0
cpd00618	Naphthalene	Naphthalene	C10H8	0	0
cpd00619	Oxomalonate	Oxomalonate	C3O5	-2	0
cpd00620	Pantetheine	Pantetheine	C11H22N2O4S	0	0
cpd00621	Paromomycin	Paromomycin	C23H50N5O14	5	0
cpd00622	Sepiapterin	Sepiapterin	C9H11N5O3	0	0
cpd00623	Sphinganine	Sphinganine	C18H40NO2	1	0
cpd00624	Streptidine	Streptidine	C8H20N6O4	2	0
cpd00625	Xanthotoxol	Xanthotoxol	C11H6O4	0	0
cpd00626	dTDP-glucose	dTDP-glucose	C16H24N2O16P2	-2	0
cpd00627	(-)-Menthone	(-)-Menthone	C10H18O	0	0
cpd00628	Prunasin	Prunasin	C14H17NO6	0	0
cpd00629	2-Furoyl-CoA	2-Furoyl-CoA	C26H34N7O18P3S	-4	0
cpd00630	3-Oxoadipate	3-Oxoadipate	C6H6O5	-2	0
cpd00631	4-Pyridoxate	4-Pyridoxate	C8H8NO4	-1	0
cpd00632	6-Oxocineole	6-Oxocineole	C10H16O2	0	0
cpd00633	Ethyl acetate	Ethyl acetate	C4H8O2	0	0
cpd00634	Chlorogenate	Chlorogenate	C16H17O9	-1	0
cpd00635	Cob(I)alamin	Cob(I)alamin	C62H91N13O14P.Co	2	0
cpd00636	Cyclohexanol	Cyclohexanol	C6H12O	0	0
cpd00637	D-Methionine	D-Methionine	C5H11NO2S	0	0
cpd00638	Deamino-NAD+	Deamino-NAD+	C21H24N6O15P2	-2	0
cpd00639	Formononetin	Formononetin	C16H11O4	-1	0
cpd00640	Gibberellin A1	Gibberellin A1	C19H23O6	-1	0
cpd00641	L-Histidinol	L-Histidinol	C6H12N3O	1	0
cpd00642	L-Rhamnulose	L-Rhamnulose	C6H12O5	0	0
cpd00643	Methanofuran	Methanofuran	C34H40N4O15	-4	0
cpd00644	Pantothenate	Pantothenate	C9H16NO5	-1	0
cpd00645	2-Oxooctadecanoic acid	2-Oxooctadecanoic acid	C18H33O3	-1	0
cpd00646	4-Nitrophenol	4-Nitrophenol	C6H5NO3	0	0
cpd00647	Aminomalonate	Aminomalonate	C3H4NO4	-1	0
cpd00648	Angiotensin I	Angiotensin I	C62H90N17O14	1	0
cpd00649	Coenzyme F420	Coenzyme F420	C29H32N5O18P	-4	0
cpd00650	Crotonoyl-CoA	Crotonoyl-CoA	C25H36N7O17P3S	-4	0
cpd00651	D-Arabinonate	D-Arabinonate	C5H9O6	-1	0
cpd00652	D-Galactarate	D-Galactarate	C6H8O8	-2	0
cpd00653	D-Galactonate	D-Galactonate	C6H11O7	-1	0
cpd00654	Deoxycytidine	Deoxycytidine	C9H13N3O4	0	0
cpd00655	Dephospho-CoA	Dephospho-CoA	C21H33N7O13P2S	-2	0
cpd00656	Galactomannan	Galactomannan	C18H32O16	0	0
cpd00657	Homocarnosine	Homocarnosine	C10H16N4O3	0	0
cpd00658	Isochorismate	Isochorismate	C10H8O6	-2	0
cpd00659	Nitrous oxide	Nitrous oxide	N2O	0	0
cpd00660	Pentanoyl-CoA	Pentanoyl-CoA	C26H40N7O17P3S	-4	0
cpd00661	Pregnan-21-al	Pregnan-21-al	C21H34O	0	0
cpd00662	Pregnan-21-ol	Pregnan-21-ol	C21H36O	0	0
cpd00663	Propenoyl-CoA	Propenoyl-CoA	C24H34N7O17P3S	-4	0
cpd00664	Tos-Lys-CH2Cl	Tos-Lys-CH2Cl	C14H22ClN2O3S	1	0
cpd00665	alpha-Maltose	alpha-Maltose	C12H22O11	0	0
cpd00666	(R,R)-Tartaric acid	(R,R)-Tartaric acid	C4H4O6	-2	0
cpd00667	11-cis-Retinol	11-cis-Retinol	C20H30O	0	0
cpd00668	2-Acetolactate	2-Acetolactate	C5H7O4	-1	0
cpd00669	2-Oxohexanoic acid	2-Oxohexanoic acid	C6H9O3	-1	0
cpd00670	Cinnamaldehyde	Cinnamaldehyde	C9H8O	0	0
cpd00671	Citramalyl-CoA	Citramalyl-CoA	C26H37N7O20P3S	-5	0
cpd00672	D-Fructuronate	D-Fructuronate	C6H9O7	-1	0
cpd00673	5,6-Dihydrothymine	5,6-Dihydrothymine	C5H8N2O2	0	0
cpd00674	Gentamicin C1a	Gentamicin C1a	C19H44N5O7	5	0
cpd00675	Leukotriene A4	Leukotriene A4	C20H29O3	-1	0
cpd00676	Ribonucleoside	Ribonucleoside	C5H9O4R	10000000	0
cpd00677	3-Methyladenine	3-Methyladenine	C6H7N5	0	0
cpd00678	Benzyl viologen	Benzyl viologen	C24H22N2	2	0
cpd00679	Cephalosporin C	Cephalosporin C	C16H20N3O8S	-1	0
cpd00680	Chloramphenicol	Chloramphenicol	C11H12Cl2N2O5	0	0
cpd00681	Choline sulfate	Choline sulfate	C5H13NO4S	0	0
cpd00682	CoA-glutathione	CoA-glutathione	C31H46N10O22P3S2	-5	0
cpd00683	Dihydropteroate	Dihydropteroate	C14H13N6O3	-1	0
cpd00684	2,3-Dimethylmaleate	2,3-Dimethylmaleate	C6H6O4	-2	0
cpd00685	Ferricytochrome	Ferricytochrome	noformula	10000000	0
cpd00686	Ferrocytochrome	Ferrocytochrome	noformula	10000000	0
cpd00687	Isonocardicin A	Isonocardicin A	C23H22N4O9	-2	0
cpd00688	Mercaptoethanol	Mercaptoethanol	C2H6OS	0	0
cpd00689	Porphobilinogen	Porphobilinogen	C10H13N2O4	-1	0
cpd00690	Sinapine	Sinapine	C16H24NO5	1	0
cpd00691	UDP-L-arabinose	UDP-L-arabinose	C14H20N2O16P2	-2	0
cpd00693	(R)-Lactaldehyde	(R)-Lactaldehyde	C3H6O2	0	0
cpd00694	2-Aminoadenosine	2-Aminoadenosine	C10H14N6O4	0	0
cpd00695	2-Oxoglutaramate	2-Oxoglutaramate	C5H6NO4	-1	0
cpd00696	3',5'-Cyclic CMP	3',5'-Cyclic CMP	C9H11N3O7P	-1	0
cpd00697	3',5'-Cyclic GMP	3',5'-Cyclic GMP	C10H11N5O7P	-1	0
cpd00698	3',5'-Cyclic IMP	3',5'-Cyclic IMP	C10H10N4O7P	-1	0
cpd00699	3-Dehydroquinate	3-Dehydroquinate	C7H9O6	-1	0
cpd00700	Adenosine 2'-phosphate	Adenosine 2'-phosphate	C10H12N5O7P	-2	0
cpd00701	Dithioerythritol	Dithioerythritol	C4H10O2S2	0	0
cpd00702	Estradiol-17beta	Estradiol-17beta	C18H24O2	0	0
cpd00703	Indole-3-acetate	Indole-3-acetate	C10H8NO2	-1	0
cpd00704	Indole-3-ethanol	Indole-3-ethanol	C10H11NO	0	0
cpd00705	L-2-Aminoadipate	L-2-Aminoadipate	C6H10NO4	-1	0
cpd00706	Mercaptopyruvate	Mercaptopyruvate	C3H3O3S	-1	0
cpd00707	Prostaglandin B1	Prostaglandin B1	C20H31O4	-1	0
cpd00708	Sterigmatocystin	Sterigmatocystin	C18H12O6	0	0
cpd00709	beta-D-Galactose	beta-D-Galactose	C6H12O6	0	0
cpd00710	beta-D-Glucoside	beta-D-Glucoside	C6H11O6R	10000000	0
cpd00711	(-)-trans-Carveol	(-)-trans-Carveol	C10H16O	0	0
cpd00712	2-Dehydropantoate	2-Dehydropantoate	C6H9O4	-1	0
cpd00713	3',5'-Cyclic dAMP	3',5'-Cyclic dAMP	C10H11N5O5P	-1	0
cpd00714	3-Hydroxypropanal	3-Hydroxypropanal	C3H6O2	0	0
cpd00715	4-Pyridoxolactone	4-Pyridoxolactone	C8H7NO3	0	0
cpd00716	Aromatic oxo acid	Aromatic oxo acid	C3H3O3R	10000000	0
cpd00717	Dihydrokaempferol	Dihydrokaempferol	C15H12O6	0	0
cpd00718	Dihydroxyfumarate	Dihydroxyfumarate	C4H2O6	-2	0
cpd00719	GDP-D-mannuronate	GDP-D-mannuronate	C16H20N5O17P2	-3	0
cpd00720	L-Tryptophanamide	L-Tryptophanamide	C11H14N3O	1	0
cpd00721	N-Acetylserotonin	N-Acetylserotonin	C12H14N2O2	0	0
cpd00722	O-Acetyl-L-serine	O-Acetyl-L-serine	C5H9NO4	0	0
cpd00723	Renilla luciferin	Renilla luciferin	C26H21N3O2	0	0
cpd00724	alpha-D-Galactose	alpha-D-Galactose	C6H12O6	0	0
cpd00725	p-Mercuribenzoate	p-Mercuribenzoate	C7H4O2.Hg	0	0
cpd00726	1,3-Diaminopropane	1,3-Diaminopropane	C3H12N2	2	0
cpd00727	2-Phosphoglycolate	2-Phosphoglycolate	C2H2O6P	-3	0
cpd00728	4-Hydroxybutanoic acid	4-Hydroxybutanoic acid	C4H7O3	-1	0
cpd00729	5-Aminopentanamide	5-Aminopentanamide	C5H13N2O	1	0
cpd00730	Aquacob(III)alamin	Aquacob(III)alamin	C62H90N13O14P.Co.H2O	3	0
cpd00731	D-Alanyl-D-alanine	D-Alanyl-D-alanine	C6H12N2O3	0	0
cpd00732	D-Prephenyllactate	D-Prephenyllactate	C13H12O8	-2	0
cpd00733	Ferricytochrome b1	Ferricytochrome b1	noformula	10000000	0
cpd00734	Ferrocytochrome b1	Ferrocytochrome b1	noformula	10000000	0
cpd00735	Formylmethanofuran	Formylmethanofuran	C35H39N4O16	-5	0
cpd00736	Hexose 1-phosphate	Hexose 1-phosphate	C6H11O9P	-2	0
cpd00737	N-Methylnicotinate	N-Methylnicotinate	C7H7NO2	0	0
cpd00738	O-Phospho-L-serine	O-Phospho-L-serine	C3H6NO6P	-2	0
cpd00739	Reduced riboflavin	Reduced riboflavin	C17H22N4O6	0	0
cpd00740	Trimethylsulfonium	Trimethylsulfonium	C3H9S	1	0
cpd00741	UDP-2-deoxyglucose	UDP-2-deoxyglucose	C15H22N2O16P2	-2	0
cpd00742	Urea-1-carboxylate	Urea-1-carboxylate	C2H3N2O3	-1	0
cpd00743	(3S)-Citramalyl-CoA	(3S)-Citramalyl-CoA	C26H37N7O20P3S	-5	0
cpd00744	(R)-Pantolactone	(R)-Pantolactone	C6H10O3	0	0
cpd00745	3-Hydroxypropanoate	3-Hydroxypropanoate	C3H5O3	-1	0
cpd00746	3-Isopropylcatechol	3-Isopropylcatechol	C9H12O2	0	0
cpd00747	cis-4-Hydroxy-L-proline	cis-4-Hydroxy-L-proline	C5H9NO3	0	0
cpd00748	5'-Phosphomonoester	5'-Phosphomonoester	C5H10O7PR	10000000	0
cpd00749	5-Hydroxytryptophan	5-Hydroxytryptophan	C11H12N2O3	0	0
