id	primary_name	equation	definition	status	paired reactions
rxn00102	Carbonic acid hydro-lyase	(1) cpd00067[0] + (1) cpd00242[0] <=> (1) cpd00001[0] + (1) cpd00011[0]	(1) H+[c] + (1) H2CO3[c] <=> (1) CO2[c] + (1) H2O[c]	OK	
rxn00103	Formate:NADP+ oxidoreductase	(1) cpd00006[0] + (1) cpd00047[0] <=> (1) cpd00005[0] + (1) cpd00011[0]	(1) Formate[c] + (1) NADP[c] <=> (1) CO2[c] + (1) NADPH[c]	OK	
rxn00104	ATP:polyphosphate phosphotransferase	(1) cpd00002[0] + (1) cpd00012[0] <=> (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd00421[0]	(1) ATP[c] + (1) PPi[c] <=> (1) ADP[c] + (1) H+[c] + (1) Triphosphate[c]	OK	
rxn00105	ATP:nicotinamide-nucleotide adenylyltransferase	(1) cpd00002[0] + (1) cpd00355[0] <=> (1) cpd00003[0] + (1) cpd00012[0]	(1) ATP[c] + (1) Nicotinamide ribonucleotide[c] <=> (1) NAD[c] + (1) PPi[c]	OK	
rxn00106	Triphosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd00421[0] <=> (1) cpd00009[0] + (1) cpd00012[0]	(1) H2O[c] + (1) Triphosphate[c] <=> (1) PPi[c] + (1) Phosphate[c]	OK	
rxn00107	rxn00107	(1) cpd00002[0] + (1) cpd07923[0] <=> (1) cpd00008[0] + (1) cpd07924[0]	(1) 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate[c] + (1) ATP[c] <=> (1) 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate[c] + (1) ADP[c]	OK	
rxn00108	rxn00108	(1) cpd00008[0] + (1) cpd07923[0] <=> (1) cpd00002[0] + (1) cpd02480[0]	(1) 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate[c] + (1) ADP[c] <=> (1) 5-Hydroxymethyldeoxycytidylate[c] + (1) ATP[c]	OK	
rxn00109	Ammonia:(acceptor) oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00013[0] <=> (1) cpd00004[0] + (2) cpd00067[0] + (1) cpd00165[0]	(1) H2O[c] + (1) NAD[c] + (1) NH3[c] <=> (2) H+[c] + (1) Hydroxylamine[c] + (1) NADH[c]	OK	
rxn00110	Nitrogenous compounds,NADH:oxygen oxidoreductase (3-hydroxylating,	(1) cpd00004[0] + (1) cpd00007[0] + (1) cpd03612[0] <=> (1) cpd00003[0] + (1) cpd00013[0] + (1) cpd00049[0]	(1) NADH[c] + (1) Nitrogenous compounds[c] + (1) O2[c] <=> (1) Carboxylic acid[c] + (1) NAD[c] + (1) NH3[c]	MI:C1|CI:1|HI:-1	
rxn00111	Nitrogenous compounds,NADPH:oxygen oxidoreductase (3-hydroxylating,	(1) cpd00005[0] + (1) cpd00007[0] + (1) cpd03612[0] <=> (1) cpd00006[0] + (1) cpd00013[0] + (1) cpd00049[0]	(1) NADPH[c] + (1) Nitrogenous compounds[c] + (1) O2[c] <=> (1) Carboxylic acid[c] + (1) NADP[c] + (1) NH3[c]	MI:C1|CI:1|HI:-1	
rxn00112	rxn00112	(1) cpd00007[0] + (1) cpd00013[0] + (1) cpd00067[0] <=> (1) cpd00001[0] + (1) cpd00165[0]	(1) H+[c] + (1) NH3[c] + (1) O2[c] <=> (1) H2O[c] + (1) Hydroxylamine[c]	CI:-2	
rxn00113	Carbon-dioxide:ammonia ligase	(1) cpd00001[0] + (2) cpd00002[0] + (1) cpd00011[0] + (1) cpd00013[0] <=> (2) cpd00008[0] + (1) cpd00009[0] + (2) cpd00067[0] + (1) cpd00146[0]	(2) ATP[c] + (1) CO2[c] + (1) H2O[c] + (1) NH3[c] <=> (2) ADP[c] + (1) Carbamoylphosphate[c] + (2) H+[c] + (1) Phosphate[c]	OK	
rxn00114	ATP:carbamate phosphotransferase	(1) cpd00002[0] + (1) cpd00011[0] + (1) cpd00013[0] <=> (1) cpd00008[0] + (1) cpd00067[0] + (1) cpd00146[0]	(1) ATP[c] + (1) CO2[c] + (1) NH3[c] <=> (1) ADP[c] + (1) Carbamoylphosphate[c] + (1) H+[c]	RC|OK	
rxn00115	rxn00115	(1) cpd00011[0] + (1) cpd00013[0] <=> (1) cpd00150[0]	(1) CO2[c] + (1) NH3[c] <=> (1) HCN[c]	MI:O-2|CI:-1|HI:3	
rxn00116	UDP diphosphohydrolase	(1) cpd00001[0] + (1) cpd00014[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00091[0]	(1) H2O[c] + (1) UDP[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) UMP[c]	OK	
rxn00117	ATP:nucleoside-diphosphate phosphatransferase	(1) cpd00002[0] + (1) cpd00014[0] <=> (1) cpd00008[0] + (1) cpd00062[0]	(1) ATP[c] + (1) UDP[c] <=> (1) ADP[c] + (1) UTP[c]	OK	
rxn00118	Uridine triphosphate:AMP phosphotransferase	(1) cpd00018[0] + (1) cpd00062[0] <=> (1) cpd00008[0] + (1) cpd00014[0]	(1) AMP[c] + (1) UTP[c] <=> (1) ADP[c] + (1) UDP[c]	OK	
rxn00119	ATP:nucleoside-phosphate phosphotransferase	(1) cpd00002[0] + (1) cpd00091[0] <=> (1) cpd00008[0] + (1) cpd00014[0]	(1) ATP[c] + (1) UMP[c] <=> (1) ADP[c] + (1) UDP[c]	OK	
rxn00120	UTP diphosphohydrolase	(1) cpd00001[0] + (1) cpd00062[0] <=> (1) cpd00009[0] + (1) cpd00014[0] + (1) cpd00067[0]	(1) H2O[c] + (1) UTP[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) UDP[c]	OK	
rxn00121	FAD nucleotidohydrolase	(1) cpd00001[0] + (1) cpd00015[0] <=> (1) cpd00018[0] + (1) cpd00050[0]	(1) FAD[c] + (1) H2O[c] <=> (1) AMP[c] + (1) FMN[c]	OK	
rxn00122	ATP:FMN adenylyltransferase	(1) cpd00002[0] + (1) cpd00050[0] <=> (1) cpd00012[0] + (1) cpd00015[0]	(1) ATP[c] + (1) FMN[c] <=> (1) FAD[c] + (1) PPi[c]	OK	
rxn00123	pyridoxal-5'-phosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd00016[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00215[0]	(1) H2O[c] + (1) Pyridoxal phosphate[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) Pyridoxal[c]	OK	
rxn00124	ATP:pyridoxal 5'-phosphotransferase	(1) cpd00002[0] + (1) cpd00215[0] <=> (1) cpd00008[0] + (1) cpd00016[0]	(1) ATP[c] + (1) Pyridoxal[c] <=> (1) ADP[c] + (1) Pyridoxal phosphate[c]	OK	
rxn00125	S-Adenosyl-L-methionine hydrolase	(1) cpd00001[0] + (1) cpd00017[0] <=> (1) cpd00067[0] + (1) cpd00147[0] + (1) cpd00227[0]	(1) H2O[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) 5-Methylthioadenosine[c] + (1) H+[c] + (1) L-Homoserine[c]	OK	
rxn00126	ATP:L-methione S-adenosyltransferase	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00060[0] <=> (1) cpd00009[0] + (1) cpd00012[0] + (1) cpd00017[0]	(1) ATP[c] + (1) H2O[c] + (1) L-Methionine[c] <=> (1) PPi[c] + (1) Phosphate[c] + (1) S-Adenosyl-L-methionine[c]	OK	
rxn00127	S-Adenosyl-L-methionine carboxy-lyase	(1) cpd00017[0] + (1) cpd00067[0] <=> (1) cpd00011[0] + (1) cpd00837[0]	(1) H+[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) CO2[c] + (1) S-Adenosylmethioninamine[c]	OK	
rxn00128	S-Adenosyl-L-methionine methylthioadenosine-lyase	(1) cpd00017[0] <=> (1) cpd00067[0] + (1) cpd00147[0] + (1) cpd00909[0]	(1) S-Adenosyl-L-methionine[c] <=> (1) 1-Aminocyclopropane-1-carboxylate[c] + (1) 5-Methylthioadenosine[c] + (1) H+[c]	OK	
rxn00129	S-Adenosyl-L-methionine alkyltransferase (cyclizing)	(1) cpd00017[0] <=> (1) cpd00147[0] + (1) cpd01873[0]	(1) S-Adenosyl-L-methionine[c] <=> (1) 2-Aminobutan-4-olide[c] + (1) 5-Methylthioadenosine[c]	OK	
rxn00130	AMP aminohydrolase	(1) cpd00001[0] + (1) cpd00018[0] + (1) cpd00067[0] <=> (1) cpd00013[0] + (1) cpd00114[0]	(1) AMP[c] + (1) H+[c] + (1) H2O[c] <=> (1) IMP[c] + (1) NH3[c]	OK	
rxn00131	AMP phosphoribohydrolase	(1) cpd00001[0] + (1) cpd00018[0] <=> (1) cpd00101[0] + (1) cpd00128[0]	(1) AMP[c] + (1) H2O[c] <=> (1) Adenine[c] + (1) ribose-5-phosphate[c]	OK	
rxn00132	Adenosine 5'-monophosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd00018[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd00182[0]	(1) AMP[c] + (1) H2O[c] <=> (1) Adenosine[c] + (1) H+[c] + (1) Phosphate[c]	OK	
rxn00133	P1,P4-Bis(5'-adenosyl) tetraphosphate nucleotidohydrolase	(1) cpd00001[0] + (1) cpd00924[0] <=> (1) cpd00002[0] + (1) cpd00018[0]	(1) AppppA[c] + (1) H2O[c] <=> (1) AMP[c] + (1) ATP[c]	OK	
rxn00134	ATP:adenosine 5'-phosphotransferase	(1) cpd00002[0] + (1) cpd00182[0] <=> (1) cpd00008[0] + (1) cpd00018[0]	(1) ATP[c] + (1) Adenosine[c] <=> (1) ADP[c] + (1) AMP[c]	OK	
rxn00135	(S)-Lactate adenylohydrolase	(1) cpd00001[0] + (1) cpd02644[0] <=> (1) cpd00008[0] + (1) cpd00018[0]	(1) H2O[c] + (1) P1,P2-Bis(5'-adenosyl) triphosphate[c] <=> (1) ADP[c] + (1) AMP[c]	OK	
rxn00136	P1,P3-Bis(5'-adenosyl) triphosphate adenylohydrolase	(1) cpd00001[0] + (1) cpd03705[0] <=> (1) cpd00008[0] + (1) cpd00018[0]	(1) ApppA[c] + (1) H2O[c] <=> (1) ADP[c] + (1) AMP[c]	OK	
rxn00137	Adenosine 3',5'-bisphosphate 3'(2')-phosphohydrolase	(1) cpd00001[0] + (1) cpd00045[0] <=> (1) cpd00009[0] + (1) cpd00018[0] + (1) cpd00067[0]	(1) Adenosine 3-5-bisphosphate[c] + (1) H2O[c] <=> (1) AMP[c] + (1) H+[c] + (1) Phosphate[c]	OK	
rxn00138	Deamino-NAD+:ammonia ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd00638[0] <=> (1) cpd00003[0] + (1) cpd00012[0] + (1) cpd00018[0]	(1) ATP[c] + (1) Deamido-NAD[c] + (1) NH3[c] <=> (1) AMP[c] + (1) NAD[c] + (1) PPi[c]	OK	
rxn00139	AMP:pyrophosphate phosphoribosyltransferase	(1) cpd00012[0] + (1) cpd00018[0] <=> (1) cpd00103[0] + (1) cpd00128[0]	(1) AMP[c] + (1) PPi[c] <=> (1) Adenine[c] + (1) PRPP[c]	OK	
rxn00140	Adenosine 3',5'-phosphate 5'-nucleotidohydrolase	(1) cpd00001[0] + (1) cpd00446[0] <=> (1) cpd00018[0]	(1) H2O[c] + (1) cAMP[c] <=> (1) AMP[c]	OK	
rxn00141	S-Adenosyl-L-homocysteine hydrolase	(1) cpd00001[0] + (1) cpd00019[0] <=> (1) cpd00135[0] + (1) cpd00182[0]	(1) H2O[c] + (1) S-Adenosyl-homocysteine[c] <=> (1) Adenosine[c] + (1) Homocysteine[c]	OK	
rxn00142	S-Adenosyl-L-homocysteine aminohydrolase	(1) cpd00001[0] + (1) cpd00019[0] + (1) cpd00067[0] <=> (1) cpd00013[0] + (1) cpd02171[0]	(1) H+[c] + (1) H2O[c] + (1) S-Adenosyl-homocysteine[c] <=> (1) NH3[c] + (1) S-Inosyl-L-homocysteine[c]	OK	
rxn00143	S-Adenosyl-L-homocysteine homocysteinylribohydrolase	(1) cpd00001[0] + (1) cpd00019[0] <=> (1) cpd00128[0] + (1) cpd02227[0]	(1) H2O[c] + (1) S-Adenosyl-homocysteine[c] <=> (1) Adenine[c] + (1) S-Ribosylhomocysteine[c]	OK	
rxn00144	2,3-Diaminopropionate ammonia-lyase	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd03828[0] <=> (2) cpd00013[0] + (1) cpd00020[0]	(1) 2,3-Diaminopropionate[c] + (1) H+[c] + (1) H2O[c] <=> (2) NH3[c] + (1) Pyruvate[c]	OK	
rxn00145	(S)-Lactate:ferricytochrome-c 2-oxidoreductase	(2) cpd00109[0] + (1) cpd00159[0] <=> (1) cpd00020[0] + (2) cpd00067[0] + (2) cpd00110[0]	(2) Cytochrome c3+[c] + (1) L-Lactate[c] <=> (2) Cytochrome c2+[c] + (2) H+[c] + (1) Pyruvate[c]	OK	
rxn00146	(R)-Lactate:ferricytochrome-c 2-oxidoreductase	(2) cpd00109[0] + (1) cpd00221[0] <=> (1) cpd00020[0] + (2) cpd00067[0] + (2) cpd00110[0]	(2) Cytochrome c3+[c] + (1) D-Lactate[c] <=> (2) Cytochrome c2+[c] + (2) H+[c] + (1) Pyruvate[c]	OK	
rxn00147	ATP:pyruvate,water phosphotransferase	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00020[0] <=> (1) cpd00009[0] + (1) cpd00018[0] + (1) cpd00061[0] + (1) cpd00067[0]	(1) ATP[c] + (1) H2O[c] + (1) Pyruvate[c] <=> (1) AMP[c] + (1) H+[c] + (1) Phosphate[c] + (1) Phosphoenolpyruvate[c]	OK	
rxn00148	ATP:pyruvate O2-phosphotransferase	(1) cpd00002[0] + (1) cpd00020[0] <=> (1) cpd00008[0] + (1) cpd00061[0]	(1) ATP[c] + (1) Pyruvate[c] <=> (1) ADP[c] + (1) Phosphoenolpyruvate[c]	OK	
rxn00149	Pyruvaldehyde:NAD+ oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00428[0] <=> (1) cpd00004[0] + (1) cpd00020[0] + (2) cpd00067[0]	(1) 2-Oxopropanal[c] + (1) H2O[c] + (1) NAD[c] <=> (2) H+[c] + (1) NADH[c] + (1) Pyruvate[c]	OK	
rxn00150	2-Oxopropanal:NADP+ oxidoreductase	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00428[0] <=> (1) cpd00005[0] + (1) cpd00020[0] + (2) cpd00067[0]	(1) 2-Oxopropanal[c] + (1) H2O[c] + (1) NADP[c] <=> (2) H+[c] + (1) NADPH[c] + (1) Pyruvate[c]	OK	
rxn00151	ATP:pyruvate,orthophosphate phosphotransferase	(1) cpd00002[0] + (1) cpd00009[0] + (1) cpd00020[0] + (1) cpd00067[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00061[0]	(1) ATP[c] + (1) H+[c] + (1) Phosphate[c] + (1) Pyruvate[c] <=> (1) AMP[c] + (1) PPi[c] + (1) Phosphoenolpyruvate[c]	OK	
rxn00152	Pyruvate:oxygen 2-oxidoreductase (phosphorylating)	(1) cpd00007[0] + (1) cpd00009[0] + (1) cpd00020[0] + (2) cpd00067[0] <=> (1) cpd00011[0] + (1) cpd00025[0] + (1) cpd00196[0]	(2) H+[c] + (1) O2[c] + (1) Phosphate[c] + (1) Pyruvate[c] <=> (1) Acetylphosphate[c] + (1) CO2[c] + (1) H2O2[c]	OK	
rxn00153	Phosphoenolpyruvate phosphohydrolase	(1) cpd00001[0] + (1) cpd00061[0] <=> (1) cpd00009[0] + (1) cpd00020[0] + (1) cpd00067[0]	(1) H2O[c] + (1) Phosphoenolpyruvate[c] <=> (1) H+[c] + (1) Phosphate[c] + (1) Pyruvate[c]	OK	
rxn00154	pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating)	(1) cpd00003[0] + (1) cpd00010[0] + (1) cpd00020[0] <=> (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00022[0]	(1) CoA[c] + (1) NAD[c] + (1) Pyruvate[c] <=> (1) Acetyl-CoA[c] + (1) CO2[c] + (1) NADH[c]	OK	
rxn00155	pyruvate:NADP+ 2-oxidoreductase (CoA-acetylating)	(1) cpd00006[0] + (1) cpd00010[0] + (1) cpd00020[0] <=> (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00022[0]	(1) CoA[c] + (1) NADP[c] + (1) Pyruvate[c] <=> (1) Acetyl-CoA[c] + (1) CO2[c] + (1) NADPH[c]	OK	
rxn00156	Glyoxylate:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd00010[0] + (1) cpd00020[0] + (1) cpd00067[0] <=> (1) cpd00011[0] + (1) cpd00022[0] + (1) cpd00025[0]	(1) CoA[c] + (1) H+[c] + (1) O2[c] + (1) Pyruvate[c] <=> (1) Acetyl-CoA[c] + (1) CO2[c] + (1) H2O2[c]	OK	
rxn00157	Acetyl-CoA:formate C-acetyltransferase	(1) cpd00022[0] + (1) cpd00047[0] <=> (1) cpd00010[0] + (1) cpd00020[0]	(1) Acetyl-CoA[c] + (1) Formate[c] <=> (1) CoA[c] + (1) Pyruvate[c]	OK	
rxn00158	O-Carbamoyl-L-serine ammonia-lyase (pyruvate-forming)	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd01933[0] <=> (1) cpd00011[0] + (2) cpd00013[0] + (1) cpd00020[0]	(1) H+[c] + (1) H2O[c] + (1) O-Carbamoyl-L-serine[c] <=> (1) CO2[c] + (2) NH3[c] + (1) Pyruvate[c]	OK	
rxn00159	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	(1) cpd00003[0] + (1) cpd00130[0] <=> (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00020[0]	(1) L-Malate[c] + (1) NAD[c] <=> (1) CO2[c] + (1) NADH[c] + (1) Pyruvate[c]	OK	
rxn00160	(R)-Malate:NAD+ oxidoreductase (decarboxylating)	(1) cpd00003[0] + (1) cpd00386[0] <=> (1) cpd00004[0] + (1) cpd00011[0] + (1) cpd00020[0]	(1) D-Malate[c] + (1) NAD[c] <=> (1) CO2[c] + (1) NADH[c] + (1) Pyruvate[c]	OK	
rxn00161	(S)-Malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)	(1) cpd00006[0] + (1) cpd00130[0] <=> (1) cpd00005[0] + (1) cpd00011[0] + (1) cpd00020[0]	(1) L-Malate[c] + (1) NADP[c] <=> (1) CO2[c] + (1) NADPH[c] + (1) Pyruvate[c]	OK	
rxn00162	Oxaloacetate carboxy-lyase	(1) cpd00032[0] + (1) cpd00067[0] <=> (1) cpd00011[0] + (1) cpd00020[0]	(1) H+[c] + (1) Oxaloacetate[c] <=> (1) CO2[c] + (1) Pyruvate[c]	OK	
rxn00163	acetylenedicarboxylate carboxy-lyase	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd02080[0] <=> (1) cpd00011[0] + (1) cpd00020[0]	(1) 2-Butynedioic acid[c] + (1) H+[c] + (1) H2O[c] <=> (1) CO2[c] + (1) Pyruvate[c]	OK	
rxn00164	rxn00164	(1) cpd00011[0] + (1) cpd00020[0] <=> (1) cpd00067[0] + (1) cpd02469[0]	(1) CO2[c] + (1) Pyruvate[c] <=> (1) H+[c] + (1) enol-Oxaloacetate[c]	OK	
rxn00165	L-serine ammonia-lyase	(1) cpd00054[0] <=> (1) cpd00013[0] + (1) cpd00020[0]	(1) L-Serine[c] <=> (1) NH3[c] + (1) Pyruvate[c]	OK	
rxn00166	D-serine ammonia-lyase	(1) cpd00550[0] <=> (1) cpd00013[0] + (1) cpd00020[0]	(1) D-Serine[c] <=> (1) NH3[c] + (1) Pyruvate[c]	OK	
rxn00168	Pyruvate carboxy-lyase	(1) cpd00020[0] + (1) cpd00067[0] <=> (1) cpd00011[0] + (1) cpd00071[0]	(1) H+[c] + (1) Pyruvate[c] <=> (1) Acetaldehyde[c] + (1) CO2[c]	OK	
rxn00170	Acetyl-CoA hydrolase	(1) cpd00001[0] + (1) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00029[0] + (1) cpd00067[0]	(1) Acetyl-CoA[c] + (1) H2O[c] <=> (1) Acetate[c] + (1) CoA[c] + (1) H+[c]	OK	
rxn00171	acetaldehyde:NAD+ oxidoreductase (CoA-acetylating)	(1) cpd00003[0] + (1) cpd00010[0] + (1) cpd00071[0] <=> (1) cpd00004[0] + (1) cpd00022[0] + (1) cpd00067[0]	(1) Acetaldehyde[c] + (1) CoA[c] + (1) NAD[c] <=> (1) Acetyl-CoA[c] + (1) H+[c] + (1) NADH[c]	OK	
rxn00172	Acetate:CoA ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00022[0]	(1) ATP[c] + (1) Acetate[c] + (1) CoA[c] <=> (1) ADP[c] + (1) Acetyl-CoA[c] + (1) Phosphate[c]	OK	
rxn00173	Acetyl-CoA:orthophosphate acetyltransferase	(1) cpd00009[0] + (1) cpd00022[0] + (1) cpd00067[0] <=> (1) cpd00010[0] + (1) cpd00196[0]	(1) Acetyl-CoA[c] + (1) H+[c] + (1) Phosphate[c] <=> (1) Acetylphosphate[c] + (1) CoA[c]	OK	
rxn00174	Malonyl-CoA carboxy-lyase	(1) cpd00067[0] + (1) cpd00070[0] <=> (1) cpd00011[0] + (1) cpd00022[0]	(1) H+[c] + (1) Malonyl-CoA[c] <=> (1) Acetyl-CoA[c] + (1) CO2[c]	OK	
rxn00175	Acetate:CoA ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00029[0] + (1) cpd00067[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00022[0]	(1) ATP[c] + (1) Acetate[c] + (1) CoA[c] + (1) H+[c] <=> (1) AMP[c] + (1) Acetyl-CoA[c] + (1) PPi[c]	OK	
rxn00176	Acetyl adenylate:CoA ligase (AMP-forming)	(1) cpd00010[0] + (1) cpd03566[0] <=> (1) cpd00018[0] + (1) cpd00022[0]	(1) Acetyl adenylate[c] + (1) CoA[c] <=> (1) AMP[c] + (1) Acetyl-CoA[c]	OK	
rxn00177	(3S)-Citramalyl-CoA pyruvate-lyase	(1) cpd00743[0] <=> (1) cpd00020[0] + (1) cpd00022[0]	(1) L-Citramalyl-CoA[c] <=> (1) Acetyl-CoA[c] + (1) Pyruvate[c]	OK	
rxn00178	Acetyl-CoA:acetyl-CoA C-acetyltransferase	(2) cpd00022[0] <=> (1) cpd00010[0] + (1) cpd00279[0]	(2) Acetyl-CoA[c] <=> (1) Acetoacetyl-CoA[c] + (1) CoA[c]	OK	
rxn00179	ATP:L-glutamate 5-phosphotransferase	(1) cpd00002[0] + (1) cpd00023[0] + (1) cpd00067[0] <=> (1) cpd00008[0] + (1) cpd02097[0]	(1) ATP[c] + (1) H+[c] + (1) L-Glutamate[c] <=> (1) ADP[c] + (1) L-Glutamyl 5-phosphate[c]	OK	
rxn00180	ATP:L-glutamate 1-phosphotransferase	(1) cpd00002[0] + (1) cpd00023[0] + (1) cpd00067[0] <=> (1) cpd00008[0] + (1) cpd02339[0]	(1) ATP[c] + (1) H+[c] + (1) L-Glutamate[c] <=> (1) ADP[c] + (1) alpha-D-Glutamyl phosphate[c]	OK	
rxn00181	ATP:L-glutamate 1-phosphotransferase	(1) cpd00002[0] + (1) cpd00023[0] + (1) cpd00067[0] <=> (1) cpd00008[0] + (1) cpd03413[0]	(1) ATP[c] + (1) H+[c] + (1) L-Glutamate[c] <=> (1) ADP[c] + (1) L-Glutamyl 1-phosphate[c]	OK	
rxn00182	L-Glutamate:NAD+ oxidoreductase (deaminating)	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00023[0] <=> (1) cpd00004[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]	(1) H2O[c] + (1) L-Glutamate[c] + (1) NAD[c] <=> (1) 2-Oxoglutarate[c] + (1) H+[c] + (1) NADH[c] + (1) NH3[c]	OK	
rxn00183	L-Glutamate 5-semialdehyde:NAD+ oxidoreductase	(1) cpd00001[0] + (1) cpd00003[0] + (1) cpd00858[0] <=> (1) cpd00004[0] + (1) cpd00023[0] + (2) cpd00067[0]	(1) H2O[c] + (1) L-Glutamate5-semialdehyde[c] + (1) NAD[c] <=> (2) H+[c] + (1) L-Glutamate[c] + (1) NADH[c]	OK	
rxn00184	L-Glutamate:NADP+ oxidoreductase (deaminating)	(1) cpd00001[0] + (1) cpd00006[0] + (1) cpd00023[0] <=> (1) cpd00005[0] + (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00067[0]	(1) H2O[c] + (1) L-Glutamate[c] + (1) NADP[c] <=> (1) 2-Oxoglutarate[c] + (1) H+[c] + (1) NADPH[c] + (1) NH3[c]	OK	
rxn00185	L-Glutamate:oxygen oxidoreductase (deaminating)	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00023[0] <=> (1) cpd00013[0] + (1) cpd00024[0] + (1) cpd00025[0]	(1) H2O[c] + (1) L-Glutamate[c] + (1) O2[c] <=> (1) 2-Oxoglutarate[c] + (1) H2O2[c] + (1) NH3[c]	OK	
rxn00186	5-Oxoproline amidohydrolase (ATP-hydrolysing)	(2) cpd00001[0] + (1) cpd00002[0] + (1) cpd01293[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00023[0] + (1) cpd00067[0]	(1) 5-Oxoproline[c] + (1) ATP[c] + (2) H2O[c] <=> (1) ADP[c] + (1) H+[c] + (1) L-Glutamate[c] + (1) Phosphate[c]	OK	
rxn00187	L-Glutamate:ammonia ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00013[0] + (1) cpd00023[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00053[0] + (1) cpd00067[0]	(1) ATP[c] + (1) L-Glutamate[c] + (1) NH3[c] <=> (1) ADP[c] + (1) H+[c] + (1) L-Glutamine[c] + (1) Phosphate[c]	OK	
rxn00188	rxn00188	(1) cpd00011[0] + (1) cpd00013[0] + (1) cpd00023[0] <=> (1) cpd00001[0] + (2) cpd00067[0] + (1) cpd03460[0]	(1) CO2[c] + (1) L-Glutamate[c] + (1) NH3[c] <=> (2) H+[c] + (1) H2O[c] + (1) N-Carbamyl-L-glutamate[c]	OK	
rxn00189	L-Glutamine amidohydrolase	(1) cpd00001[0] + (1) cpd00053[0] <=> (1) cpd00013[0] + (1) cpd00023[0]	(1) H2O[c] + (1) L-Glutamine[c] <=> (1) L-Glutamate[c] + (1) NH3[c]	OK	
rxn00190	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)	(1) cpd00001[0] + (1) cpd00002[0] + (1) cpd00053[0] + (1) cpd00638[0] <=> (1) cpd00003[0] + (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd00023[0]	(1) ATP[c] + (1) Deamido-NAD[c] + (1) H2O[c] + (1) L-Glutamine[c] <=> (1) AMP[c] + (1) L-Glutamate[c] + (1) NAD[c] + (1) PPi[c]	OK	
rxn00191	L-Alanine:2-oxoglutarate aminotransferase	(1) cpd00024[0] + (1) cpd00035[0] <=> (1) cpd00020[0] + (1) cpd00023[0]	(1) 2-Oxoglutarate[c] + (1) L-Alanine[c] <=> (1) L-Glutamate[c] + (1) Pyruvate[c]	OK	
rxn00192	Acetyl-CoA:L-glutamate N-acetyltransferase	(1) cpd00022[0] + (1) cpd00023[0] <=> (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd00477[0]	(1) Acetyl-CoA[c] + (1) L-Glutamate[c] <=> (1) CoA[c] + (1) H+[c] + (1) N-Acetyl-L-glutamate[c]	OK	
