id	name	source	features	aliases
ftr00327	LSU ribosomal protein L16p (L10e), mitochondrial	ModelSEED	null	msfr.327
ftr00328	LSU ribosomal protein L17p, mitochondrial	ModelSEED	null	msfr.328
ftr00329	LSU ribosomal protein L18p (L5e), mitochondrial	ModelSEED	null	msfr.329
ftr00330	LSU ribosomal protein L19p, mitochondrial	ModelSEED	null	msfr.330
ftr00331	LSU ribosomal protein L20p, mitochondrial	ModelSEED	null	msfr.331
ftr00332	LSU ribosomal protein L21p, mitochondrial	ModelSEED	null	msfr.332
ftr00333	LSU ribosomal protein L22p (L17e), mitochondrial	ModelSEED	null	msfr.333
ftr00334	LSU ribosomal protein L23p (L23Ae), mitochondrial	ModelSEED	null	msfr.334
ftr00335	LSU ribosomal protein L24p (L26e), mitochondrial	ModelSEED	null	msfr.335
ftr00336	LSU ribosomal protein L25p, mitochondrial	ModelSEED	null	msfr.336
ftr00337	LSU ribosomal protein L27p, mitochondrial	ModelSEED	null	msfr.337
ftr00338	LSU ribosomal protein L28p, mitochondrial	ModelSEED	null	msfr.338
ftr00340	LSU ribosomal protein L30p (L7e), mitochondrial	ModelSEED	null	msfr.340
ftr00341	LSU ribosomal protein L31p, mitochondrial	ModelSEED	null	msfr.341
ftr00342	LSU ribosomal protein L32p, mitochondrial	ModelSEED	null	msfr.342
ftr00343	LSU ribosomal protein L33p, mitochondrial	ModelSEED	null	msfr.343
ftr00344	LSU ribosomal protein L34p, mitochondrial	ModelSEED	null	msfr.344
ftr00346	LSU ribosomal protein L36p, mitochondrial	ModelSEED	null	msfr.346
ftr00347	LSU ribosomal protein L37mt, mitochondrial	ModelSEED	null	msfr.347
ftr00348	LSU ribosomal protein L38mt, mitochondrial	ModelSEED	null	msfr.348
ftr00349	LSU ribosomal protein L39mt, mitochondrial	ModelSEED	null	msfr.349
ftr00350	LSU ribosomal protein L40mt, mitochondrial	ModelSEED	null	msfr.350
ftr00351	LSU ribosomal protein L41mt, mitochondrial	ModelSEED	null	msfr.351
ftr00352	LSU ribosomal protein L42mt, mitochondrial	ModelSEED	null	msfr.352
ftr00353	LSU ribosomal protein L43mt, mitochondrial	ModelSEED	null	msfr.353
ftr00354	LSU ribosomal protein L44mt, mitochondrial	ModelSEED	null	msfr.354
ftr00355	LSU ribosomal protein L45mt, mitochondrial	ModelSEED	null	msfr.355
ftr00356	LSU ribosomal protein L46mt, mitochondrial	ModelSEED	null	msfr.356
ftr00357	LSU ribosomal protein L47mt, mitochondrial	ModelSEED	null	msfr.357
ftr00358	LSU ribosomal protein L48mt, mitochondrial	ModelSEED	null	msfr.358
ftr00359	LSU ribosomal protein L49mt, mitochondrial	ModelSEED	null	msfr.359
ftr00360	LSU ribosomal protein L50mt, mitochondrial	ModelSEED	null	msfr.360
ftr00361	LSU ribosomal protein L51mt, mitochondrial	ModelSEED	null	msfr.361
ftr00362	LSU ribosomal protein L52mt, mitochondrial	ModelSEED	null	msfr.362
ftr00363	LSU ribosomal protein L53mt, mitochondrial	ModelSEED	null	msfr.363
ftr00364	LSU ribosomal protein L54mt, mitochondrial	ModelSEED	null	msfr.364
ftr00365	LSU ribosomal protein L55mt, mitochondrial	ModelSEED	null	msfr.365
ftr00366	LSU ribosomal protein MRPL13, mitochondrial	ModelSEED	null	msfr.366
ftr00367	LSU ribosomal protein MRPL15, mitochondrial	ModelSEED	null	msfr.367
ftr00368	LSU ribosomal protein MRPL20, mitochondrial	ModelSEED	null	msfr.368
ftr00369	LSU ribosomal protein MRPL25, mitochondrial	ModelSEED	null	msfr.369
ftr00370	LSU ribosomal protein MRPL31, mitochondrial	ModelSEED	null	msfr.370
ftr00371	LSU ribosomal protein MRPL35, mitochondrial	ModelSEED	null	msfr.371
ftr00372	LSU ribosomal protein MRP51, mitochondrial	ModelSEED	null	msfr.372
ftr00373	Chorismate mutase I (EC 5.4.99.5)	ModelSEED	null	msfr.373
ftr00374	Periplasmic chorismate mutase I precursor (EC 5.4.99.5)	ModelSEED	null	msfr.374
ftr00375	Chorismate mutase II (EC 5.4.99.5)	ModelSEED	null	msfr.375
ftr00376	Chorismate mutase III (EC 5.4.99.5)	ModelSEED	null	msfr.376
ftr00377	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	ModelSEED	null	msfr.377
ftr00378	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	ModelSEED	null	msfr.378
ftr00379	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	ModelSEED	null	msfr.379
ftr00380	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	ModelSEED	null	msfr.380
ftr00381	Arogenate dehydrogenase (EC 1.3.1.43)	ModelSEED	null	msfr.381
ftr00382	Prephenate dehydrogenase (EC 1.3.1.12)	ModelSEED	null	msfr.382
ftr00383	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	ModelSEED	null	msfr.383
ftr00384	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	ModelSEED	null	msfr.384
ftr00385	Transcriptional repressor protein TyrR	ModelSEED	null	msfr.385
ftr00386	Arogenate dehydratase (EC 4.2.1.91)	ModelSEED	null	msfr.386
ftr00387	Prephenate dehydratase (EC 4.2.1.51)	ModelSEED	null	msfr.387
ftr00388	Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)	ModelSEED	null	msfr.388
ftr00389	Benzoylacetate CoA-ligase	ModelSEED	null	msfr.389
ftr00390	Acetophenone carboxylase subunit Apc5	ModelSEED	null	msfr.390;Acetophenone carboxylase subunit Apc5 (EC 6.4.1.8)
ftr00391	Acetophenone carboxylase subunit Apc4	ModelSEED	null	msfr.391;Acetophenone carboxylase subunit Apc4 (EC 6.4.1.8)
ftr00392	Acetophenone carboxylase subunit Apc3	ModelSEED	null	msfr.392;Acetophenone carboxylase subunit Apc3 (EC 6.4.1.8)
ftr00393	Acetophenone carboxylase subunit Apc2	ModelSEED	null	msfr.393;Acetophenone carboxylase subunit Apc2 (EC 6.4.1.8)
ftr00394	Acetophenone carboxylase subunit Apc1	ModelSEED	null	msfr.394;Acetophenone carboxylase subunit Apc1 (EC 6.4.1.8)
ftr00395	Ethylbenzene dehydrogenase alpha subunit (EC 1.17.99.2)	ModelSEED	null	msfr.395
ftr00396	Ethylbenzene dehydrogenase beta subunit (EC 1.17.99.2)	ModelSEED	null	msfr.396
ftr00397	Ethylbenzene dehydrogenase gamma subunit (EC 1.17.99.2)	ModelSEED	null	msfr.397
ftr00398	Ethylbenzene dehydrogenase delta subunit (EC 1.17.99.2)	ModelSEED	null	msfr.398
ftr00399	(S)-1-Phenylethanol dehydrogenase	ModelSEED	null	msfr.399 
ftr00400	Benzoylsuccinyl-CoA thiolase alpha subunit (EC:2.3.1.-)	ModelSEED	null	msfr.400
ftr00401	Benzoylsuccinyl-CoA thiolase beta subunit (EC:2.3.1.-)	ModelSEED	null	msfr.401
ftr00402	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase alpha subunit (EC 1.1.1.35)	ModelSEED	null	msfr.402
ftr00403	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase beta subunit (EC 1.1.1.35)	ModelSEED	null	msfr.403
ftr00404	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsE (EC 2.8.3.15)	ModelSEED	null	msfr.404
ftr00405	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF (EC 2.8.3.15)	ModelSEED	null	msfr.405
ftr00406	(R)-benzylsuccinyl-CoA dehydrogenase (EC 1.3.99.21)	ModelSEED	null	msfr.406
ftr00407	Phenylitaconyl-CoA hydratase (EC 4.2.1.-)	ModelSEED	null	msfr.407
ftr00408	Benzylsuccinate synthase alpha subunit (EC 4.1.99.11)	ModelSEED	null	msfr.408
ftr00409	Benzylsuccinate synthase beta subunit (EC 4.1.99.11)	ModelSEED	null	msfr.409
ftr00410	Benzylsuccinate synthase gamma subunit (EC 4.1.99.11)	ModelSEED	null	msfr.410
ftr00411	Benzylsuccinate synthase activating enzyme (EC 1.97.1.4)	ModelSEED	null	msfr.411
ftr00412	Ribosome modulation factor	ModelSEED	null	msfr.412
ftr00413	Ribosome hibernation protein YhbH	ModelSEED	null	msfr.413;Ribosome hibernation promoting factor Hpf
ftr00414	Ribosome hibernation protein YfiA	ModelSEED	null	msfr.414;Ribosome-associated inhibitor A
ftr00415	Stationary-phase-induced ribosome-associated protein	ModelSEED	null	msfr.415
ftr00416	Ribosomal subunit interface protein	ModelSEED	null	msfr.416;Ribosome hibernation protein YhbH
ftr00417	LysR family regulatory protein CidR	ModelSEED	null	msfr.417;Transcriptional regulator CidR, LysR family
ftr00418	Holin-like protein CidA	ModelSEED	null	msfr.418
ftr00419	CidA-associated membrane protein CidB	ModelSEED	null	msfr.419
ftr00420	Pyruvate oxidase, CidC	ModelSEED	null	msfr.420
ftr00421	Autolysis histidine kinase LytS	ModelSEED	null	msfr.421
ftr00422	Autolysis response regulater LytR	ModelSEED	null	msfr.422
ftr00423	Antiholin-like protein LrgA	ModelSEED	null	msfr.423
ftr00424	LrgA-associated membrane protein LrgB	ModelSEED	null	msfr.424
ftr00425	Cytidine deaminase (EC 3.5.4.5)	ModelSEED	null	msfr.425
ftr00426	tRNA-dihydrouridine synthase C (EC 1.-.-.-)	ModelSEED	null	msfr.426;tRNA-dihydrouridine(16) synthase
ftr00427	Holin-like protein 1	ModelSEED	null	msfr.427
ftr00428	Holin associated membrane protein 1	ModelSEED	null	msfr.428
ftr00429	Holin associated hypothetical protein	ModelSEED	null	msfr.429
ftr00430	Holin-like protein 2	ModelSEED	null	msfr.430
ftr00431	Holin associated membrane protein 2	ModelSEED	null	msfr.431
ftr00432	Preprotein translocase subunit SecG (TC 3.A.5.1.1)	ModelSEED	null	msfr.432;Protein-export membrane protein SecG
ftr00433	S-layer protein Sap	ModelSEED	null	msfr.433
ftr00434	S-layer protein EA1	ModelSEED	null	msfr.434
ftr00435	Acetolactate synthase, catabolic (EC 2.2.1.6)	ModelSEED	null	msfr.435
ftr00436	Alpha-acetolactate decarboxylase (EC 4.1.1.5)	ModelSEED	null	msfr.436
ftr00437	Truncated cell surface protein map-w	ModelSEED	null	msfr.437
ftr00439	Ribosomal protein L3 methyltransferase	ModelSEED	null	msfr.439
ftr00440	Phosphohistidine phosphatase SixA	ModelSEED	null	msfr.440
ftr00441	Chorismate synthase (EC 4.2.3.5)	ModelSEED	null	msfr.441
ftr00442	Excinuclease ABC subunit A	ModelSEED	null	msfr.442
ftr00443	Excinuclease ABC subunit A, dimeric form	ModelSEED	null	msfr.443
ftr00444	Excinuclease ABC subunit B	ModelSEED	null	msfr.444
ftr00445	Excinuclease ABC subunit C	ModelSEED	null	msfr.445
ftr00446	Excinuclease cho (excinuclease ABC alternative C subunit)	ModelSEED	null	msfr.446
ftr00447	Excinuclease ABC subunit A paralog in greater Bacteroides group	ModelSEED	null	msfr.447
ftr00448	Excinuclease ABC subunit A paralog of unknown function	ModelSEED	null	msfr.448
ftr00449	Excinuclease ABC subunit A domain protein	ModelSEED	null	msfr.449
ftr00450	Excinuclease ABC subunit C domain protein	ModelSEED	null	msfr.450
ftr00451	Excinuclease ABC, C subunit-like	ModelSEED	null	msfr.451
ftr00452	Cell wall-associated murein hydrolase LytA	ModelSEED	null	msfr.452
ftr00453	Cell wall-associated murein hydrolase LytC	ModelSEED	null	msfr.453
ftr00454	Choline binding protein D	ModelSEED	null	msfr.454
ftr00455	Two-peptide bacteriocin peptide CibA	ModelSEED	null	msfr.455
ftr00456	Two-peptide bacteriocin peptide CibB	ModelSEED	null	msfr.456
ftr00457	Immunity factor CibC	ModelSEED	null	msfr.457
ftr00458	Immunity factor ComM	ModelSEED	null	msfr.458
ftr00459	OxaI/YidC membrane insertion protein	ModelSEED	null	msfr.459
ftr00460	GTPase and tRNA-U34 5-formylation enzyme TrmE	ModelSEED	null	msfr.460;GTPase and tRNA-U34 5-formylation enzyme MnmE
ftr00461	YidD	ModelSEED	null	msfr.461
ftr00462	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	ModelSEED	null	msfr.462;tRNA-uridine(34) 5-carboxymethylaminomethyl modification enzyme MnmG
ftr00463	Ribonuclease P protein component (EC 3.1.26.5)	ModelSEED	null	msfr.463
ftr00464	Chromosomal replication initiator protein DnaA	ModelSEED	null	msfr.464
ftr00465	DNA polymerase III beta subunit (EC 2.7.7.7)	ModelSEED	null	msfr.465
ftr00466	DNA gyrase subunit B (EC 5.99.1.3)	ModelSEED	null	msfr.466
ftr00470	Beta-glucosidase	ModelSEED	null	msfr.470 
ftr00471	Cytochrome c2	ModelSEED	null	msfr.471
ftr00472	Cytochrome C550 (Soluble cytochrome C)	ModelSEED	null	msfr.472
ftr00473	Photosystem II protein PsbV, cytochrome c550	ModelSEED	null	msfr.473
ftr00474	Membrane-attached cytochrome c550	ModelSEED	null	msfr.474
ftr00475	Cytochrome C553 (soluble cytochrome f)	ModelSEED	null	msfr.475
ftr00476	Putative diheme cytochrome c-553	ModelSEED	null	msfr.476
ftr00477	Cytochrome c552 precursor (EC 1.7.2.2)	ModelSEED	null	msfr.477
ftr00478	Cytochrome c552	ModelSEED	null	msfr.478
ftr00479	Cytochrome c-552 precursor	ModelSEED	null	msfr.479
ftr00480	Cytochrome c551/c552	ModelSEED	null	msfr.480
ftr00481	Soluble cytochrome b562	ModelSEED	null	msfr.481
ftr00482	soluble [2Fe-2S] ferredoxin	ModelSEED	null	msfr.482
ftr00483	Ferredoxin	ModelSEED	null	msfr.483
ftr00484	cytochrome b-5	ModelSEED	null	msfr.484
ftr00485	Iron-sulfur cluster-binding protein	ModelSEED	null	msfr.485
ftr00486	Probable ferredoxin	ModelSEED	null	msfr.486
ftr00487	Cytochrome c4	ModelSEED	null	msfr.487
ftr00488	Ferredoxin, 2Fe-2S	ModelSEED	null	msfr.488
ftr00489	Probable cytochrome c2	ModelSEED	null	msfr.489
ftr00490	Probable cytochrome c-552	ModelSEED	null	msfr.490
ftr00491	Cytochrome c553	ModelSEED	null	msfr.491
ftr00492	cytochrome c-551	ModelSEED	null	msfr.492
ftr00493	Carbon monoxide-induced hydrogenase membrane protein CooM	ModelSEED	null	msfr.493
ftr00494	Carbon monoxide-induced hydrogenase proton translocating subunit CooK	ModelSEED	null	msfr.494
ftr00495	Carbon monoxide-induced hydrogenase small subunit CooL	ModelSEED	null	msfr.495
ftr00496	Carbon monoxide-induced hydrogenase iron-sulfur protein CooX	ModelSEED	null	msfr.496
ftr00497	Carbon monoxide-induced hydrogenase NuoC-like protein CooU	ModelSEED	null	msfr.497
ftr00498	Carbon monoxide-induced hydrogenase large subunit CooH	ModelSEED	null	msfr.498
ftr00499	Carbon monoxide-responsive transcriptional activator CooA	ModelSEED	null	msfr.499
ftr00500	CooT	ModelSEED	null	msfr.500;CO dehydrogenase accessory protein CooT (nickel insertion)
ftr00501	CooJ	ModelSEED	null	msfr.501;CO dehydrogenase accessory protein CooJ (nickel insertion)
ftr00502	Carbon monoxide dehydrogenase CooS subunit (EC 1.2.99.2)	ModelSEED	null	msfr.502;Carbon monoxide dehydrogenase CooS subunit (EC 1.2.7.4)
ftr00503	CO dehydrogenase iron-sulfur protein CooF (EC 1.2.99.2)	ModelSEED	null	msfr.503;CO dehydrogenase iron-sulfur protein CooF (EC 1.2.7.4)
ftr00504	CO dehydrogenase/acetyl-CoA synthase, CO dehydrogenase subunit (EC 1.2.99.2)	ModelSEED	null	msfr.504
ftr00505	CO dehydrogenase/acetyl-CoA synthase, acetyl-CoA synthase subunit (EC 2.3.1.169)	ModelSEED	null	msfr.505
ftr00506	Acetyl-CoA synthase corrinoid iron-sulfur protein, large subunit	ModelSEED	null	msfr.506
ftr00507	Acetyl-CoA synthase corrinoid iron-sulfur protein, small subunit	ModelSEED	null	msfr.507
ftr00508	5-methyltetrahydrofolate:corrinoid iron-sulfur protein methyltransferase	ModelSEED	null	msfr.508;5-methyltetrahydrofolate:corrinoid/iron-sulfur protein Co-methyltransferase (EC 2.1.1.258)
ftr00509	CO dehydrogenase/acetyl-CoA synthase subunit alpha, CO dehydrogenase subcomplex (EC 1.2.99.2)	ModelSEED	null	msfr.509;CO dehydrogenase/acetyl-CoA synthase subunit alpha, CO dehydrogenase subcomplex (EC 1.2.7.4)
ftr00510	CO dehydrogenase/acetyl-CoA synthase subunit beta, acetyl-CoA synthase (EC 2.3.1.169)	ModelSEED	null	msfr.510
ftr00511	CO dehydrogenase/acetyl-CoA synthase subunit gamma, corrinoid iron-sulfur subcomplex large subunit	ModelSEED	null	msfr.511;5-methyltetrahydrosarcinapterin:corrinoid/iron-sulfur protein Co-methyltransferase (EC 2.1.1.245)
ftr00512	5-tetrahydromethanopterin:corrinoid iron-sulfur protein methyltransferase	ModelSEED	null	msfr.512
ftr00513	CO dehydrogenase/acetyl-CoA synthase subunit delta, corrinoid iron-sulfur subcomplex small subunit	ModelSEED	null	msfr.513
ftr00514	CO dehydrogenase/acetyl-CoA synthase subunit epsilon, CO dehydrogenase subcomplex (EC 1.2.99.2)	ModelSEED	null	msfr.514;CO dehydrogenase/acetyl-CoA synthase subunit epsilon, CO dehydrogenase subcomplex (EC 1.2.7.4)
ftr00515	CO dehydrogenase accessory protein CooC (nickel insertion)	ModelSEED	null	msfr.515
ftr00516	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	ModelSEED	null	msfr.516
ftr00517	Similar to carbon monoxide dehydrogenase corrinoid/iron-sulfur protein	ModelSEED	null	msfr.517
ftr00518	Similar to carbon monoxide dehydrogenase CooS subunit	ModelSEED	null	msfr.518
ftr00519	Xanthosine phosphorylase (EC 2.4.2.1)	ModelSEED	null	msfr.519
ftr00520	Xanthosine permease	ModelSEED	null	msfr.520
ftr00521	Xanthosine operon regulatory protein XapR, LysR family	ModelSEED	null	msfr.521
ftr00522	MSHA biogenesis protein MshH	ModelSEED	null	msfr.522
ftr00523	MSHA biogenesis protein MshI	ModelSEED	null	msfr.523
ftr00524	MSHA biogenesis protein MshJ	ModelSEED	null	msfr.524
ftr00525	MSHA biogenesis protein MshK	ModelSEED	null	msfr.525
ftr00526	MSHA biogenesis protein MshK2	ModelSEED	null	msfr.526
ftr00527	MSHA biogenesis protein MshK3	ModelSEED	null	msfr.527
ftr00528	MSHA biogenesis protein MshL	ModelSEED	null	msfr.528
ftr00529	MSHA biogenesis protein MshM	ModelSEED	null	msfr.529
ftr00530	MSHA biogenesis protein MshN	ModelSEED	null	msfr.530
ftr00531	MSHA biogenesis protein MshE	ModelSEED	null	msfr.531
ftr00532	MSHA biogenesis protein MshG	ModelSEED	null	msfr.532
ftr00533	MSHA biogenesis protein MshF	ModelSEED	null	msfr.533
ftr00534	MSHA biogenesis protein MshF2	ModelSEED	null	msfr.534
ftr00535	MSHA pilin protein MshB	ModelSEED	null	msfr.535
ftr00536	MSHA pilin protein MshA	ModelSEED	null	msfr.536
ftr00537	MSHA pilin protein MshC	ModelSEED	null	msfr.537
ftr00538	MSHA pilin protein MshD	ModelSEED	null	msfr.538
ftr00539	MSHA biogenesis protein MshO	ModelSEED	null	msfr.539
ftr00540	MSHA biogenesis protein MshP	ModelSEED	null	msfr.540
ftr00541	MSHA biogenesis protein MshQ	ModelSEED	null	msfr.541
ftr00542	Negative regulator of allantoin and glyoxylate utilization operons	ModelSEED	null	msfr.542
ftr00543	Hydroxypyruvate reductase, putative (EC 1.1.1.81)	ModelSEED	null	msfr.543
ftr00544	5-dehydro-4-deoxyglucarate dehydratase (EC 4.2.1.41)	ModelSEED	null	msfr.544
ftr00545	Glucarate dehydratase (EC 4.2.1.40)	ModelSEED	null	msfr.545
ftr00546	D-galactarate dehydratase (EC 4.2.1.42)	ModelSEED	null	msfr.546
ftr00547	D-Glucuronolactone:NAD+ oxidoreductase (EC 1.2.1.3)	ModelSEED	null	msfr.547
ftr00548	L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)	ModelSEED	null	msfr.548
ftr00549	L(+)-tartrate dehydratase beta subunit (EC 4.2.1.32)	ModelSEED	null	msfr.549
ftr00550	Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme	ModelSEED	null	msfr.550;LysR family transcriptional regulator DmlR
ftr00551	L-gulono-1,4-lactone oxidase (EC 1.1.3.8)	ModelSEED	null	msfr.551
ftr00552	Sucrose phosphorylase (EC 2.4.1.7)	ModelSEED	null	msfr.552
ftr00553	Predicted sucrose permease, MFS family, FucP subfamily	ModelSEED	null	msfr.553
ftr00554	Predicted sucrose-specific TonB-dependent receptor	ModelSEED	null	msfr.554
ftr00555	Sucrose repressor, LacI family, Shewanella subfamily	ModelSEED	null	msfr.555
ftr00556	Ferrichrome transport ATP-binding protein fhuA (TC 1.B.14.1.4)	ModelSEED	null	msfr.556
ftr00557	Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC	ModelSEED	null	msfr.557
ftr00558	Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), periplasmic substrate binding protein FhuD	ModelSEED	null	msfr.558
ftr00559	Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), permease component FhuB	ModelSEED	null	msfr.559
ftr00560	Ferrichrome transport system permease protein fhuG	ModelSEED	null	msfr.560
ftr00561	Ferrichrome-iron receptor	ModelSEED	null	msfr.561
ftr00562	Flagellar basal-body P-ring formation protein flgA	ModelSEED	null	msfr.562
ftr00565	Flagellar basal-body rod modification protein FlgD	ModelSEED	null	msfr.565
ftr00566	Flagellar hook protein flgE	ModelSEED	null	msfr.566
ftr00567	Flagellar basal-body rod protein flgF	ModelSEED	null	msfr.567
ftr00568	Flagellar basal-body rod protein flgG	ModelSEED	null	msfr.568
ftr00569	Flagellar L-ring protein FlgH	ModelSEED	null	msfr.569
ftr00570	Flagellar P-ring protein flgI	ModelSEED	null	msfr.570
ftr00571	Flagellar protein flgJ [peptidoglycan hydrolase] (EC 3.2.1.-)	ModelSEED	null	msfr.571;Flagellar protein FlgJ [peptidoglycan hydrolase] (EC 3.2.1.-)
ftr00572	Flagellar hook-associated protein flgK	ModelSEED	null	msfr.572
ftr00573	Flagellar hook-associated protein flgL	ModelSEED	null	msfr.573
ftr00574	Flagellar biosynthesis protein flgN	ModelSEED	null	msfr.574
ftr00575	Flagellar biosynthesis protein FlhA	ModelSEED	null	msfr.575
ftr00576	Flagellar hook-basal body complex protein fliE	ModelSEED	null	msfr.576
ftr00577	Flagellar M-ring protein fliF	ModelSEED	null	msfr.577
ftr00580	Flagellum-specific ATP synthase FliI	ModelSEED	null	msfr.580
ftr00581	Flagellar protein fliJ	ModelSEED	null	msfr.581
ftr00582	Flagellar hook-length control protein fliK	ModelSEED	null	msfr.582
ftr00583	Flagellar motor switch protein FliM	ModelSEED	null	msfr.583
ftr00584	Flagellar motor switch protein FliN	ModelSEED	null	msfr.584
ftr00585	Flagellar biosynthesis protein fliP	ModelSEED	null	msfr.585
ftr00586	Flagellar biosynthesis protein fliQ	ModelSEED	null	msfr.586
ftr00587	Flagellar biosynthesis protein FliR	ModelSEED	null	msfr.587
ftr00588	Flagellar biosynthesis protein fliZ	ModelSEED	null	msfr.588
ftr00589	Flagellar biosynthesis protein fliL	ModelSEED	null	msfr.589
ftr00590	Flagellar biosynthesis protein fliC	ModelSEED	null	msfr.590
ftr00591	Flagellar hook-associated protein fliD	ModelSEED	null	msfr.591
