SCENARIO	REACTION
Pterin biosynthesis:Dihydrobiopterin to Tetrahydrobiopterin:2:reactions	R01793
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R01724
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R01054
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R01959
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R02668
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R02324
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R02323
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R00189
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R00104
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R02294
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R07410
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R00103
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R01960
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R01271
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R00678
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R04293
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R03005
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R00257
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R04292
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R00481
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R07407
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R00137
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R01268
NAD and NADP cofactor biosynthesis global:Nicotinamide and PRPP to NAD:3:reactions	R02665
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Phosphoenolpyruvate:18:reactions	R03321
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:2:reactions	R03321
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose to Glycerate3P:10:reactions	R03321
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R02894
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R01252
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R01253
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R00707
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R03296
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R00264
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R04221
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R00245
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R01255
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R03295
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R02825
Proline, 4-hydroxyproline uptake and utilization:Hydroxyproline to Dioxopentanoate:1:reactions	R02280
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R00859
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R00529
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R00858
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R07176
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R00509
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R00188
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R02021
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R00860
Inorganic Sulfur Assimilation:Sulfate to Sulfide:4:reactions	R01195
Purine conversions:GMP to GDP:1:reactions	R00182
Purine conversions:GMP to GDP:1:reactions	R02142
Purine conversions:GMP to GDP:1:reactions	R01561
Purine conversions:GMP to GDP:1:reactions	R00183
Purine conversions:GMP to GDP:1:reactions	R01126
Purine conversions:GMP to GDP:1:reactions	R00332
Purine conversions:GMP to GDP:1:reactions	R02089
Purine conversions:GMP to GDP:1:reactions	R02748
Purine conversions:GMP to GDP:1:reactions	R01244
Purine conversions:GMP to GDP:1:reactions	R00087
Purine conversions:GMP to GDP:1:reactions	R01245
Purine conversions:GMP to GDP:1:reactions	R01083
Purine conversions:GMP to GDP:1:reactions	R01863
Purine conversions:GMP to GDP:1:reactions	R01677
Purine conversions:GMP to GDP:1:reactions	R01135
Purine conversions:GMP to GDP:1:reactions	R01967
Purine conversions:GMP to GDP:1:reactions	R01562
Purine conversions:GMP to GDP:1:reactions	R01131
Purine conversions:GMP to GDP:1:reactions	R00330
Purine conversions:GMP to GDP:1:reactions	R00127
Purine conversions:GMP to GDP:1:reactions	R02088
Purine conversions:GMP to GDP:1:reactions	R01676
Purine conversions:GMP to GDP:1:reactions	R01130
Purine conversions:GMP to GDP:1:reactions	R02556
Purine conversions:GMP to GDP:1:reactions	R01969
Purine conversions:GMP to GDP:1:reactions	R02147
Purine conversions:GMP to GDP:1:reactions	R01547
Purine conversions:GMP to GDP:1:reactions	R00190
Purine conversions:GMP to GDP:1:reactions	R01770
Purine conversions:GMP to GDP:1:reactions	R01856
Purine conversions:GMP to GDP:1:reactions	R01560
Purine conversions:GMP to GDP:1:reactions	R02719
Purine conversions:GMP to GDP:1:reactions	R01968
Purine conversions:GMP to GDP:1:reactions	R02557
Purine conversions:GMP to GDP:1:reactions	R02297
Purine conversions:GMP to GDP:1:reactions	R01132
Purine conversions:GMP to GDP:1:reactions	R02148
Purine conversions:GMP to GDP:1:reactions	R00185
Purine conversions:GMP to GDP:1:reactions	R02143
Purine conversions:GMP to GDP:1:reactions	R02090
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R03348
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R01724
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R01054
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R01959
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R02668
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R02324
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R02323
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R00189
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R00104
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R02294
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R07410
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R00103
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R01960
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R00678
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R04293
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R03005
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R00257
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R04292
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R00481
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R07407
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R00137
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R01268
NAD and NADP cofactor biosynthesis global:Ribosylnicotinamide to NAD:2:reactions	R02665
Mannose Metabolism:Mannose to GDP mannose:2:reactions	R01326
Mannose Metabolism:Mannose to GDP mannose:2:reactions	R01818
Mannose Metabolism:Mannose to GDP mannose:2:reactions	R00885
Mannose Metabolism:Mannose to GDP mannose:2:reactions	R00883
Mannose Metabolism:Mannose to GDP mannose:2:reactions	R01819
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R04109
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R03222
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R03194
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R00036
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R05578
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R04972
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R03197
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R03947
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R03165
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R02272
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R06895
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R02864
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R00310
Heme and Siroheme Biosynthesis:Uroporphyrinogen III to Protoporphyrin:2:reactions	R00084
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:8:reactions	R00621
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00578
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00260
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00483
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00485
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00253
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00021
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00490
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00256
Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis:Glutamate to Glutamine:2:reactions	R00114
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:10:reactions	R03321
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:56:reactions	R00621
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R03314
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R02894
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R01252
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R01253
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R00707
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R03296
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R00264
Proline, 4-hydroxyproline uptake and utilization:Proline to Glutamate:1:reactions	R04221
