Class	Sub-class	Name	Role	Reaction
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)	rxn05163
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Spermidine Putrescine ABC transporter permease component potC (TC_3.A.1.11.1)	rxn05175
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Spermidine synthase (EC 2.5.1.16)	rxn01406
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Polyamine_Metabolism	Spermine synthase (EC 2.5.1.22)	rxn02061
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	4-aminobutyraldehyde dehydrogenase (EC 1.2.1.19)	rxn01851
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	Gamma-aminobutyrate:alpha-ketoglutarate aminotransferase (EC 2.6.1.19)	rxn01204
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	rxn05126
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	rxn05127
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways	Putrescine aminotransferase (EC 2.6.1.82)	rxn00856
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Eukaryotic-type low-affinity urea transporter	rxn05667
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urea channel UreI	rxn05667
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease accessory protein UreD	rxn00101
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease accessory protein UreE	rxn00101
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease accessory protein UreF	rxn00101
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease accessory protein UreG	rxn00101
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease alpha subunit (EC 3.5.1.5)	rxn00101
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease beta subunit (EC 3.5.1.5)	rxn00101
Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Urea_decomposition	Urease gamma subunit (EC 3.5.1.5)	rxn00101
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aromatic-amino-acid aminotransferase (EC 2.6.1.57)	rxn00493
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aspartate aminotransferase (EC 2.6.1.1)	rxn00527
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Aspartate aminotransferase (EC 2.6.1.1)	rxn02339
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn00493
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn00527
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn01270
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn00493
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn00527
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn01270
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn02320
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn00806
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn00903
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Branched-chain amino acid aminotransferase (EC 2.6.1.42)	rxn01575
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	D-alanine aminotransferase (EC 2.6.1.21)	rxn00849
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00493
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn02320
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	rxn00493
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	rxn01270
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Phosphoserine aminotransferase (EC 2.6.1.52)	rxn02914
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aminotransferases:Aromatic_Pathway_and_More,_A_work_in_progress	Phosphoserine aminotransferase (EC 2.6.1.52)	rxn03445
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.-)	rxn01203
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (EC 5.3.3.-)	rxn02885
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	2-oxo-hepta-3-ene-1,7-dioic acid hydratase (EC 4.2.-.-)	rxn02883
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	rxn02366
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	rxn00999
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	rxn01827
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	rxn03040
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	rxn03055
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	5-carboxymethyl-2-oxo-hex-3- ene-1,7-dioate decarboxylase (EC 4.1.1.68)	rxn03041
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Aromatic amino acid transport protein aroP	rxn05301
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Aromatic amino acid transport protein aroP	rxn05306
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Aromatic amino acid transport protein aroP	rxn05663
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	rxn00484
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	rxn00497
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	rxn00529
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Aromatic-L-amino-acid decarboxylase (EC 4.1.1.28)	rxn01450
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Indoleacetamide hydrolase (EC 3.5.1.-)	rxn02222
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Kynurenine formamidase, bacterial (EC 3.5.1.9)	rxn01437
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Phenylalanine-4-hydroxylase (EC 1.14.16.1)	rxn01315
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Phenylalanine-4-hydroxylase (EC 1.14.16.1)	rxn04989
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Phenylalanine-specific permease	rxn05306
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	rxn00478
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Tryptophan 2-monooxygenase (EC 1.13.12.3)	rxn00479
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Aromatic_amino_acid_degradation	Tryptophanase (EC 4.1.99.1)	rxn00473
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Aminodeoxychorismate lyase (EC 4.1.3.38)	rxn03841
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	rxn00726
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	rxn00727
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Anthranilate synthase, amidotransferase component (EC 4.1.3.27)	rxn01257
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Anthranilate synthase, aminase component (EC 4.1.3.27)	rxn00726
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Anthranilate synthase, aminase component (EC 4.1.3.27)	rxn00727
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Isochorismatase (EC 3.3.2.1)	rxn02177
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore	rxn02177
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Isochorismate synthase (EC 5.4.4.2)	rxn01258
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	rxn01258
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	rxn01257
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	rxn01257
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	rxn02331
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	rxn01332
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)	rxn01332
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	rxn01332
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	3,7-dideoxy-D-threo-hepto-2, 6-diulosonate synthase (EC 4.2.3.-)	rxn02212
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	3-dehydroquinate dehydratase I (EC 4.2.1.10)	rxn02213
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	3-dehydroquinate dehydratase II (EC 4.2.1.10)	rxn02213
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	3-dehydroquinate synthase (EC 4.2.3.4)	rxn02212
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	rxn02476
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Arogenate dehydrogenase (EC 1.3.1.43)	rxn00525
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Arogenate dehydrogenase (EC 1.3.1.43)	rxn00526
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Chorismate mutase (EC 5.4.99.5)	rxn01256
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Chorismate mutase II (EC 5.4.99.5)	rxn01256
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Chorismate mutase III (EC 5.4.99.5)	rxn01256
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Chorismate synthase (EC 4.2.3.5)	rxn01255
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	rxn01268
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	rxn01269
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Periplasmic chorismate mutase I precursor (EC 5.4.99.5)	rxn01256
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	rxn01268
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	rxn01269
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Prephenate dehydratase (EC 4.2.1.51)	rxn01000
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Prephenate dehydrogenase (EC 1.3.1.12)	rxn01268
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Prephenate dehydrogenase (EC 1.3.1.12)	rxn01269
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Quinate/shikimate 5-dehydrogenase I delta (EC 1.1.1.25)	rxn01740
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Quinate/shikimate dehydrogenase [Pyrroloquinoline-quinone] (EC 1.1.99.25)	rxn01364
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	rxn01740
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Shikimate 5-dehydrogenase I gamma (EC 1.1.1.25)	rxn01740
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Shikimate kinase I (EC 2.7.1.71)	rxn01739
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Shikimate kinase II (EC 2.7.1.71)	rxn01739
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Shikimate kinase III (EC 2.7.1.71)	rxn01739
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate_Synthesis	Shikimate/quinate 5-dehydrogenase I beta (EC 1.1.1.282)	rxn01740
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55)	rxn02331
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	rxn01332
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)	rxn01332
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	rxn01332
Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	3,7-dideoxy-D-threo-hepto-2, 6-diulosonate synthase (EC 4.2.3.-)	rxn02212
